date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Sep 10,away,Odessa,,,,,,,,,,,,,,,,,,,,,,,,,,2017,2016-17,div1,Howard (TX),howardcollege,masonpeterson99fu,Mason Peterson
Feb 6,home,Wayland Baptist University JV,W,8-3,8,8,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2017,2016-17,div1,Howard (TX),howardcollege,masonpeterson99fu,Mason Peterson
Feb 6,home,Wayland Baptist University JV,W,12-1,12,12,1,1,1,,,1,1,,,,,,,,4,1,,,,,1,2017,2016-17,div1,Howard (TX),howardcollege,masonpeterson99fu,Mason Peterson
Feb 10,home,vs. Galveston,L,13-5,13,13,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2017,2016-17,div1,Howard (TX),howardcollege,masonpeterson99fu,Mason Peterson
Feb 10,home,vs. Wharton County,L,14-1,14,14,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2017,2016-17,div1,Howard (TX),howardcollege,masonpeterson99fu,Mason Peterson
Feb 11,home,vs. Weatherford,W,8-4,8,8,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2017,2016-17,div1,Howard (TX),howardcollege,masonpeterson99fu,Mason Peterson
Feb 12,home,vs. San Jacinto,L,3-1,3,3,1,0,0,,,,0,1,,,,,,,0,0,,,,,2,2017,2016-17,div1,Howard (TX),howardcollege,masonpeterson99fu,Mason Peterson
Feb 21,home,Ranger,W,8-2,8,8,1,0,1,1,,,0,,,,,,,,2,1,,,,,1,2017,2016-17,div1,Howard (TX),howardcollege,masonpeterson99fu,Mason Peterson
Feb 24,away,McLennan,L,13-5,13,13,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2017,2016-17,div1,Howard (TX),howardcollege,masonpeterson99fu,Mason Peterson
Feb 25,away,McLennan,L,13-3,13,13,2,0,1,,,,1,,,,,,,,1,0,,,,,2,2017,2016-17,div1,Howard (TX),howardcollege,masonpeterson99fu,Mason Peterson
Feb 25,away,McLennan,W,7-5,7,7,,,,,,,,,,,,,,,,,,,,,,2017,2016-17,div1,Howard (TX),howardcollege,masonpeterson99fu,Mason Peterson
Mar 2,home,New Mexico,W,19-17,19,19,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2017,2016-17,div1,Howard (TX),howardcollege,masonpeterson99fu,Mason Peterson
Mar 3,home,Clarendon,W,7-4,7,7,2,0,0,,,,0,,1,,,,,,0,0,,,,,2,2017,2016-17,div1,Howard (TX),howardcollege,masonpeterson99fu,Mason Peterson
Mar 4,home,Grayson,W,9-4,9,9,,,,,,,,,,,,,,,,,,,,,,2017,2016-17,div1,Howard (TX),howardcollege,masonpeterson99fu,Mason Peterson
Mar 5,home,vs. Frank Phillips,L,11-1,11,11,2,0,0,,,,0,,,,,,,,0,0,,,,,2,2017,2016-17,div1,Howard (TX),howardcollege,masonpeterson99fu,Mason Peterson
