date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 13,away,Westchester,L,10-2,10,10,4,0,0,,,,0,,,,,,,,0,0,,,,,4,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Mar 15,home,Borough of Manhattan,W,13-6,13,13,2,0,0,,,,0,,1,2,,,,,0,0,,,,,2,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Mar 16,away,Borough of Manhattan,W,15-2,15,15,3,3,0,,,,0,2,,1,,,,,0,0,,,,,5,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Mar 16,away,Borough of Manhattan,W,17-3,17,17,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Mar 18,away,Bronx,W,11-2,11,11,3,2,1,,,,1,1,,,,,,,1,0,,,,,4,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Mar 22,home,Borough of Manhattan,W,11-1,11,11,2,2,1,1,,,3,1,,,,1,,,2,1,,,,,4,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Mar 23,away,Bergen,L,10-1,10,10,2,0,0,,,,0,1,,,,,,,0,0,,,,,3,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Mar 23,away,Bergen,L,8-0,8,8,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Mar 24,away,Kingsborough,W,11-0,11,11,4,2,1,,,,0,,,1,,,,,1,0,,,,,4,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Mar 24,away,Kingsborough,W,9-8,9,9,2,0,1,,,,1,,,,,,,,1,0,,,,,2,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Mar 26,home,Westchester,L,3-2,3,3,4,1,1,,,,0,,1,,,,,,1,0,,,,,4,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Mar 30,home,Raritan Valley,W,3-1,3,3,2,1,1,,,,0,1,,,,,,,1,0,,,,,3,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Mar 30,home,Raritan Valley,W,8-6,8,8,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Apr 2,away,Westchester,L,4-3,4,4,4,0,0,,,,0,1,,,,,,,0,0,,,,,5,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Apr 3,away,Monroe College,L,11-6,11,11,4,2,2,,,,0,2,,,,,,,2,0,,,,,6,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Apr 4,away,Monroe College,L,5-1,5,5,4,0,1,,,,0,,,,,,,,1,0,,,,,4,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Apr 6,away,Monroe College,L,11-7,11,11,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Apr 6,away,Monroe College,L,5-2,5,5,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Apr 8,home,Kingsborough,W,7-6,7,7,5,0,2,,,,0,,,1,,,,,2,0,,,,,5,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Apr 10,away,Queensborough,W,11-0,11,11,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Apr 11,away,Nassau,W,4-1,4,4,5,0,0,,,,0,,1,,,,,,0,0,,,,,5,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Apr 15,away,Nassau,W,8-2,8,8,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Apr 17,away,ASA New York,L,4-0,4,4,3,0,0,,,,0,,1,,,,,,0,0,,1,1,1.00,3,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Apr 18,home,ASA New York,L,10-0,10,10,2,0,0,,,,0,,,,,,,,0,0,,1,,,2,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Apr 19,away,ASA New York,L,8-0,8,8,3,0,1,1,,,0,,,,,,,,2,1,1,1,1,1.00,3,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Apr 19,away,ASA New York,L,9-6,9,9,4,0,0,,,,0,,1,,,,,,0,0,,3,,,4,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Apr 21,home,Sullivan County,L,15-9,15,15,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Apr 21,home,Sullivan County,L,13-0,13,13,3,0,0,,,,0,,,,,,,,0,0,,,,,3,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Apr 23,away,Morris,L,9-5,9,9,3,0,1,,,,1,,,,,,,,1,0,,,,,3,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Apr 24,away,Middlesex College,W,5-3,5,5,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Apr 25,home,ASA New York,L,17-11,17,17,4,1,1,1,,,1,,,,1,1,,1,2,1,,2,1,2.00,6,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Apr 26,home,Monroe College,L,19-2,19,19,2,0,0,,,,0,,,,,,,,0,0,,,,,2,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Apr 27,away,Brookdale,L,5-4,5,5,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Apr 27,away,Brookdale,L,16-4,16,16,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
Apr 28,home,Kingsborough,W,15-11,15,15,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
May 2,home,Bronx,W,13-5,13,13,1,1,1,,,,0,,,,,,,,1,0,,,,,1,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
May 4,away,Monroe College,L,4-1,4,4,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
May 4,away,Monroe College,W,4-2,4,4,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,joserosado6yde,Jose Rosado
