date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 5,home,Freed Hardeman,L,7-3,7,7,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Feb 5,home,Freed Hardeman,W,11-0,11,11,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Feb 9,home,Wabash Valley,L,3-0,3,3,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Feb 9,home,Wabash Valley,L,15-0,15,15,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Feb 13,home,Mississippi Delta,W,8-6,8,8,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Feb 13,home,Mississippi Delta,W,8-7,8,8,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Feb 16,away,Northeast Mississippi,L,6-5,6,6,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Feb 16,away,Northeast Mississippi,W,12-4,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Feb 19,home,Columbia State,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Feb 24,home,McHenry County,W,14-10,14,14,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Feb 24,home,McHenry County,W,11-7,11,11,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Feb 25,home,McHenry County,L,11-8,11,11,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Feb 25,home,McHenry County,W,6-0,6,6,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Feb 27,away,Freed Hardeman,L,2-1,2,2,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Feb 27,away,Freed Hardeman,L,3-2,3,3,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Mar 1,away,Cleveland State,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Mar 2,away,Cleveland State,L,6-5,6,6,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Mar 2,away,Cleveland State,L,3-2,3,3,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Mar 6,home,Schoolcraft,W,19-7,19,19,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Mar 6,home,Schoolcraft,W,9-8,9,9,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Mar 11,home,Walters State,L,6-1,6,6,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Mar 11,home,Walters State,L,11-0,11,11,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Mar 12,home,Clark State,W,11-0,11,11,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Mar 12,home,Clark State,W,9-0,9,9,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Mar 15,away,Columbia State,W,12-3,12,12,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Mar 16,away,Columbia State,W,13-2,13,13,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Mar 16,away,Columbia State,W,9-7,9,9,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Mar 18,home,Blue Mountain,W,6-4,6,6,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Mar 18,home,Blue Mountain,W,6-3,6,6,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Mar 22,home,Dyersburg State,W,7-4,7,7,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Mar 23,home,Dyersburg State,W,4-3,4,4,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Mar 23,home,Dyersburg State,L,11-1,11,11,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Mar 27,home,Martin Methodist,W,4-3,4,4,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Mar 27,home,Martin Methodist,W,8-0,8,8,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Mar 29,away,Chattanooga State,L,6-1,6,6,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Mar 29,away,Chattanooga State,L,10-0,10,10,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Mar 30,away,Chattanooga State,L,19-0,19,19,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Apr 1,home,Blue Mountain,W,2-0,2,2,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Apr 1,home,Blue Mountain,W,6-0,6,6,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Apr 5,home,Volunteer State,W,4-3,4,4,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Apr 6,home,Volunteer State,W,3-2,3,3,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Apr 6,home,Volunteer State,L,5-4,5,5,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Apr 12,away,Motlow State,L,7-3,7,7,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Apr 13,away,Motlow State,L,11-1,11,11,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Apr 13,away,Motlow State,W,8-4,8,8,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Apr 16,home,Southwest Tennessee,W,10-5,10,10,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Apr 19,home,Roane State,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Apr 20,home,Roane State,L,7-6,7,7,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Apr 20,home,Roane State,W,9-7,9,9,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Apr 26,away,Southwest Tennessee,L,8-7,8,8,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Apr 27,away,Southwest Tennessee,W,1-0,1,1,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
Apr 27,away,Southwest Tennessee,W,7-2,7,7,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
May 5,home,vs. Roane State,W,8-0,8,8,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
May 6,home,vs. Motlow State,W,7-4,7,7,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
May 7,home,vs. Dyersburg State,W,11-7,11,11,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
May 8,home,vs. Walters State,L,7-2,7,7,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
May 9,home,vs. Dyersburg State,W,16-6,16,16,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
May 10,home,vs. Walters State,L,4-1,4,4,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Jackson State,jacksonstatecommunitycollege,justinstuddzs6j,Justin Studd
