date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 27,home,vs. State College of Florida,W,6-4,6,6,4,0,0,,,,0,1,3,,1,,,,0,0,,,,,5,2017,2016-17,div1,Chipola,chipolacollege,josecaballerovkbo,Jose Caballero
Jan 28,away,Florida SouthWestern State,W,7-3,7,7,5,1,2,1,,,0,1,,2,,,,,3,1,,,,,6,2017,2016-17,div1,Chipola,chipolacollege,josecaballerovkbo,Jose Caballero
Jan 29,home,vs. Broward,W,9-1,9,9,4,1,1,,,1,3,,,,,,,,4,1,,,,,4,2017,2016-17,div1,Chipola,chipolacollege,josecaballerovkbo,Jose Caballero
Feb 3,home,Walters State,W,6-5,6,6,4,0,0,,,,0,,1,,,,,,0,0,,,,,4,2017,2016-17,div1,Chipola,chipolacollege,josecaballerovkbo,Jose Caballero
Feb 3,home,San Jacinto,L,6-0,6,6,2,0,1,,,,0,2,1,1,,,,,1,0,,,,,4,2017,2016-17,div1,Chipola,chipolacollege,josecaballerovkbo,Jose Caballero
Feb 4,home,San Jacinto,W,8-0,8,8,3,1,1,,,,1,,,2,,1,,,1,0,,,,,4,2017,2016-17,div1,Chipola,chipolacollege,josecaballerovkbo,Jose Caballero
Feb 10,home,vs. Florence-Darlington Tech,W,7-2,7,7,4,0,0,,,,0,,2,,,,,,0,0,,,,,4,2017,2016-17,div1,Chipola,chipolacollege,josecaballerovkbo,Jose Caballero
Feb 11,home,vs. Miami Dade,W,11-1,11,11,2,2,1,1,,,1,1,,,,1,,,2,1,,,,,4,2017,2016-17,div1,Chipola,chipolacollege,josecaballerovkbo,Jose Caballero
Feb 11,home,vs. Miami Dade,L,7-2,7,7,2,1,2,,,1,2,2,,2,,,,,5,1,,,,,4,2017,2016-17,div1,Chipola,chipolacollege,josecaballerovkbo,Jose Caballero
Feb 12,away,St. Johns River State,L,2-1,2,2,3,0,0,,,,0,2,1,,,,,,0,0,,,,,5,2017,2016-17,div1,Chipola,chipolacollege,josecaballerovkbo,Jose Caballero
Feb 16,home,Gordon State,W,14-7,14,14,3,1,1,,,,0,,,1,,1,,,1,0,,,,,4,2017,2016-17,div1,Chipola,chipolacollege,josecaballerovkbo,Jose Caballero
Feb 17,home,Gordon State,W,4-3,4,4,3,0,2,2,,,1,,,,1,,1,,4,2,,,,,4,2017,2016-17,div1,Chipola,chipolacollege,josecaballerovkbo,Jose Caballero
Feb 18,home,Columbia State,W,6-1,6,6,3,1,1,,,,0,,,1,,,,,1,0,,,,,3,2017,2016-17,div1,Chipola,chipolacollege,josecaballerovkbo,Jose Caballero
Feb 18,home,Columbia State,W,13-3,13,13,2,1,2,,,,1,1,,,,,,,2,0,,,,,3,2017,2016-17,div1,Chipola,chipolacollege,josecaballerovkbo,Jose Caballero
Feb 19,home,Columbia State,W,9-3,9,9,,,,,,,,,,,,,,,,,,,,,,2017,2016-17,div1,Chipola,chipolacollege,josecaballerovkbo,Jose Caballero
