date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 7,home,Wabash Valley,L,21-9,21,21,3,1,1,,,1,1,1,1,,,,,,4,1,,,,,4,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,claypaynehgp2,Clay Payne
Feb 8,home,Wabash Valley,L,8-7,8,8,3,0,1,,,,0,,,,,1,,,1,0,,,,,4,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,claypaynehgp2,Clay Payne
Feb 8,home,Wabash Valley,L,16-0,16,16,2,0,0,,,,0,,1,,,,,,0,0,,,,,2,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,claypaynehgp2,Clay Payne
Feb 10,away,Coahoma,W,17-9,17,17,3,3,1,,,,0,1,2,,,1,,,1,0,,,,,5,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,claypaynehgp2,Clay Payne
Feb 10,away,Coahoma,W,2-1,2,2,3,0,0,,,,0,,1,,,,1,,0,0,,,,,4,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,claypaynehgp2,Clay Payne
Feb 14,home,McHenry County,L,9-5,9,9,3,0,0,,,,0,,1,,,1,,,0,0,,,,,4,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,claypaynehgp2,Clay Payne
Feb 14,home,McHenry County,W,11-5,11,11,3,0,1,,,,1,1,1,,,,,,1,0,,,,,4,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,claypaynehgp2,Clay Payne
Feb 25,home,Williams Baptist JV,W,14-4,14,14,4,0,1,1,,,1,1,2,,,,,,2,1,,,,,5,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,claypaynehgp2,Clay Payne
Feb 25,home,Williams Baptist JV,W,11-1,11,11,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,claypaynehgp2,Clay Payne
Feb 27,away,Motlow State,W,7-4,7,7,4,1,1,,,1,2,,1,,,,,,4,1,,,,,4,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,claypaynehgp2,Clay Payne
Feb 28,away,Motlow State,W,18-3,18,18,5,2,3,2,,,1,,,,,,,,5,2,,,,,5,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,claypaynehgp2,Clay Payne
Feb 28,away,Motlow State,L,10-7,10,10,4,0,1,,,,0,,2,,,1,,,1,0,,,,,5,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,claypaynehgp2,Clay Payne
Mar 3,home,Mineral Area,,,,,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,claypaynehgp2,Clay Payne
