date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 3,home,Chattanooga State,W,12-0,12,12,4,1,2,,,1,5,,,,,,,,5,1,,,,,4,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Feb 4,home,Chattanooga State,W,10-3,10,10,3,2,0,,,,0,1,,,,,,,0,0,,,2,,4,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Feb 4,home,Chattanooga State,L,2-1,2,2,1,0,0,,,,0,2,,,,,,,0,0,,1,,,3,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Feb 11,home,Walters State,L,1-0,1,1,3,0,0,,,,0,,2,,,,,,0,0,,1,,,3,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Feb 11,home,Walters State,L,2-1,2,2,3,0,0,,,,0,,1,,,,,,0,0,,1,1,1.00,3,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Feb 12,home,Walters State,L,8-2,8,8,3,0,0,,,,0,,1,,,,,,0,0,,1,1,1.00,3,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Feb 14,home,Bryant & Stratton (VA),W,9-4,9,9,4,0,0,,,,0,,1,,,,,,0,0,,,,,4,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Feb 15,home,Bryant & Stratton (VA),W,6-5,6,6,4,1,1,,1,,0,,1,,,,,,3,1,,,2,,4,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Feb 17,home,Lincoln Trail,L,6-1,6,6,2,0,1,,,,0,1,1,,,,,,1,0,,,,,3,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Feb 18,home,Lincoln Trail,W,8-3,8,8,4,0,1,,,,0,,1,,,,,,1,0,,1,1,1.00,4,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Feb 18,home,Lincoln Trail,L,6-5,6,6,3,0,1,,1,,1,,,,,,,,3,1,,1,1,1.00,3,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Feb 24,home,Sinclair,W,6-3,6,6,3,1,2,,,,0,1,,2,,,,,2,0,,,1,,4,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Feb 25,home,Sinclair,L,8-7,8,8,5,1,1,1,,,1,,3,,,,,,2,1,,,,,5,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Feb 25,home,Sinclair,L,7-5,7,7,6,1,1,,,1,2,,3,,,,,,4,1,,1,1,1.00,6,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Feb 28,home,Roane State,W,6-2,6,6,4,0,1,,,,0,,,,,,,,1,0,,,3,,4,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Feb 28,home,Roane State,W,5-4,5,5,3,1,1,,,,0,,1,,,,,,1,0,,,1,,3,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Mar 3,home,Cuyahoga,W,12-3,12,12,3,3,2,,,1,3,1,,1,,1,,,5,1,,1,,,5,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Mar 4,home,Cuyahoga,W,10-0,10,10,3,2,2,,,1,2,1,,1,,,,,5,1,,1,,,4,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Mar 4,home,Macomb,W,11-1,11,11,2,1,1,,,,0,,,1,,1,,,1,0,,1,,,3,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Mar 5,home,Macomb,W,14-4,14,14,3,0,0,,,,0,1,1,,,1,,,0,0,,1,1,1.00,5,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Mar 8,home,Vincennes,W,5-4,5,5,4,1,1,,,1,2,,2,,,,,,4,1,,1,,,4,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Mar 8,home,Vincennes,W,12-1,12,12,1,1,0,,,,1,1,,,,1,,,0,0,,1,,,3,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Mar 10,home,Indian Hills,W,13-2,13,13,4,1,2,,,1,3,1,,,,,,,5,1,,,2,,5,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Mar 11,home,USC Lancaster,W,3-1,3,3,2,0,1,,,,0,,1,,,1,,,1,0,,,,,3,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Mar 11,home,USC Lancaster,W,14-4,14,14,2,1,0,,,,1,1,,,,,,,0,0,,,2,,3,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Mar 12,home,Triton,L,3-1,3,3,4,0,0,,,,0,,,,,,,,0,0,,1,3,0.33,4,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Mar 17,home,Three Rivers,W,12-3,12,12,3,0,0,,,,0,1,1,,,1,,,0,0,,,2,,5,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Mar 18,home,Three Rivers,W,5-0,5,5,3,1,1,,,,0,,,,,,,,1,0,,1,1,1.00,3,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Mar 18,home,Three Rivers,W,10-0,10,10,2,1,2,,,,2,,,1,,,1,,2,0,,,1,,3,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Mar 21,home,East Georgia State,W,17-0,17,17,4,1,1,,,1,3,,1,,,,,,4,1,,,2,,4,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Mar 24,away,East Georgia State,W,11-2,11,11,4,1,0,,,,0,2,1,,,,,,0,0,,,3,,6,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Mar 25,away,East Georgia State,L,4-0,4,4,2,0,0,,,,0,,1,,,,,,0,0,,1,,,2,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Mar 25,away,East Georgia State,L,6-4,6,6,2,0,1,,,,1,1,,,,,,,1,0,,,,,3,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Mar 28,away,Andrew,L,6-1,6,6,2,0,0,,,,0,1,1,,,,,,0,0,1,1,,,3,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Mar 31,home,Andrew,W,5-2,5,5,3,0,0,,,,0,,2,,,,,1,0,0,,2,,,4,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Apr 1,home,Andrew,W,3-2,3,3,2,1,0,,,,0,1,,,,,,,0,0,,,1,,3,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Apr 1,home,Andrew,L,6-5,6,6,2,0,1,,,,1,,1,,,,1,1,1,0,,1,1,1.00,4,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Apr 4,home,South Georgia State,W,6-1,6,6,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Apr 7,away,South Georgia State,L,9-6,9,9,5,0,1,,,,0,,1,,,,,,1,0,,2,1,2.00,5,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Apr 8,away,South Georgia State,W,8-2,8,8,3,2,2,,,,2,,,,,1,,,2,0,,,1,,4,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Apr 8,away,South Georgia State,W,8-7,8,8,3,0,1,,,,0,,1,,,1,,,1,0,,1,,,4,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Apr 10,home,Shorter University,W,10-0,10,10,2,0,0,,,,0,1,,,,,,,0,0,,,2,,3,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Apr 10,home,Shorter University,W,10-0,10,10,2,0,0,,,,0,1,,,,,,,1,0,,1,,,3,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Apr 10,home,Shorter University,W,10-0,10,10,2,0,1,,,,3,1,,1,,,,,0,0,,,2,,3,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Apr 10,home,Shorter University,W,10-0,10,10,2,0,1,,,,3,1,,1,,,,,1,0,,1,,,3,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Apr 12,home,Shorter University,W,10-0,10,10,3,2,1,,,1,3,,1,,,1,,,4,1,,,1,,4,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Apr 18,away,Abraham Baldwin,W,10-7,10,10,5,2,2,,,,1,,,,,,,,2,0,,1,2,0.50,5,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Apr 21,home,Abraham Baldwin,L,4-2,4,4,4,0,0,,,,0,,,,,,,,0,0,,,4,,4,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
Apr 22,home,Abraham Baldwin,L,4-0,4,4,3,0,1,1,,,0,,,,,,,,2,1,,,,,3,2017,2016-17,div1,Georgia Highlands,georgiahighlandscollege,brandonbellfq47,Brandon Bell
