date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 10,home,vs. Arkansas Baptist,L,2-0,2,2,3,0,0,,,,0,,,,,,,,0,0,,,,,3,2017,2016-17,div1,Lincoln Trail,lincolntrailcollege,jordanbrewers0rn,Jordan Brewer
Feb 10,home,vs. Mississippi Delta,L,13-9,13,13,3,2,1,,,,0,1,,,,,,,1,0,,,,,4,2017,2016-17,div1,Lincoln Trail,lincolntrailcollege,jordanbrewers0rn,Jordan Brewer
Feb 11,home,vs. Dyersburg State,L,3-2,3,3,3,1,1,,,,0,1,1,,,,,,1,0,,,,,4,2017,2016-17,div1,Lincoln Trail,lincolntrailcollege,jordanbrewers0rn,Jordan Brewer
Feb 11,home,vs. Three Rivers,W,6-4,6,6,5,2,2,,,,0,,,,,,,,2,0,,,,,5,2017,2016-17,div1,Lincoln Trail,lincolntrailcollege,jordanbrewers0rn,Jordan Brewer
Feb 16,home,vs. Bryant & Stratton (VA),W,3-2,3,3,3,0,0,,,,1,,1,1,,,,,0,0,,,,,3,2017,2016-17,div1,Lincoln Trail,lincolntrailcollege,jordanbrewers0rn,Jordan Brewer
Feb 16,home,vs. Bryant & Stratton (VA),W,2-0,2,2,2,0,0,,,,0,1,,,,,,,0,0,1,,,,3,2017,2016-17,div1,Lincoln Trail,lincolntrailcollege,jordanbrewers0rn,Jordan Brewer
Feb 17,away,Georgia Highlands,W,6-1,6,6,4,1,1,1,,,0,1,,,1,,,,2,1,,,,,5,2017,2016-17,div1,Lincoln Trail,lincolntrailcollege,jordanbrewers0rn,Jordan Brewer
Feb 18,away,Georgia Highlands,L,8-3,8,8,4,0,1,,,,0,,3,,,,,,1,0,,,,,4,2017,2016-17,div1,Lincoln Trail,lincolntrailcollege,jordanbrewers0rn,Jordan Brewer
Feb 18,away,Georgia Highlands,W,6-5,6,6,2,1,1,,,,0,2,,,,,,,1,0,,,,,4,2017,2016-17,div1,Lincoln Trail,lincolntrailcollege,jordanbrewers0rn,Jordan Brewer
Feb 23,away,Lindenwood Belleville JV,W,17-0,17,17,3,2,2,1,,1,4,,,,,,,,6,2,,,,,3,2017,2016-17,div1,Lincoln Trail,lincolntrailcollege,jordanbrewers0rn,Jordan Brewer
