date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 8,away,Hutchinson,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Feb 8,away,Hutchinson,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Feb 8,away,Hutchinson,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Feb 8,away,Hutchinson,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Feb 9,away,Hutchinson,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Feb 14,away,Seminole State (OK),W,17-4,17,17,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Feb 15,away,Eastern Oklahoma State,L,5-4,5,5,1,0,1,,,,0,,,,,,,,1,0,,,,,1,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Feb 15,away,Eastern Oklahoma State,W,7-0,7,7,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Feb 16,away,Eastern Oklahoma State,W,7-4,7,7,3,1,1,,,,0,1,,,,,,1,1,0,,,,,5,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Feb 18,home,Seminole State (OK),L,9-8,9,9,1,0,0,,,,0,2,,,,,,1,0,0,,,,,4,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Feb 18,home,Seminole State (OK),L,7-5,7,7,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Feb 21,away,Western Oklahoma State,W,11-8,11,11,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Feb 22,away,Western Oklahoma State,W,9-0,9,9,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Feb 23,away,Western Oklahoma State,W,4-2,4,4,3,0,0,,,,0,1,,,,,,,0,0,,,,,4,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Feb 25,away,Crowder,L,9-2,9,9,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Feb 27,away,Labette,W,6-0,6,6,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Feb 27,away,Labette,W,7-6,7,7,2,0,0,,,,0,,1,,,,,,0,0,,,,,2,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Feb 28,home,Labette,W,9-3,9,9,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Feb 28,home,Labette,W,3-0,3,3,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Mar 7,home,Highland (KS),W,8-7,8,8,1,0,1,,,,1,,,,,,,,1,0,,,,,1,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Mar 7,home,Highland (KS),W,5-1,5,5,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Mar 9,away,Highland (KS),W,17-3,17,17,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Mar 9,away,Highland (KS),W,13-3,13,13,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Mar 12,home,Crowder,W,7-4,7,7,0,2,0,,,,0,1,,,,,,,0,0,,,,,1,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Mar 13,home,Allen County,W,14-9,14,14,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Mar 13,home,Allen County,W,14-8,14,14,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Mar 15,away,Allen County,W,6-3,6,6,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Mar 15,away,Allen County,W,3-2,3,3,4,0,3,,,,0,,1,,,,,,3,0,,,,,4,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Mar 18,away,Connors State,L,6-5,6,6,3,0,0,,,,0,,1,,,,,1,0,0,,,,,4,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Mar 20,home,Fort Scott,W,7-4,7,7,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Mar 20,home,Fort Scott,W,17-7,17,17,1,0,0,,,,1,,,,,,,,0,0,,,,,1,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Mar 22,away,Fort Scott,L,5-3,5,5,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Mar 22,away,Fort Scott,W,10-6,10,10,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Mar 25,home,Butler,W,8-6,8,8,2,1,2,,,,1,,,,,,,,2,0,,,,,2,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Mar 26,home,vs. Hutchinson,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Mar 28,away,Kansas City Kansas,L,2-0,2,2,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Mar 28,away,Kansas City Kansas,L,4-3,4,4,3,0,0,,,,0,,2,,,,,,0,0,,,,,3,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Mar 29,home,Kansas City Kansas,L,6-1,6,6,3,0,0,,,,0,,,,,,,,0,0,,,,,3,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Mar 29,home,Kansas City Kansas,L,6-4,6,6,3,0,1,,,,0,,,,,,,,1,0,,,,,3,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Apr 1,home,Connors State,W,10-5,10,10,3,1,1,,,,1,1,1,,,,,,1,0,,,,,4,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Apr 3,home,Johnson County,L,6-3,6,6,2,0,0,,,,0,1,1,,,,,1,0,0,,,,,4,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Apr 3,home,Johnson County,L,4-2,4,4,4,0,2,,,,0,,,,,,,,2,0,,,,,4,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
Apr 5,away,Johnson County,W,5-1,5,5,3,1,2,,,,2,,,,,,,,2,0,,,,,3,2014,2013-14,div1,Coffeyville,coffeyvillecommunitycollege,mattsalamonwn0c,Matt Salamon
