date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 9,home,Highland (KS),W,10-0,10,10,3,1,0,,,,0,,,,,,,,0,0,,1,1,1.00,3,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
Feb 9,home,Highland (KS),W,8-6,8,8,4,1,1,,,,1,,1,2,,,,,1,0,,,1,,4,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
Feb 13,home,McPherson College JV,W,11-1,11,11,4,2,2,,1,1,2,,1,,,,,,7,2,,1,,,4,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
Feb 13,home,McPherson College JV,W,16-3,16,16,3,1,2,,,1,5,1,,2,1,,,,5,1,,,1,,4,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
Feb 15,away,Coffeyville,L,18-5,18,18,2,1,0,,,,0,1,,1,,,,,0,0,,,,,3,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
Feb 15,away,Coffeyville,L,9-5,9,9,4,0,0,,,,0,,1,1,,1,,,0,0,,,,,5,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
Feb 18,home,Coffeyville,W,4-1,4,4,3,2,3,2,,,0,,,,,,,,5,2,,,,,3,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
Feb 18,home,Coffeyville,W,21-7,21,21,3,4,3,1,,2,8,1,,,,2,,,10,3,,,,,6,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
Feb 25,home,Southeast,L,2-0,2,2,2,0,0,,,,0,,2,,,1,,,0,0,,,,,3,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
Feb 25,home,Independence,W,4-0,4,4,3,0,1,,,,0,,,,,,,,1,0,,2,,,3,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
Feb 27,away,Bethany College JV,W,13-1,13,13,2,1,1,1,,,0,,,,,,,,2,1,,,,,2,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
Mar 1,away,Dodge City,W,7-4,7,7,3,2,3,,,2,3,,,,,1,,,9,2,,,,,4,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
Mar 1,away,Dodge City,W,22-18,22,22,5,3,2,,1,,1,,2,1,,2,,,4,1,,,1,,7,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
Mar 3,home,Dodge City,W,10-3,10,10,4,2,2,,,1,1,,,,,,,,5,1,,,2,,4,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
Mar 3,home,Dodge City,L,16-9,16,16,5,2,2,,,1,2,,,1,,,,,5,1,,,3,,5,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
Mar 6,away,Northern Oklahoma Enid,L,17-9,17,17,4,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,,0,,,5,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
Mar 8,home,Garden City,W,5-4,5,5,3,0,1,,,,1,1,1,1,,,,,1,0,,1,,,4,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
Mar 8,home,Garden City,W,12-11,12,12,4,1,1,,,1,2,,2,,,1,,,4,1,,1,,,5,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
Mar 10,away,Garden City,W,8-2,8,8,4,0,1,,,,0,,1,,,,,,1,0,,,,,4,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
Mar 10,away,Garden City,W,13-7,13,13,3,0,0,,,,0,1,1,,,,1,,0,0,,,,,5,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
Mar 15,away,Hutchinson,L,14-10,14,14,4,0,0,,,,0,,2,,,,,,0,0,,,1,,4,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
Mar 15,away,Hutchinson,L,15-10,15,15,3,3,2,,,1,5,1,,1,,1,,,5,1,,,1,,5,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
Mar 17,home,Hutchinson,W,5-4,5,5,1,0,0,,,,0,1,1,,1,1,,,0,0,,,,,3,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
Mar 17,home,Hutchinson,L,5-4,5,5,4,1,1,,,1,1,,1,,,,,,4,1,,1,,,4,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
Mar 22,away,Pratt,W,1-0,1,1,3,0,0,,,,0,,,,,,,,0,0,,1,2,0.50,3,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
Mar 22,away,Pratt,W,12-10,12,12,3,3,2,,,,0,1,,,1,1,,,2,0,,,1,,5,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
Mar 24,home,Pratt,W,5-4,5,5,2,1,1,,,,0,1,1,,,,,,1,0,,,,,3,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
Mar 24,home,Pratt,W,7-5,7,7,5,1,2,,,1,2,,1,1,,,,,5,1,,2,,,5,2018,2017-18,div1,Butler,butlercommunitycollegeks,connorhurstfsjl,Connor Hurst
