date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 19  #,home,Alumni Game,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Jan 25,home,Gulf Coast State,W,10-7,10,10,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Jan 26,home,Gulf Coast State,W,6-1,6,6,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Jan 27,home,vs. Chipola,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Jan 31,away,Broward,W,1-0,1,1,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Feb 1,home,Santa Fe,W,5-2,5,5,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Feb 2,home,Miami Dade,L,3-1,3,3,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Feb 4,away,Eastern Florida State,W,6-5,6,6,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Feb 6,home,Central Florida,L,10-4,10,10,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Feb 7,home,Broward,W,10-1,10,10,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Feb 8,away,Pasco-Hernando State,W,4-0,4,4,3,1,1,,,,0,1,1,,,,,,1,0,,,,,4,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Feb 9,home,University of Tampa - JV,W,7-0,7,7,5,0,2,,,,1,,2,,,,,,2,0,,,,,5,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Feb 12,home,Eastern Florida State,W,5-4,5,5,2,0,0,,,,0,,1,,,,,,0,0,,,,,2,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Feb 13,away,Central Florida,L,4-3,4,4,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Feb 15,home,Tallahassee,W,9-2,9,9,2,0,0,,,,0,,2,,,,,,0,0,,,,,2,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Feb 16,home,Tallahassee,W,9-3,9,9,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Feb 18,away,Santa Fe,L,3-1,3,3,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Feb 21,home,vs. Chipola,L,18-11,18,18,2,0,0,,,,0,,1,,,,,,0,0,,,,,2,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Feb 22,home,vs. Chipola,W,3-1,3,3,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Feb 23,away,St. Johns River State,W,4-2,4,4,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Feb 23,home,vs. East Georgia State,L,3-1,3,3,2,0,0,,,,0,,2,,,,,,0,0,,,,,2,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Mar 1,home,Pasco-Hernando State,W,6-0,6,6,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Mar 2,away,Miami Dade,W,6-0,6,6,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Mar 2,away,Miami Dade,L,5-4,5,5,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Mar 4,home,Florida SouthWestern State,L,9-1,9,9,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Mar 6,away,Florida SouthWestern State,L,6-5,6,6,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Mar 8,home,Florida SouthWestern State,L,9-3,9,9,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Mar 9,home,Polk State,W,4-2,4,4,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Mar 11,away,Polk State,W,13-3,13,13,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Mar 13,home,Polk State,W,10-0,10,10,0,1,0,,,,0,1,,,,,,,0,0,,,,,1,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Mar 15,away,South Florida State,W,12-6,12,12,4,0,0,,,,0,,1,,,,,,0,0,,,,,4,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Mar 16,home,South Florida State,W,6-2,6,6,1,0,1,,,,1,,,,,,,,1,0,,,,,1,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Mar 18,away,South Florida State,W,5-0,5,5,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Mar 20,home,St. Petersburg,L,10-3,10,10,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Mar 22,away,St. Petersburg,L,11-6,11,11,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Mar 23,home,St. Petersburg,W,4-3,4,4,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Mar 25,away,Hillsborough,W,13-10,13,13,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
Mar 27,home,Hillsborough,W,5-2,5,5,4,1,1,1,,,0,,1,,,,,,2,1,,,,,4,2019,2018-19,div1,State College of Florida,statecollegeoffloridamanateesaraso,jonathanalonso3syo,Jonathan Alonso
