school_name,njcaa_season,division,team_id,season
CC of Allegheny County,2020-21,div3,ccofalleghenycounty,2021
Central Lakes,2020-21,div3,centrallakescollegebrainerd,2021
Century,2020-21,div3,centurycollege,2021
Coastal Bend,2020-21,div3,coastalbendcollege,2021
DuPage,2020-21,div3,collegeofdupage,2021
Columbia-Greene,2020-21,div3,columbiagreenecommunitycollege,2021
Rhode Island,2020-21,div3,communitycollegeofrhodeisland,2021
Corning,2020-21,div3,corningcommunitycollege,2021
Dallas College - Cedar Valley,2020-21,div3,dallascollegecedarvalley,2021
Dallas College - Eastfield,2020-21,div3,dallascollegeeastfield,2021
Dallas College - North Lake,2020-21,div3,dallascollegenorthlake,2021
Delaware County,2020-21,div3,delawarecountycommunitycollege,2021
Delta,2020-21,div3,deltacollege,2021
Elgin,2020-21,div3,elgincommunitycollege,2021
Erie,2020-21,div3,eriecommunitycollege,2021
Finger Lakes,2020-21,div3,fingerlakescommunitycollege,2021
Fond du Lac Tribal & CC,2020-21,div3,fonddulactribalcommunitycollege,2021
Fulton-Montgomery,2020-21,div3,fultonmontgomerycommunitycollege,2021
Genesee,2020-21,div3,geneseecommunitycollege,2021
Harper,2020-21,div3,harpercollege,2021
Herkimer,2020-21,div3,herkimercollege,2021
Minnesota North College - Hibbing,2020-21,div3,hibbingcommunitycollege,2021
Holyoke,2020-21,div3,holyokecommunitycollege,2021
Hudson Valley,2020-21,div3,hudsonvalleycommunitycollege,2021
Illinois Valley,2020-21,div3,illinoisvalleycommunitycollege,2021
Minnesota North College - Itasca,2020-21,div3,itascacommunitycollege,2021
Jamestown,2020-21,div3,jamestowncommunitycollege,2021
Jefferson (NY),2020-21,div3,jeffersoncommunitycollege,2021
Joliet,2020-21,div3,jolietjuniorcollege,2021
Kingsborough,2020-21,div3,kingsboroughcommunitycollege,2021
Lorain County,2020-21,div3,loraincountycommunitycollege,2021
Luzerne County,2020-21,div3,luzernecountycommunitycollege,2021
Massasoit,2020-21,div3,massasoitcommunitycollege,2021
MassBay,2020-21,div3,massbaycommunitycollege,2021
Minnesota North College - Mesabi Range,2020-21,div3,mesabirangectc,2021
Middlesex College,2020-21,div3,middlesexcountycollege,2021
Milwaukee Area Tech,2020-21,div3,milwaukeeareatechnicalcollege,2021
Minnesota State,2020-21,div3,minnesotastatecommunityandtechnical,2021
Minnesota West,2020-21,div3,minnesotawestcommunitytechnicalcol,2021
Mohawk Valley,2020-21,div3,mohawkvalleycommunitycollege,2021
Monroe College - Bronx,2020-21,div3,monroecollegebronx,2021
Montgomery County,2020-21,div3,montgomerycountycommunitycollegepa,2021
Dallas College - Mountain View,2020-21,div3,mountainviewcollege,2021
Nassau,2020-21,div3,nassaucommunitycollege,2021
Niagara County,2020-21,div3,niagaracountycommunitycollege,2021
Northampton,2020-21,div3,northamptoncommunitycollege,2021
North Arkansas,2020-21,div3,northarkansascollege,2021
North Dakota SCS,2020-21,div3,northdakotastatecollegeofscience,2021
Northern Essex,2020-21,div3,northernessexcommunitycollege,2021
Northland,2020-21,div3,northlandcommunitytechnicalcollege,2021
Oakton,2020-21,div3,oaktoncommunitycollege,2021
Ocean County,2020-21,div3,oceancountycollege,2021
Onondaga,2020-21,div3,onondagacommunitycollege,2021
Owens,2020-21,div3,owenscommunitycollege,2021
Prince George's,2020-21,div3,princegeorgescommunitycollege,2021
Queensborough,2020-21,div3,queensboroughcommunitycollege,2021
Quinsigamond,2020-21,div3,quinsigamondcommunitycollege,2021
Minnesota North College - Rainy River,2020-21,div3,rainyrivercommunitycollege,2021
Dallas College - Richland,2020-21,div3,richlandcollege,2021
Ridgewater,2020-21,div3,ridgewatercollege,2021
Riverland,2020-21,div3,riverlandcommunitycollege,2021
Rochester,2020-21,div3,rochestercommunityandtechnicalcolleg,2021
Rockingham,2020-21,div3,rockinghamcommunitycollege,2021
Rock Valley,2020-21,div3,rockvalleycollege,2021
RCSJ Cumberland,2020-21,div3,rowancollegeofsouthjerseycumberland,2021
RCSJ Gloucester,2020-21,div3,rowancollegesouthjerseygloucester,2021
Salem,2020-21,div3,salemcommunitycollege,2021
Schenectady County,2020-21,div3,schenectadycountycommunitycollege,2021
St. Cloud Tech,2020-21,div3,stcloudtechnicalcommunitycollege,2021
Suffolk County,2020-21,div3,suffolkcc,2021
SUNY Adirondack,2020-21,div3,sunyadirondack,2021
SUNY Broome,2020-21,div3,sunybroomecommunitycollege,2021
Surry,2020-21,div3,surrycommunitycollege,2021
Virginia Peninsula Community College,2020-21,div3,thomasnelsoncommunitycollege,2021
Tompkins Cortland,2020-21,div3,tompkinscortlandcommunitycollege,2021
Tyler,2020-21,div3,tylerjuniorcollege,2021
Union,2020-21,div3,unioncountycollege,2021
Minnesota North College - Vermilion,2020-21,div3,vermilioncommunitycollege,2021
Waubonsee,2020-21,div3,waubonseecommunitycollege,2021
Western Tech,2020-21,div3,westerntechnicalcollege,2021
Westmoreland,2020-21,div3,westmorelandcountycommunitycollege,2021
Abraham Baldwin,2021-22,div1,abrahambaldwinagriculturalcollege,2022
Allen County,2021-22,div1,allencountycommunitycollege,2022
Alvin,2021-22,div1,alvincommunitycollege,2022
Andrew,2021-22,div1,andrewcollege,2022
Angelina,2021-22,div1,angelinacollege,2022
Arizona Western,2021-22,div1,arizonawesterncollege,2022
ASA New York,2021-22,div1,asabrooklynavengers,2022
Barton,2021-22,div1,bartoncommunitycollege,2022
Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
Bevill State,2021-22,div1,bevillstatecommunitycollege,2022
Bishop State,2021-22,div1,bishopstatecommunitycollege,2022
Blinn,2021-22,div1,blinncollege,2022
Bossier Parish,2021-22,div1,bossierparishcommunitycollege,2022
Butler,2021-22,div1,butlercommunitycollegeks,2022
Calhoun,2021-22,div1,calhouncommunitycollege,2022
Central Alabama,2021-22,div1,centralalabamacommunitycollege,2022
Central Arizona,2021-22,div1,centralarizonacollege,2022
Chattahoochee Valley,2021-22,div1,chattahoocheevalleycommunitycollege,2022
Chattanooga State,2021-22,div1,chattanoogastatecommunitycollege,2022
Chipola,2021-22,div1,chipolacollege,2022
Cisco,2021-22,div1,ciscocollege,2022
Clarendon,2021-22,div1,clarendoncollege,2022
Cleveland State,2021-22,div1,clevelandstatecommunitycollege,2022
Cloud County,2021-22,div1,cloudcountycommunitycollege,2022
Coastal Alabama - Brewton,2021-22,div1,coastalalabamaeast,2022
Coastal Alabama - Monroeville,2021-22,div1,coastalalabamanorth,2022
Coastal Alabama - Bay Minette,2021-22,div1,coastalalabamasouth,2022
Coastal Bend,2021-22,div1,coastalbendcollege,2022
Cochise,2021-22,div1,cochisecollege,2022
Coffeyville,2021-22,div1,coffeyvillecommunitycollege,2022
Colby,2021-22,div1,colbycommunitycollege,2022
Central Florida,2021-22,div1,collegeofcentralflorida,2022
Southern Idaho,2021-22,div1,collegeofsouthernidaho,2022
Southern Nevada,2021-22,div1,collegeofsouthernnevada,2022
Colorado Northwestern,2021-22,div1,coloradonorthwesterncommunitycollege,2022
Columbia State,2021-22,div1,columbiastatecommunitycollege,2022
Community Christian (CA),2021-22,div1,communitychristiancollege,2022
Connors State,2021-22,div1,connorsstatecollege,2022
Cowley,2021-22,div1,cowleycountycommunitycollege,2022
Crowder,2021-22,div1,crowdercollege,2022
Daytona State,2021-22,div1,daytonastatecollege,2022
Delgado,2021-22,div1,delgadocommunitycollege,2022
Dodge City,2021-22,div1,dodgecitycommunitycollege,2022
Dyersburg State,2021-22,div1,dyersburgstatecommunitycollege,2022
Eastern Arizona,2021-22,div1,easternarizonacollege,2022
Eastern Florida State,2021-22,div1,easternfloridastatecollege,2022
Eastern Oklahoma State,2021-22,div1,easternoklahomastatecollege,2022
East Georgia State,2021-22,div1,eastgeorgiacollege,2022
El Paso,2021-22,div1,elpasocommunitycollege,2022
Enterprise State,2021-22,div1,enterprisestatecommunitycollege,2022
Florence-Darlington Tech,2021-22,div1,florencedarlingtontechnicalcollege,2022
Florida SouthWestern State,2021-22,div1,floridasouthwesternstatecollege,2022
Fort Scott,2021-22,div1,fortscottcommunitycollege,2022
Frank Phillips,2021-22,div1,frankphillipscollege,2022
Frontier,2021-22,div1,frontiercommunitycollege,2022
Galveston,2021-22,div1,galvestoncollege,2022
Garden City,2021-22,div1,gardencitycommunitycollege,2022
Georgia Highlands,2021-22,div1,georgiahighlandscollege,2022
Gordon State,2021-22,div1,gordonstatecollege,2022
Grayson,2021-22,div1,graysoncollege,2022
Gulf Coast State,2021-22,div1,gulfcoaststatecollege,2022
Hagerstown,2021-22,div1,hagerstowncommunitycollege,2022
Harford,2021-22,div1,harfordcommunitycollege,2022
Highland (KS),2021-22,div1,highlandcommunitycollegekansas,2022
Hill,2021-22,div1,hillcollege,2022
Hillsborough,2021-22,div1,hillsboroughcommunitycollege,2022
Howard (TX),2021-22,div1,howardcollege,2022
Hutchinson,2021-22,div1,hutchinsoncommunitycollege,2022
Indian Hills,2021-22,div1,indianhillscommunitycollege,2022
Indian River State,2021-22,div1,indianriverstatecollege,2022
Iowa Western,2021-22,div1,iowawesterncommunitycollege,2022
Jackson State,2021-22,div1,jacksonstatecommunitycollege,2022
Jefferson (MO),2021-22,div1,jeffersoncollege,2022
John A. Logan,2021-22,div1,johnalogancollege,2022
Johnson County,2021-22,div1,johnsoncountycommunitycollege,2022
Kansas City Kansas,2021-22,div1,kansascitykansascommunitycollege,2022
Kaskaskia,2021-22,div1,kaskaskiacollege,2022
Kishwaukee,2021-22,div1,kishwaukeecollege,2022
Labette,2021-22,div1,labettecommunitycollege,2022
Lake Land,2021-22,div1,lakelandcollege,2022
Lake-Sumter State,2021-22,div1,lakesumterstatecollege,2022
Lamar,2021-22,div1,lamarcommunitycollege,2022
Lawson State,2021-22,div1,lawsonstatecommunitycollege,2022
Lincoln Trail,2021-22,div1,lincolntrailcollege,2022
Louisburg,2021-22,div1,louisburgcollege,2022
Luna,2021-22,div1,lunacommunitycollege,2022
Lurleen B. Wallace,2021-22,div1,lurleenbwallacecommunitycollege,2022
Marion Military,2021-22,div1,marionmilitaryinstitute,2022
Marshalltown,2021-22,div1,marshalltowncc,2022
McCook,2021-22,div1,mccookcommunitycollege,2022
McLennan,2021-22,div1,mclennancommunitycollege,2022
Metropolitan,2021-22,div1,metropolitancommunitycollege,2022
Miami Dade,2021-22,div1,miamidadecollege,2022
Midland,2021-22,div1,midlandcollege,2022
Mineral Area,2021-22,div1,mineralareacollege,2022
Monroe College,2021-22,div1,monroecollege,2022
Motlow State,2021-22,div1,motlowstatecommunitycollege,2022
Navarro,2021-22,div1,navarrocollege,2022
Neosho County,2021-22,div1,neoshocountycommunitycollege,2022
New Mexico,2021-22,div1,newmexicojuniorcollege,2022
New Mexico Military,2021-22,div1,newmexicomilitaryinstitute,2022
North Central Texas,2021-22,div1,northcentraltexascollege,2022
Northeastern,2021-22,div1,northeasternjuniorcollege,2022
Northeastern Oklahoma A&M,2021-22,div1,northeasternoklahomaamcollege,2022
Northeast Texas,2021-22,div1,northeasttexascommunitycollege,2022
Northwest Florida State,2021-22,div1,northwestfloridastatecollege,2022
Nunez,2021-22,div1,nunezcommunitycollege,2022
Odessa,2021-22,div1,odessacollege,2022
Olive-Harvey,2021-22,div1,oliveharveycollege,2022
Olney Central,2021-22,div1,olneycentralcollege,2022
Otero,2021-22,div1,oterocollege,2022
Panola,2021-22,div1,panolacollege,2022
Paris,2021-22,div1,parisjuniorcollege,2022
Pensacola State,2021-22,div1,pensacolastatecollege,2022
Pima,2021-22,div1,pimacommunitycollege,2022
Polk State,2021-22,div1,polkstatecollege,2022
Pratt,2021-22,div1,prattcommunitycollege,2022
Ranger,2021-22,div1,rangercollege,2022
Rend Lake,2021-22,div1,rendlakecollege,2022
Roane State,2021-22,div1,roanestatecommunitycollege,2022
Rose State,2021-22,div1,rosestatecollege,2022
Salt Lake,2021-22,div1,saltlakecommunitycollege,2022
San Jacinto-North,2021-22,div1,sanjacintocollegenorth,2022
Santa Fe,2021-22,div1,santafecollege,2022
Seminole State (FL),2021-22,div1,seminolestatecollegeofflorida,2022
Seminole State (OK),2021-22,div1,seminolestatecollegeok,2022
Seward County,2021-22,div1,sewardcountycommunitycollege,2022
Shawnee,2021-22,div1,shawneecommunitycollege,2022
Shelton State,2021-22,div1,sheltonstatecommunitycollege,2022
Snead State,2021-22,div1,sneadstatecommunitycollege,2022
Southeast,2021-22,div1,southeastcommunitycollege,2022
Southeastern Illinois,2021-22,div1,southeasternillinoiscollege,2022
Southern Union State,2021-22,div1,southernunionstatecommunitycollege,2022
South Florida State,2021-22,div1,southfloridastatecollege,2022
South Georgia State,2021-22,div1,southgeorgiastatecollege,2022
South Mountain,2021-22,div1,southmountaincommunitycollege,2022
South Suburban,2021-22,div1,southsuburbancollege,2022
Southwestern,2021-22,div1,southwesterncommunitycollege,2022
Southwestern Illinois,2021-22,div1,southwesternillinoiscollege,2022
Southwest Tennessee,2021-22,div1,southwesttennesseecommunitycollege,2022
Spartanburg Methodist,2021-22,div1,spartanburgmethodist,2022
State College of Florida,2021-22,div1,statecollegeoffloridamanateesaraso,2022
State Fair,2021-22,div1,statefaircommunitycollege,2022
St. Charles,2021-22,div1,stcharlescommunitycollege,2022
St. Johns River State,2021-22,div1,stjohnsriverstatecollege,2022
St. Louis,2021-22,div1,stlouiscommunitycollege,2022
St. Petersburg,2021-22,div1,stpetersburgcollege,2022
Tallahassee,2021-22,div1,tallahasseecommunitycollege,2022
Temple,2021-22,div1,templecollege,2022
Three Rivers,2021-22,div1,threeriverscommunitycollegemo,2022
Trinidad State,2021-22,div1,trinidadstatecollege,2022
Triton,2021-22,div1,tritoncollege,2022
Tyler,2021-22,div1,tylerjuniorcollege,2022
USC Lancaster,2021-22,div1,usclancaster,2022
USC Salkehatchie,2021-22,div1,uscsalkehatchie,2022
USC Sumter,2021-22,div1,uscsumter,2022
USC Union,2021-22,div1,uscunion,2022
Utah State Eastern,2021-22,div1,utahstateeastern,2022
Vernon,2021-22,div1,vernoncollege,2022
Volunteer State,2021-22,div1,volunteerstatecommunitycollege,2022
Wabash Valley,2021-22,div1,wabashvalleycollege,2022
Wallace-Dothan,2021-22,div1,wallacecommunitycollegedothan,2022
Wallace-Selma,2021-22,div1,wallacecommunitycollegeselma,2022
Wallace State,2021-22,div1,wallacestatecommunitycollegehancevil,2022
Walters State,2021-22,div1,waltersstatecommunitycollege,2022
Weatherford,2021-22,div1,weatherfordcollege,2022
Western Nebraska,2021-22,div1,westernnebraskacommunitycollege,2022
Western Texas,2021-22,div1,westerntexascollege,2022
Wharton County,2021-22,div1,whartoncountyjuniorcollege,2022
Potomac State,2021-22,div1,wvupotomacstatecollege,2022
Yavapai,2021-22,div1,yavapaicollege,2022
Allegany Maryland,2021-22,div2,alleganycollegeofmaryland,2022
Marian-Ancilla,2021-22,div2,ancillacollege,2022
Anne Arundel,2021-22,div2,annearundelcommunitycollege,2022
ASA Miami,2021-22,div2,asacollegemiami,2022
Bay College,2021-22,div2,baycollege,2022
Bismarck State,2021-22,div2,bismarckstatecollege,2022
Black Hawk-Moline,2021-22,div2,blackhawkcollegemoline,2022
Brunswick,2021-22,div2,brunswickcommunitycollege,2022
Bryant & Stratton (VA),2021-22,div2,bryantstrattoncollegeva,2022
Bryant & Stratton College (WI),2021-22,div2,bryantstrattoncollegewi,2022
Bryant & Stratton (Ohio),2021-22,div2,bryantstrattonohio,2022
Camp,2021-22,div2,campcommunitycollege,2022
Carl Albert State,2021-22,div2,carlalbertstatecollege,2022
Carl Sandburg,2021-22,div2,carlsandburgcollege,2022
Catawba Valley,2021-22,div2,catawbavalleycommunitycollege,2022
CCBC Catonsville,2021-22,div2,ccbccatonsville,2022
CCBC Dundalk,2021-22,div2,ccbcdundalk,2022
CCBC Essex,2021-22,div2,ccbcessex,2022
Cecil,2021-22,div2,cecilcollege,2022
Chandler-Gilbert,2021-22,div2,chandlergilbertcommunitycollege,2022
Chesapeake,2021-22,div2,chesapeakecollege,2022
Clark State,2021-22,div2,clarkstatecollege,2022
Cleveland,2021-22,div2,clevelandcommunitycollege,2022
Coahoma,2021-22,div2,coahomacommunitycollege,2022
Lake County,2021-22,div2,collegeoflakecounty,2022
Southern Maryland,2021-22,div2,collegeofsouthernmaryland,2022
Copiah-Lincoln,2021-22,div2,copiahlincolncommunitycollege,2022
Morris,2021-22,div2,countycollegeofmorris,2022
Dakota,2021-22,div2,dakotacollegeatbottineau,2022
Dakota County Tech,2021-22,div2,dakotacountytechnicalcollege,2022
Danville Area,2021-22,div2,danvilleareacommunitycollege,2022
Dawson,2021-22,div2,dawsoncommunitycollege,2022
Delaware Tech,2021-22,div2,delawaretechnicalcommunitycollege,2022
Des Moines Area,2021-22,div2,desmoinesareacommunitycollege,2022
Dutchess,2021-22,div2,dutchesscommunitycollege,2022
East Central (MO),2021-22,div2,eastcentralcollege,2022
East Central (MS),2021-22,div2,eastcentralcommunitycollege,2022
East Mississippi,2021-22,div2,eastmississippicommunitycollege,2022
Edison State,2021-22,div2,edisoncommunitycollege,2022
Elgin,2021-22,div2,elgincommunitycollege,2022
Ellsworth,2021-22,div2,ellsworthcommunitycollege,2022
Fayetteville Tech,2021-22,div2,fayettevilletechnicalcommunitycollege,2022
Florida State Jacksonville,2021-22,div2,floridastatecollegeatjacksonville,2022
Frederick,2021-22,div2,frederickcommunitycollege,2022
Garrett,2021-22,div2,garrettcollege,2022
Gaston College,2021-22,div2,gastoncollege,2022
GateWay (AZ),2021-22,div2,gatewaycommunitycollegeaz,2022
Glendale,2021-22,div2,glendalecommunitycollege,2022
Glen Oaks,2021-22,div2,glenoakscommunitycollege,2022
Grand Rapids,2021-22,div2,grandrapidscommunitycollege,2022
Guilford Tech,2021-22,div2,guilfordtechnicalcommunitycollege,2022
Heartland,2021-22,div2,heartlandcommunitycollege,2022
Henry Ford,2021-22,div2,henryfordcollege,2022
Hesston,2021-22,div2,hesstoncollege,2022
Highland (IL),2021-22,div2,highlandcommunitycollegeillinois,2022
Hinds,2021-22,div2,hindscommunitycollege,2022
Hocking,2021-22,div2,hocking,2022
Holmes,2021-22,div2,holmescommunitycollege,2022
Illinois Central,2021-22,div2,illinoiscentralcollege,2022
Iowa Central,2021-22,div2,iowacentralcommunitycollege,2022
Iowa Lakes,2021-22,div2,iowalakescommunitycollege,2022
Itawamba,2021-22,div2,itawambacommunitycollege,2022
Ivy Tech Fort Wayne,2021-22,div2,ivytechcommunitycollegenortheast,2022
Jackson,2021-22,div2,jacksoncollege,2022
John Wood,2021-22,div2,johnwoodcommunitycollege,2022
Jones,2021-22,div2,jonescollege,2022
Kalamazoo Valley,2021-22,div2,kalamazoovalleycommunitycollege,2022
Kankakee,2021-22,div2,kankakeecommunitycollege,2022
Kellogg,2021-22,div2,kelloggcommunitycollege,2022
Kirkwood,2021-22,div2,kirkwoodcommunitycollege,2022
Lackawanna,2021-22,div2,lackawannacollege,2022
Lakeland,2021-22,div2,lakelandcommunitycollege,2022
Lake Michigan,2021-22,div2,lakemichigancollege,2022
Lake Region State,2021-22,div2,lakeregionstatecollegend,2022
Lansing,2021-22,div2,lansingcommunitycollege,2022
Lehigh Carbon,2021-22,div2,lehighcarboncommunitycollege,2022
Lenoir,2021-22,div2,lenoircommunitycollege,2022
Lewis & Clark,2021-22,div2,lewisclarkcommunitycollege,2022
Lincoln Land,2021-22,div2,lincolnlandcommunitycollege,2022
LSU Eunice,2021-22,div2,louisianastateuniversityeunice,2022
Macomb,2021-22,div2,macombcommunitycollege,2022
Madison,2021-22,div2,madisoncollege,2022
McHenry County,2021-22,div2,mchenrycountycollege,2022
Mercer County,2021-22,div2,mercercountycommunitycollege,2022
Meridian,2021-22,div2,meridiancommunitycollege,2022
Mesa,2021-22,div2,mesacommunitycollege,2022
Mid Michigan,2021-22,div2,midmichigancollege,2022
Miles,2021-22,div2,milescommunitycollege,2022
Mississippi Delta,2021-22,div2,mississippideltacommunitycollege,2022
Mississippi Gulf Coast,2021-22,div2,mississippigulfcoastcommunitycollege,2022
Monroe CC,2021-22,div2,monroecommunitycollege,2022
Montgomery,2021-22,div2,montgomerycollegemd,2022
Moraine Valley,2021-22,div2,morainevalleycommunitycollege,2022
Morton,2021-22,div2,mortoncollege,2022
Mott,2021-22,div2,mottcommunitycollege,2022
Murray State,2021-22,div2,murraystatecollege,2022
Muskegon,2021-22,div2,muskegoncommunitycollege,2022
National Park,2021-22,div2,nationalparkcollege,2022
North Central Missouri,2021-22,div2,northcentralmissouricollege,2022
Northeast,2021-22,div2,northeastcommunitycollege,2022
Northeast Mississippi,2021-22,div2,northeastmississippicommunitycollege,2022
Northern Oklahoma Enid,2021-22,div2,northernoklahomacollegeenid,2022
Northern Oklahoma Tonkawa,2021-22,div2,northernoklahomacollegetonkawa,2022
North Iowa Area,2021-22,div2,northiowaareacommunitycollege,2022
Northwest Mississippi,2021-22,div2,northwestmississippicommunitycollege,2022
Orange County,2021-22,div2,orangecountycommunitycollege,2022
Palm Beach State,2021-22,div2,palmbeachstatecollege,2022
Paradise Valley,2021-22,div2,paradisevalleycommunitycollege,2022
Parkland,2021-22,div2,parklandcollege,2022
Pasco-Hernando State,2021-22,div2,pascohernandostatecollege,2022
Patrick & Henry,2021-22,div2,patrickhenrycommunitycollege,2022
Pearl River,2021-22,div2,pearlrivercommunitycollege,2022
Phoenix,2021-22,div2,phoenixcollege,2022
Pitt,2021-22,div2,pittcommunitycollege,2022
Prairie State,2021-22,div2,prairiestatecollege,2022
Raritan Valley,2021-22,div2,raritanvalleycommunitycollege,2022
Redlands,2021-22,div2,redlandscommunitycollege,2022
Richard Bland,2021-22,div2,richardblandcollege,2022
Rockland,2021-22,div2,rocklandcommunitycollege,2022
Sauk Valley,2021-22,div2,saukvalleycommunitycollege,2022
Schoolcraft,2021-22,div2,schoolcraftcollege,2022
Scottsdale,2021-22,div2,scottsdalecommunitycollege,2022
South Arkansas,2021-22,div2,southarkansascommunitycollege,2022
Southeastern,2021-22,div2,southeasterncommunitycollege,2022
Southeastern-Whiteville,2021-22,div2,southeasterncommunitycollegewhitevill,2022
Southwest Mississippi,2021-22,div2,southwestmississippicommunitycollege,2022
Southwest Virginia,2021-22,div2,southwestvirginia,2022
Spoon River,2021-22,div2,spoonrivercollege,2022
St. Clair County,2021-22,div2,stclaircountycommunitycollege,2022
Sullivan County,2021-22,div2,sullivancountycommunitycollege,2022
Sussex County,2021-22,div2,sussexcountycommunitycollege,2022
UA Rich Mountain,2021-22,div2,uarichmountain,2022
Ulster County,2021-22,div2,ulstercountycommunitycollege,2022
UConn Avery Point,2021-22,div2,universityofconnecticutataverypoint,2022
Vincennes,2021-22,div2,vincennesuniversity,2022
Wake Tech,2021-22,div2,waketechnicalcommunitycollege,2022
Westchester,2021-22,div2,westchestercommunitycollege,2022
Western Oklahoma State,2021-22,div2,westernoklahomastatecollege,2022
Williston State,2021-22,div2,willistonstatecollege,2022
Anoka-Ramsey,2021-22,div3,anokaramseycommunitycollege,2022
Atlantic Cape,2021-22,div3,atlanticcapecommunitycollege,2022
Bergen,2021-22,div3,bergencommunitycollege,2022
Borough of Manhattan,2021-22,div3,boroughofmanhattancommunitycollege,2022
Bronx,2021-22,div3,bronxcommunitycollege,2022
Brookdale,2021-22,div3,brookdalecommunitycollege,2022
Dallas College - Brookhaven,2021-22,div3,brookhavencollege,2022
Butler County,2021-22,div3,butlercountycommunitycollegepa,2022
Caldwell Tech,2021-22,div3,caldwellcommunitycollegetechnicali,2022
Camden County,2021-22,div3,camdencountycollege,2022
Cayuga,2021-22,div3,cayugacommunitycollege,2022
CC of Allegheny County,2021-22,div3,ccofalleghenycounty,2022
Central Lakes,2021-22,div3,centrallakescollegebrainerd,2022
Century,2021-22,div3,centurycollege,2022
DuPage,2021-22,div3,collegeofdupage,2022
Columbia-Greene,2021-22,div3,columbiagreenecommunitycollege,2022
Rhode Island,2021-22,div3,communitycollegeofrhodeisland,2022
Corning,2021-22,div3,corningcommunitycollege,2022
Dallas College - Cedar Valley,2021-22,div3,dallascollegecedarvalley,2022
Dallas College - Eastfield,2021-22,div3,dallascollegeeastfield,2022
Dallas College - Mountain View,2021-22,div3,dallascollegemountainview,2022
Dallas College - North Lake,2021-22,div3,dallascollegenorthlake,2022
Delaware County,2021-22,div3,delawarecountycommunitycollege,2022
Delta,2021-22,div3,deltacollege,2022
Erie,2021-22,div3,eriecommunitycollege,2022
Finger Lakes,2021-22,div3,fingerlakescommunitycollege,2022
Fulton-Montgomery,2021-22,div3,fultonmontgomerycommunitycollege,2022
Genesee,2021-22,div3,geneseecommunitycollege,2022
Harper,2021-22,div3,harpercollege,2022
Herkimer,2021-22,div3,herkimercollege,2022
Minnesota North College - Hibbing,2021-22,div3,hibbingcommunitycollege,2022
Holyoke,2021-22,div3,holyokecommunitycollege,2022
Hudson Valley,2021-22,div3,hudsonvalleycommunitycollege,2022
Illinois Valley,2021-22,div3,illinoisvalleycommunitycollege,2022
Minnesota North College - Itasca,2021-22,div3,itascacommunitycollege,2022
Jamestown,2021-22,div3,jamestowncommunitycollege,2022
Jefferson (NY),2021-22,div3,jeffersoncommunitycollege,2022
Joliet,2021-22,div3,jolietjuniorcollege,2022
Kingsborough,2021-22,div3,kingsboroughcommunitycollege,2022
Lorain County,2021-22,div3,loraincountycommunitycollege,2022
Massasoit,2021-22,div3,massasoitcommunitycollege,2022
Minnesota North College - Mesabi Range,2021-22,div3,mesabirangectc,2022
Middlesex College,2021-22,div3,middlesexcountycollege,2022
Milwaukee Area Tech,2021-22,div3,milwaukeeareatechnicalcollege,2022
Minnesota State,2021-22,div3,minnesotastatecommunityandtechnical,2022
Minnesota West,2021-22,div3,minnesotawestcommunitytechnicalcol,2022
Mohawk Valley,2021-22,div3,mohawkvalleycommunitycollege,2022
Monroe College - Bronx,2021-22,div3,monroecollegebronx,2022
Montgomery County,2021-22,div3,montgomerycountycommunitycollegepa,2022
Nassau,2021-22,div3,nassaucommunitycollege,2022
Niagara County,2021-22,div3,niagaracountycommunitycollege,2022
Northampton,2021-22,div3,northamptoncommunitycollege,2022
North Arkansas,2021-22,div3,northarkansascollege,2022
North Dakota SCS,2021-22,div3,northdakotastatecollegeofscience,2022
Northern Essex,2021-22,div3,northernessexcommunitycollege,2022
Northland,2021-22,div3,northlandcommunitytechnicalcollege,2022
Oakton,2021-22,div3,oaktoncommunitycollege,2022
Ocean County,2021-22,div3,oceancountycollege,2022
Onondaga,2021-22,div3,onondagacommunitycollege,2022
Owens,2021-22,div3,owenscommunitycollege,2022
Prince George's,2021-22,div3,princegeorgescommunitycollege,2022
Queensborough,2021-22,div3,queensboroughcommunitycollege,2022
Quincy College,2021-22,div3,quincycollege,2022
Quinsigamond,2021-22,div3,quinsigamondcommunitycollege,2022
Minnesota North College - Rainy River,2021-22,div3,rainyrivercommunitycollege,2022
Dallas College - Richland,2021-22,div3,richlandcollege,2022
Ridgewater,2021-22,div3,ridgewatercollege,2022
Riverland,2021-22,div3,riverlandcommunitycollege,2022
Rochester,2021-22,div3,rochestercommunityandtechnicalcolleg,2022
Rockingham,2021-22,div3,rockinghamcommunitycollege,2022
Rock Valley,2021-22,div3,rockvalleycollege,2022
RCSJ Cumberland,2021-22,div3,rowancollegeofsouthjerseycumberland,2022
RCSJ Gloucester,2021-22,div3,rowancollegesouthjerseygloucester,2022
Salem,2021-22,div3,salemcommunitycollege,2022
Schenectady County,2021-22,div3,schenectadycountycommunitycollege,2022
St. Cloud Tech,2021-22,div3,stcloudtechnicalcommunitycollege,2022
Suffolk County,2021-22,div3,suffolkcc,2022
SUNY Adirondack,2021-22,div3,sunyadirondack,2022
SUNY Broome,2021-22,div3,sunybroomecommunitycollege,2022
Surry,2021-22,div3,surrycommunitycollege,2022
Terra State,2021-22,div3,terrastate,2022
