date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 7,away,Kansas Wesleyan JV,L,5-1,5,5,3,0,1,,,,0,1,,1,,,,,1,0,,,1,,4,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Feb 7,away,Kansas Wesleyan JV,W,17-11,17,17,6,3,3,,,,2,,,,,,,,3,0,,1,2,0.50,6,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Feb 15,home,vs. Pratt,W,6-5,6,6,5,1,0,,,,0,,1,,,,,,0,0,,,,,5,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Feb 15,home,vs. Pratt,W,2-0,2,2,3,0,0,,,,0,,,,,,,,0,0,,,,,3,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Feb 16,home,vs. Pratt,W,5-4,5,5,4,0,0,,,,0,1,1,,,,,,0,0,,,,,5,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Feb 21,away,North Arkansas,W,12-5,12,12,4,1,1,,,,2,,2,1,,1,,,1,0,,,,,5,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Feb 21,away,North Arkansas,L,6-5,6,6,2,0,0,,,,0,1,1,,,1,,,0,0,,,,,4,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Feb 22,away,North Arkansas,W,8-2,8,8,3,2,2,,,,1,,,,,1,1,,2,0,,,,,5,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Feb 25,away,Cloud County,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Feb 27,home,vs. Butler,L,10-0,10,10,2,0,0,,,,0,1,,,,,,,0,0,,,2,,3,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Feb 27,home,vs. Butler,L,11-0,11,11,3,0,0,,,,0,,1,,,,,,0,0,,2,,,3,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Feb 29,away,Butler,L,14-4,14,14,3,0,1,,,,1,,,,,,,,1,0,,2,,,3,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Feb 29,away,Butler,L,14-4,14,14,3,0,1,,,,1,,,,,,,,0,0,,2,,,2,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Feb 29,away,Butler,L,14-4,14,14,2,0,0,,,,0,,,,,,,,1,0,,2,,,3,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Feb 29,away,Butler,L,14-4,14,14,2,0,0,,,,0,,,,,,,,0,0,,2,,,2,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Mar 3,home,North Central Missouri,L,13-3,13,13,4,0,0,,,,0,,1,,,,,,0,0,,,,,4,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Mar 5,home,Coffeyville,L,12-4,12,12,3,0,0,,,,1,1,1,,,,,,0,0,1,,,,4,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Mar 5,home,Coffeyville,W,6-4,6,6,3,1,1,,,,0,,,,,,,1,1,0,,,,,4,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Mar 7,away,Coffeyville,W,19-7,19,19,4,1,2,,,,3,1,,1,,,,,2,0,,,,,5,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Mar 7,away,Coffeyville,L,8-3,8,8,2,2,1,,,,0,2,,,,,,,1,0,,,,,4,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Mar 10,away,Baker JV,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Mar 11,away,Cowley,L,7-6,7,7,1,1,1,,,,0,3,,,1,,,,1,0,,,,,4,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Mar 11,away,Cowley,L,12-1,12,12,4,0,1,,,,0,,3,,,,,,1,0,,,,,4,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Mar 12,away,Cowley,L,6-0,6,6,3,0,0,,,,0,,,,,,,,0,0,,,,,3,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Mar 12,away,Cowley,L,12-0,12,12,3,0,1,,,,0,,1,,,,,,1,0,,,,,3,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Mar 19,home,Labette,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Mar 19,home,Labette,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Mar 19,home,Labette,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Mar 19,home,Labette,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Mar 21,away,Labette,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Mar 21,away,Labette,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Mar 21,away,Labette,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Mar 21,away,Labette,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Mar 26,away,Fort Scott,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Mar 26,away,Fort Scott,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Mar 26,away,Fort Scott,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Mar 26,away,Fort Scott,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Mar 28,home,Fort Scott,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Mar 28,home,Fort Scott,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Mar 28,home,Fort Scott,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Mar 28,home,Fort Scott,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Mar 31,home,Cloud County,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Apr 2,home,Johnson County,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Apr 2,home,Johnson County,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Apr 2,home,Johnson County,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Apr 2,home,Johnson County,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Apr 4,away,Johnson County,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
Apr 4,away,Johnson County,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Highland (KS),highlandcommunitycollegekansas,nickschifftners9od,Nick Schifftner
