date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 28,home,Carl Albert State,L,10-5,10,5,5.0,win,20220128_g6cu,1,0,0,,,,0,3,,,,,,,0,0,,,,,4,2022,2021-22,div1,Panola,panolacollege,sawyersmith1l99,Sawyer Smith
Jan 29,home,Carl Albert State,W,5-4,5,4,1.0,win,20220129_sr43,3,1,1,1,,,0,,,,,,,,2,1,,,,,3,2022,2021-22,div1,Panola,panolacollege,sawyersmith1l99,Sawyer Smith
Jan 29,home,Carl Albert State,L,11-5,11,5,6.0,win,20220129_gqie,5,0,2,,,,2,,,,,,,,2,0,,,,,5,2022,2021-22,div1,Panola,panolacollege,sawyersmith1l99,Sawyer Smith
Feb 7,home,Northeastern Oklahoma A&M,W,4-2,4,2,2.0,win,20220207_xjot,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2022,2021-22,div1,Panola,panolacollege,sawyersmith1l99,Sawyer Smith
Feb 7,home,Northeastern Oklahoma A&M,L,4-3,4,3,1.0,win,20220207_awca,3,0,1,,,,0,,,,,,,,1,0,,,,,3,2022,2021-22,div1,Panola,panolacollege,sawyersmith1l99,Sawyer Smith
Feb 8,home,Northeastern Oklahoma A&M,L,3-2,3,2,1.0,win,20220208_vsz9,2,0,1,1,,,0,,1,,,,,,2,1,,,,,2,2022,2021-22,div1,Panola,panolacollege,sawyersmith1l99,Sawyer Smith
Feb 11,home,Coastal Bend,L,6-2,6,2,4.0,win,20220211_7q2p,3,0,1,1,,,0,,2,,,,,,2,1,,,,,3,2022,2021-22,div1,Panola,panolacollege,sawyersmith1l99,Sawyer Smith
Feb 14,home,Centenary College,W,9-1,9,1,8.0,win,20220214_icdc,4,0,2,,1,,3,,,,,,,,4,1,,,,,4,2022,2021-22,div1,Panola,panolacollege,sawyersmith1l99,Sawyer Smith
Feb 14,home,Centenary College,L,3-2,3,2,1.0,win,20220214_7119,3,0,0,,,,0,,1,,,,,,0,0,,,,,3,2022,2021-22,div1,Panola,panolacollege,sawyersmith1l99,Sawyer Smith
Feb 19,home,Navarro,W,2-1,2,1,1.0,win,20220219_3g6v,2,0,0,,,,0,,,,,,,,0,0,,,,,2,2022,2021-22,div1,Panola,panolacollege,sawyersmith1l99,Sawyer Smith
Feb 19,home,Navarro,W,10-8,10,8,2.0,win,20220219_l2ch,4,2,1,,,,0,1,2,,,,,,1,0,,,,,5,2022,2021-22,div1,Panola,panolacollege,sawyersmith1l99,Sawyer Smith
Feb 22,home,Bossier Parish,L,7-3,7,3,4.0,win,20220222_jb9u,3,1,1,,,,0,,1,,,,,,1,0,,,,,3,2022,2021-22,div1,Panola,panolacollege,sawyersmith1l99,Sawyer Smith
Feb 27,home,Tyler,L,6-0,6,0,6.0,win,20220227_k0sw,3,0,0,,,,0,,1,,,,,,0,0,,,,,3,2022,2021-22,div1,Panola,panolacollege,sawyersmith1l99,Sawyer Smith
Feb 27,home,Tyler,W,5-4,5,4,1.0,win,20220227_oo9j,1,1,1,,,,0,,,,,,,,1,0,,,,,1,2022,2021-22,div1,Panola,panolacollege,sawyersmith1l99,Sawyer Smith
Mar 1,home,Bossier Parish,W,8-3,8,3,5.0,win,20220301_yq7g,5,0,1,,,,0,,2,1,,,,,1,0,,,,,5,2022,2021-22,div1,Panola,panolacollege,sawyersmith1l99,Sawyer Smith
Mar 2,home,Northeast Texas,W,3-2,3,2,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Panola,panolacollege,sawyersmith1l99,Sawyer Smith
Mar 2,home,Northeast Texas,W,9-3,9,3,6.0,win,20220302_lbpe,5,1,1,,,1,1,,1,,,,,,4,1,,,,,5,2022,2021-22,div1,Panola,panolacollege,sawyersmith1l99,Sawyer Smith
Mar 5,home,Angelina,L,2-1,2,1,1.0,win,20220305_sgre,1,1,1,,,1,1,,,,,,,,4,1,,,,,1,2022,2021-22,div1,Panola,panolacollege,sawyersmith1l99,Sawyer Smith
Mar 5,home,Angelina,W,14-9,14,9,5.0,win,20220305_9w9n,6,1,3,2,,,2,,2,,,,,,5,2,,,,,6,2022,2021-22,div1,Panola,panolacollege,sawyersmith1l99,Sawyer Smith
Mar 12,home,Paris,L,5-4,5,4,1.0,win,20220312_qvf5,3,0,0,,,,0,,2,,,,,,0,0,,,,,3,2022,2021-22,div1,Panola,panolacollege,sawyersmith1l99,Sawyer Smith
Mar 12,home,Paris,W,13-5,13,5,8.0,win,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Panola,panolacollege,sawyersmith1l99,Sawyer Smith
Mar 14,home,LeTourneau,W,13-5,13,5,8.0,win,20220314_vwh4,4,1,1,,,,0,1,,,,,,,1,0,,,,,5,2022,2021-22,div1,Panola,panolacollege,sawyersmith1l99,Sawyer Smith
Mar 16,home,Navarro,L,16-8,16,8,8.0,win,20220316_hzkn,3,1,1,,,,1,1,1,,,,,,1,0,,,,,4,2022,2021-22,div1,Panola,panolacollege,sawyersmith1l99,Sawyer Smith
Mar 16,home,Navarro,W,9-1,9,1,8.0,win,20220316_wspm,4,1,1,,,,0,,1,,,,,,1,0,,,,,4,2022,2021-22,div1,Panola,panolacollege,sawyersmith1l99,Sawyer Smith
