date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 5,home,Ulster County,W,9-2,9,2,7.0,win,20130305_p0jd,5,1,3,,,,1,,,,,7.0,win,20130305_p0jd,,,,3,0,,2,,,5,2013,2012-13,div1,Monroe College,monroecollege,guillaumegingrasypu0,Guillaume Gingras
Mar 11,home,Sullivan County,W,4-3,4,3,1.0,win,20130311_qplf,4,1,1,,,,0,,1,,,1.0,win,20130311_qplf,,,,1,0,,,2,,4,2013,2012-13,div1,Monroe College,monroecollege,guillaumegingrasypu0,Guillaume Gingras
Mar 14,home,Lackawanna,W,3-0,3,0,3.0,win,20130314_180o,3,0,0,,,,0,,1,,,3.0,win,20130314_180o,,,,0,0,,1,,,3,2013,2012-13,div1,Monroe College,monroecollege,guillaumegingrasypu0,Guillaume Gingras
Mar 14,home,Genesee,L,8-6,8,6,2.0,win,20130314_8fci,4,0,3,,,,0,,,,,2.0,win,20130314_8fci,,,,3,0,,,1,,4,2013,2012-13,div1,Monroe College,monroecollege,guillaumegingrasypu0,Guillaume Gingras
Mar 15,home,Lackawanna,W,9-5,9,5,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2013,2012-13,div1,Monroe College,monroecollege,guillaumegingrasypu0,Guillaume Gingras
Mar 16,home,Mercer County,W,13-2,13,2,11.0,win,20130316_7gyx,5,1,3,,,,2,,1,1,,11.0,win,20130316_7gyx,,,,3,0,,,1,,5,2013,2012-13,div1,Monroe College,monroecollege,guillaumegingrasypu0,Guillaume Gingras
Mar 16,home,Garrett,L,5-4,5,4,1.0,win,20130316_rhjs,4,1,1,,,1,3,,,,,1.0,win,20130316_rhjs,,,,4,1,,2,1,2.00,4,2013,2012-13,div1,Monroe College,monroecollege,guillaumegingrasypu0,Guillaume Gingras
Mar 17,home,Mercer County,L,4-3,4,3,1.0,win,20130317_syu2,2,1,1,1,,,1,1,1,,,1.0,win,20130317_syu2,,,,2,1,,,,,3,2013,2012-13,div1,Monroe College,monroecollege,guillaumegingrasypu0,Guillaume Gingras
Mar 21,home,Queensborough,W,14-2,14,2,12.0,win,20130321_djy3,2,0,0,,,,0,,,,,12.0,win,20130321_djy3,,,,0,0,,,2,,2,2013,2012-13,div1,Monroe College,monroecollege,guillaumegingrasypu0,Guillaume Gingras
Mar 23,home,Lackawanna,W,3-1,3,1,2.0,win,20130323_515n,4,0,1,1,,,0,,1,,,2.0,win,20130323_515n,,,,2,1,,1,,,4,2013,2012-13,div1,Monroe College,monroecollege,guillaumegingrasypu0,Guillaume Gingras
Mar 26,home,Dutchess,W,13-7,13,7,6.0,win,20130326_p8vc,1,1,0,,,,0,2,,,,6.0,win,20130326_p8vc,,,,0,0,,1,,,3,2013,2012-13,div1,Monroe College,monroecollege,guillaumegingrasypu0,Guillaume Gingras
Mar 27,home,Lackawanna,L,5-1,5,1,4.0,win,20130327_nfve,4,0,0,,,,0,,,,,4.0,win,20130327_nfve,,,,0,0,,1,3,0.33,4,2013,2012-13,div1,Monroe College,monroecollege,guillaumegingrasypu0,Guillaume Gingras
