date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 17,home,Ellsworth,L,5-1,5,1,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,Marshalltown,marshalltowncommunitycollege,austingridleyl4qt,Austin Gridley
Mar 17,home,Ellsworth,L,12-6,12,6,6.0,win,20150317_z8tr,0,0,0,,,,0,,,,,6.0,win,20150317_z8tr,,,,0,0,,,,,0,2015,2014-15,div1,Marshalltown,marshalltowncommunitycollege,austingridleyl4qt,Austin Gridley
Mar 22,home,St. Cloud Tech,W,8-1,8,1,7.0,win,,,,,,,,,,,,,7.0,win,,,,,,,,,,,,2015,2014-15,div1,Marshalltown,marshalltowncommunitycollege,austingridleyl4qt,Austin Gridley
Mar 22,home,St. Cloud Tech,L,7-6,7,6,1.0,win,20150322_fpr5,0,0,0,,,,0,,,,,1.0,win,20150322_fpr5,,,,0,0,,,,,0,2015,2014-15,div1,Marshalltown,marshalltowncommunitycollege,austingridleyl4qt,Austin Gridley
Mar 28,home,Muscatine,L,8-1,8,1,7.0,win,,,,,,,,,,,,,7.0,win,,,,,,,,,,,,2015,2014-15,div1,Marshalltown,marshalltowncommunitycollege,austingridleyl4qt,Austin Gridley
Mar 28,home,Muscatine,W,11-3,11,3,8.0,win,,,,,,,,,,,,,8.0,win,,,,,,,,,,,,2015,2014-15,div1,Marshalltown,marshalltowncommunitycollege,austingridleyl4qt,Austin Gridley
Mar 29,home,Muscatine,W,7-1,7,1,6.0,win,20150329_j5x8,0,0,0,,,,0,,,,,6.0,win,20150329_j5x8,,,,0,0,,,,,0,2015,2014-15,div1,Marshalltown,marshalltowncommunitycollege,austingridleyl4qt,Austin Gridley
Mar 29,home,Muscatine,W,5-0,5,0,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2015,2014-15,div1,Marshalltown,marshalltowncommunitycollege,austingridleyl4qt,Austin Gridley
Apr 4,home,Indian Hills,L,7-6,7,6,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Marshalltown,marshalltowncommunitycollege,austingridleyl4qt,Austin Gridley
Apr 4,home,Indian Hills,L,14-0,14,0,14.0,win,,,,,,,,,,,,,14.0,win,,,,,,,,,,,,2015,2014-15,div1,Marshalltown,marshalltowncommunitycollege,austingridleyl4qt,Austin Gridley
Apr 5,home,Indian Hills,L,5-4,5,4,1.0,win,20150405_ihht,0,0,0,,,,0,,,,,1.0,win,20150405_ihht,,,,0,0,,,,,0,2015,2014-15,div1,Marshalltown,marshalltowncommunitycollege,austingridleyl4qt,Austin Gridley
Apr 5,home,Indian Hills,L,10-6,10,6,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,Marshalltown,marshalltowncommunitycollege,austingridleyl4qt,Austin Gridley
Apr 14,home,Iowa Central,W,6-5,6,5,1.0,win,20150414_j1og,2,1,0,,,,0,2,1,,,1.0,win,20150414_j1og,,,,0,0,,1,,,4,2015,2014-15,div1,Marshalltown,marshalltowncommunitycollege,austingridleyl4qt,Austin Gridley
Apr 21,home,Kirkwood,L,8-2,8,2,6.0,win,20150421_8jnr,0,0,0,,,,0,2,,,,6.0,win,20150421_8jnr,,,,0,0,,,,,2,2015,2014-15,div1,Marshalltown,marshalltowncommunitycollege,austingridleyl4qt,Austin Gridley
Apr 21,home,Kirkwood,L,12-4,12,4,8.0,win,20150421_fbw5,2,0,0,,,,0,,,,,8.0,win,20150421_fbw5,,,,0,0,,2,,,2,2015,2014-15,div1,Marshalltown,marshalltowncommunitycollege,austingridleyl4qt,Austin Gridley
Apr 26,home,Iowa Western,L,16-2,16,2,14.0,win,20150426_6t2j,0,0,0,,,,0,,,,,14.0,win,20150426_6t2j,,,,0,0,,,,,0,2015,2014-15,div1,Marshalltown,marshalltowncommunitycollege,austingridleyl4qt,Austin Gridley
Apr 26,home,Iowa Western,L,1-0,1,0,1.0,win,20150426_kqza,3,0,0,,,,0,,1,,,1.0,win,20150426_kqza,,,,0,0,,2,,,3,2015,2014-15,div1,Marshalltown,marshalltowncommunitycollege,austingridleyl4qt,Austin Gridley
Apr 27,home,Iowa Western,L,5-2,5,2,3.0,win,20150427_xkuf,3,1,1,,1,,0,,,,,3.0,win,20150427_xkuf,,,,3,1,,1,,,3,2015,2014-15,div1,Marshalltown,marshalltowncommunitycollege,austingridleyl4qt,Austin Gridley
Apr 27,home,Iowa Western,L,10-2,10,2,8.0,win,20150427_8ot5,3,0,0,,,,0,,1,,,8.0,win,20150427_8ot5,,,,0,0,,1,1,1.00,3,2015,2014-15,div1,Marshalltown,marshalltowncommunitycollege,austingridleyl4qt,Austin Gridley
Apr 29,home,Southwestern,W,7-3,7,3,4.0,win,20150429_i2k2,1,0,1,,,,0,,,,,4.0,win,20150429_i2k2,,,,1,0,,,,,1,2015,2014-15,div1,Marshalltown,marshalltowncommunitycollege,austingridleyl4qt,Austin Gridley
