date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 23,home,Galveston,W,6-3,6,3,3,win,20130223_ls2h,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2013,2012-13,div1,San Jacinto-North,sanjacintocollegenorth,claytonisherwoodksxe,Clayton Isherwood
Mar 2,home,Laredo,W,5-4,5,4,1,win,20130302_pclf,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2013,2012-13,div1,San Jacinto-North,sanjacintocollegenorth,claytonisherwoodksxe,Clayton Isherwood
Mar 8,home,Wharton County,W,12-3,12,3,9,win,20130308_oisn,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2013,2012-13,div1,San Jacinto-North,sanjacintocollegenorth,claytonisherwoodksxe,Clayton Isherwood
Mar 15,home,Blinn,W,5-4,5,4,1,win,20130315_470h,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2013,2012-13,div1,San Jacinto-North,sanjacintocollegenorth,claytonisherwoodksxe,Clayton Isherwood
Mar 19,home,Navarro,W,2-0,2,0,2,win,20130319_pmkr,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2013,2012-13,div1,San Jacinto-North,sanjacintocollegenorth,claytonisherwoodksxe,Clayton Isherwood
Apr 5,home,Galveston,W,8-4,8,4,4,win,20130405_90w6,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2013,2012-13,div1,San Jacinto-North,sanjacintocollegenorth,claytonisherwoodksxe,Clayton Isherwood
Apr 12,home,Laredo,W,3-1,3,1,2,win,20130412_iz7g,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2013,2012-13,div1,San Jacinto-North,sanjacintocollegenorth,claytonisherwoodksxe,Clayton Isherwood
Apr 20,home,Wharton County,W,3-0,3,0,3,win,20130420_mw6p,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2013,2012-13,div1,San Jacinto-North,sanjacintocollegenorth,claytonisherwoodksxe,Clayton Isherwood
Apr 27,home,Blinn,L,8-0,8,0,8,win,20130427_myqj,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2013,2012-13,div1,San Jacinto-North,sanjacintocollegenorth,claytonisherwoodksxe,Clayton Isherwood
May 4,home,Alvin,W,9-1,9,1,8,win,20130504_u5ni,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2013,2012-13,div1,San Jacinto-North,sanjacintocollegenorth,claytonisherwoodksxe,Clayton Isherwood
May 13,home,Navarro,L,15-13,15,13,2,win,20130513_mqzb,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2013,2012-13,div1,San Jacinto-North,sanjacintocollegenorth,claytonisherwoodksxe,Clayton Isherwood
