date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 28,home,East Georgia State,L,5-1,5,1,4.0,win,20170128_dxgk,3,1,1,,,,0,,,,,,,,1,0,,,,,3,2017,2016-17,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,jaysoncookeb1a,Jayson Cook
Jan 29,home,East Georgia State,W,12-2,12,2,10.0,win,20170129_k1c3,2,3,1,,,,0,2,,,,,,,1,0,,,,,4,2017,2016-17,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,jaysoncookeb1a,Jayson Cook
Jan 29,home,East Georgia State,W,6-4,6,4,2.0,win,20170129_pfz0,2,1,1,,,,0,,1,1,,1,,,1,0,,,,,3,2017,2016-17,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,jaysoncookeb1a,Jayson Cook
Feb 3,home,St. Johns River State,W,6-3,6,3,3.0,win,20170203_265t,5,0,0,,,,0,,,,,,,,0,0,,,,,5,2017,2016-17,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,jaysoncookeb1a,Jayson Cook
Feb 4,home,Andrew,W,11-4,11,4,7.0,win,20170204_2s27,3,1,0,,,,0,2,,2,,,,,0,0,,,,,5,2017,2016-17,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,jaysoncookeb1a,Jayson Cook
Feb 5,home,Gulf Coast State,W,10-6,10,6,4.0,win,20170205_swcd,4,2,1,,,,0,1,,1,,,,,1,0,,,,,5,2017,2016-17,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,jaysoncookeb1a,Jayson Cook
Feb 9,home,Central Alabama,W,11-7,11,7,4.0,win,20170209_oh57,4,1,2,,,,2,,,1,1,,,,2,0,,,,,4,2017,2016-17,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,jaysoncookeb1a,Jayson Cook
Feb 11,home,Andrew,W,2-0,2,0,2.0,win,20170211_bd31,4,0,1,,,,0,,,,,,,,1,0,,,,,4,2017,2016-17,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,jaysoncookeb1a,Jayson Cook
Feb 13,home,West Georgia Tech,W,17-2,17,2,15.0,win,20170213_rzgh,2,1,0,,,,0,1,,,,,,,0,0,,,,,3,2017,2016-17,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,jaysoncookeb1a,Jayson Cook
Feb 19,home,West Georgia Tech,W,11-1,11,1,10.0,win,20170219_g8kd,3,0,1,,,,1,,,1,,,1,,1,0,,,,,4,2017,2016-17,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,jaysoncookeb1a,Jayson Cook
Feb 20,home,Abraham Baldwin,W,7-0,7,0,7.0,win,20170220_bzl2,4,2,3,,,,0,,1,2,,,,,3,0,,,,,4,2017,2016-17,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,jaysoncookeb1a,Jayson Cook
Feb 21,home,Point University JV,W,6-1,6,1,5.0,win,20170221_5tjp,3,2,2,,,,0,1,,1,,,,,2,0,,,,,4,2017,2016-17,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,jaysoncookeb1a,Jayson Cook
Feb 24,home,Tallahassee,W,9-6,9,6,3.0,win,20170224_imdc,4,1,2,,,,0,,,1,,,,,2,0,,,,,4,2017,2016-17,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,jaysoncookeb1a,Jayson Cook
Feb 25,home,Tallahassee,L,9-6,9,6,3.0,win,20170225_jjkc,3,0,0,,,,0,1,1,,,,,,0,0,,,,,4,2017,2016-17,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,jaysoncookeb1a,Jayson Cook
Feb 26,home,Tallahassee,L,11-6,11,6,5.0,win,20170226_r73a,4,0,0,,,,0,,,,,,,,0,0,,,,,4,2017,2016-17,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,jaysoncookeb1a,Jayson Cook
Mar 2,home,Thomas University JV,W,8-4,8,4,4.0,win,20170302_lc20,4,1,2,,,,0,,1,,,1,,,2,0,,,,,5,2017,2016-17,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,jaysoncookeb1a,Jayson Cook
Mar 3,home,Gulf Coast State,W,7-3,7,3,4.0,win,20170303_jgnf,3,0,2,,,,0,,,,,,,1,2,0,,,,,4,2017,2016-17,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,jaysoncookeb1a,Jayson Cook
Mar 4,home,Northwest Florida State,L,1-0,1,0,1.0,win,20170304_wyug,2,0,0,,,,0,,,,,,,,0,0,,,,,2,2017,2016-17,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,jaysoncookeb1a,Jayson Cook
Mar 4,home,Gordon State,W,7-0,7,0,7.0,win,20170304_nfl6,2,0,0,,,,0,1,,,,,,1,0,0,,,,,4,2017,2016-17,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,jaysoncookeb1a,Jayson Cook
Mar 9,home,Enterprise State,W,3-2,3,2,1.0,win,20170309_4csz,4,0,1,,,,0,,,,,,,,1,0,,,,,4,2017,2016-17,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,jaysoncookeb1a,Jayson Cook
Mar 9,home,Enterprise State,W,9-5,9,5,4.0,win,20170309_sygi,2,0,0,,,,0,,,,,,,,0,0,,,,,2,2017,2016-17,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,jaysoncookeb1a,Jayson Cook
Mar 11,home,Enterprise State,W,14-2,14,2,12.0,win,20170311_3sf0,2,2,1,,,,2,2,1,,,,,,1,0,,,,,4,2017,2016-17,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,jaysoncookeb1a,Jayson Cook
Mar 11,home,Enterprise State,W,2-1,2,1,1.0,win,20170311_hm9p,4,0,0,,,,0,,1,,,,,,0,0,,,,,4,2017,2016-17,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,jaysoncookeb1a,Jayson Cook
Mar 16,home,Wallace-Selma,W,5-0,5,0,5.0,win,20170316_r8w7,2,2,2,,,,0,,,1,,1,,,2,0,,,,,3,2017,2016-17,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,jaysoncookeb1a,Jayson Cook
Mar 16,home,Wallace-Selma,L,5-4,5,4,1.0,win,20170316_0rm5,2,0,0,,,,0,2,,,,,,,0,0,,,,,4,2017,2016-17,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,jaysoncookeb1a,Jayson Cook
Mar 18,home,Wallace-Selma,L,3-0,3,0,3.0,win,20170318_3gdn,2,0,0,,,,0,,,,,,,,0,0,,,,,2,2017,2016-17,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,jaysoncookeb1a,Jayson Cook
