date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 31,home,vs. South Mountain,L,12-5,12,12,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,cadeperkinsux9m,Cade Perkins
Jan 31,home,vs. South Mountain,L,10-7,10,10,2,0,1,,,,0,1,1,,,,,,1,0,,,,,3,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,cadeperkinsux9m,Cade Perkins
Feb 1,home,vs. South Mountain,W,7-4,7,7,4,0,0,,,,0,,1,,,,,,0,0,,,,,4,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,cadeperkinsux9m,Cade Perkins
Feb 1,home,vs. South Mountain,W,14-13,14,14,4,3,3,2,,,0,,,,,,,,5,2,,,,,4,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,cadeperkinsux9m,Cade Perkins
Feb 7,away,GateWay (AZ),W,8-1,8,8,5,1,2,,2,,3,,1,,,,,,6,2,,,,,5,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,cadeperkinsux9m,Cade Perkins
Feb 8,home,vs. South Mountain,W,10-4,10,10,3,1,1,1,,,2,1,1,2,,,,,2,1,,,,,4,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,cadeperkinsux9m,Cade Perkins
Feb 8,home,vs. Central Arizona,W,9-2,9,9,4,0,1,,,,1,1,,1,,,,,1,0,,,,,5,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,cadeperkinsux9m,Cade Perkins
Feb 9,home,vs. Yavapai,L,11-3,11,11,3,0,1,,,,0,2,1,,,,,,1,0,,,,,5,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,cadeperkinsux9m,Cade Perkins
Feb 14,home,vs. Okanagan College,W,4-1,4,4,4,3,3,1,,1,1,,,,,,,,7,2,,,1,,4,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,cadeperkinsux9m,Cade Perkins
Feb 14,home,vs. Prairie Baseball Academy,W,14-4,14,14,2,2,0,,,,0,2,,,,,,,0,0,,1,1,1.00,4,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,cadeperkinsux9m,Cade Perkins
