date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 18  #,home,Ed Waters College,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,collinweghorst0ipo,Collin Weghorst
Jan 19  #,home,Ed Waters College,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,collinweghorst0ipo,Collin Weghorst
Jan 25,away,Daytona State,W,10-8,10,10,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,collinweghorst0ipo,Collin Weghorst
Jan 26,home,Daytona State,L,7-3,7,7,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,collinweghorst0ipo,Collin Weghorst
Jan 30,home,Thomas University JV,W,20-6,20,20,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,collinweghorst0ipo,Collin Weghorst
Jan 30,home,Thomas University JV,W,10-3,10,10,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,collinweghorst0ipo,Collin Weghorst
Feb 1,home,St. Petersburg,W,6-2,6,6,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,collinweghorst0ipo,Collin Weghorst
Feb 1,home,St. Petersburg,L,10-4,10,10,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,collinweghorst0ipo,Collin Weghorst
Feb 2,home,St. Petersburg,W,7-6,7,7,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,collinweghorst0ipo,Collin Weghorst
Feb 4,away,South Georgia State,L,10-2,10,10,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,collinweghorst0ipo,Collin Weghorst
Feb 7,home,South Georgia State,L,6-3,6,6,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,collinweghorst0ipo,Collin Weghorst
Feb 9,away,Abraham Baldwin,L,6-5,6,6,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,collinweghorst0ipo,Collin Weghorst
Feb 9,away,Abraham Baldwin,L,9-8,9,9,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,collinweghorst0ipo,Collin Weghorst
Feb 15,home,Eastern Florida State,W,3-0,3,3,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,collinweghorst0ipo,Collin Weghorst
Feb 16,home,Palm Beach State,W,4-1,4,4,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,collinweghorst0ipo,Collin Weghorst
Feb 16,home,Palm Beach State,L,9-3,9,9,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,collinweghorst0ipo,Collin Weghorst
Feb 18,home,Abraham Baldwin,W,11-2,11,11,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,collinweghorst0ipo,Collin Weghorst
Feb 21,home,Tallahassee,L,12-9,12,12,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,collinweghorst0ipo,Collin Weghorst
Feb 22,away,USC Sumter,L,2-1,2,2,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,collinweghorst0ipo,Collin Weghorst
Feb 23,away,USC Sumter,W,7-6,7,7,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,collinweghorst0ipo,Collin Weghorst
Feb 23,home,vs. Walters State,L,4-3,4,4,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,collinweghorst0ipo,Collin Weghorst
Feb 26,away,Tallahassee,L,3-2,3,3,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,collinweghorst0ipo,Collin Weghorst
Mar 1,home,Pensacola State,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,collinweghorst0ipo,Collin Weghorst
Mar 1,home,Pensacola State,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,collinweghorst0ipo,Collin Weghorst
Mar 1,home,Pensacola State,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,collinweghorst0ipo,Collin Weghorst
Mar 1,home,Pensacola State,,,,,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,collinweghorst0ipo,Collin Weghorst
Mar 8,home,Central Florida,L,10-5,10,10,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,collinweghorst0ipo,Collin Weghorst
