date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 26,home,Northwest Florida State,L,14-2,14,14,3,0,1,,,,0,1,1,,,,,,1,0,,,,,4,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
Jan 27,away,Palm Beach State,L,3-1,3,3,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
Jan 27,away,Palm Beach State,L,1-0,1,1,4,0,0,,,,0,,2,,,,,,0,0,,,,,4,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
Jan 31,away,Eastern Florida State,L,2-1,2,2,4,0,0,,,,0,,4,,,,,,0,0,,,,,4,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
Feb 2,away,Pasco-Hernando State,W,13-10,13,13,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
Feb 3,away,Hillsborough,L,2-1,2,2,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
Feb 3,away,Hillsborough,W,5-4,5,5,2,0,1,,,,1,,,,,,,,1,0,,,,,2,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
Feb 5,home,Polk State,W,16-2,16,16,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
Feb 7,away,Polk State,L,6-5,6,6,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
Feb 9,away,Indian River State,W,5-4,5,5,4,1,2,,,,0,,1,,,,,,2,0,,,,,4,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
Feb 10,home,ASA Miami,W,7-5,7,7,1,1,0,,,,0,2,,,,,,,0,0,,,,,3,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
Feb 10,home,ASA Miami,W,4-1,4,4,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
Feb 12,away,South Florida State,L,7-6,7,7,4,1,1,,,,0,,,,,,,,1,0,,,,,4,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
Feb 14,home,South Florida State,L,6-3,6,6,2,0,0,,,,0,,,,,,,,0,0,,,,,2,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
Feb 15,home,Indian River State,W,1-0,1,1,4,0,2,1,,,0,,2,,,,,,3,1,,,,,4,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
Feb 17,home,CCBC Catonsville,W,7-6,7,7,3,0,0,,,,0,,,,,,,,0,0,,,,,3,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
Feb 17,home,CCBC Catonsville,W,9-2,9,9,3,1,1,,,,2,,,,,1,,,1,0,,,,,4,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
Feb 19,home,Hillsborough,W,11-9,11,11,3,2,1,,,,0,1,1,1,,,,,1,0,,,,,4,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
Feb 21,home,St. Petersburg,L,10-6,10,10,3,0,0,,,,0,,1,1,,1,,,0,0,,,,,4,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
Feb 23,away,St. Petersburg,W,17-4,17,17,5,2,1,,,,1,1,,1,,,,,1,0,,,,,6,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
Feb 24,home,Palm Beach State,W,7-2,7,7,1,1,0,,,,0,1,,,,,,1,0,0,,,,,3,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
Feb 24,home,Palm Beach State,L,8-4,8,8,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
Feb 28,home,TNXL Academy,W,10-3,10,10,2,0,2,,,,0,,,,,,,,2,0,,,,,2,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
Mar 3,home,St. Johns River State,L,6-1,6,6,4,0,0,,,,1,,,,,,,,0,0,,,,,4,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
Mar 5,away,St. Johns River State,L,8-7,8,8,2,0,1,,,,0,,1,,,,,,1,0,,,,,2,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
Mar 7,home,St. Johns River State,L,8-1,8,8,3,0,1,1,,,0,,,,,,,,2,1,,,,,3,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
Mar 9,away,Central Florida,L,9-7,9,9,3,0,0,,,,0,,,,,1,,,0,0,,,,,4,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
Mar 10,home,Central Florida,L,11-1,11,11,2,1,0,,,,0,,,,,,,,0,0,,,,,2,2018,2017-18,div1,Seminole State (FL),seminolestatecollegeofflorida,tracethornal6qp0,Trace Thornal
