date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 22  #,home,Bryan College,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Jan 30  #,home,Lee University,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Feb 9,away,Wallace State,L,6-5,6,6,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Feb 12,home,Vincennes,W,7-4,7,7,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Feb 12,home,Vincennes,W,4-1,4,4,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Feb 13,home,Vincennes,W,6-5,6,6,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Feb 15,away,Georgia Highlands,L,7-1,7,7,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Feb 18,home,vs. Heartland,W,7-5,7,7,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Feb 18,home,vs. Iowa Central,L,4-1,4,4,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Feb 19,home,vs. Southwestern Illinois,W,9-1,9,9,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Feb 19,home,vs. East Mississippi,L,5-3,5,5,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Feb 22,away,Maryville (Tenn.),W,10-2,10,10,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Feb 22,away,Maryville (Tenn.),W,10-1,10,10,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Feb 26,home,Edison State,W,10-0,10,10,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Feb 26,home,Edison State,W,8-3,8,8,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Mar 2,home,Maryville (Tenn.),W,14-4,14,14,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Mar 2,home,Maryville (Tenn.),W,17-7,17,17,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Mar 4,away,Dyersburg State,L,4-2,4,4,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Mar 5,away,Dyersburg State,L,9-2,9,9,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Mar 5,away,Dyersburg State,L,3-2,3,3,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Mar 9,home,BCA,W,12-2,12,12,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Mar 9,home,BCA,W,8-2,8,8,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Mar 11,home,Jackson State,W,4-2,4,4,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Mar 11,home,Jackson State,W,4-1,4,4,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Mar 12,home,Jackson State,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Mar 15,away,Georgia Highlands,L,14-4,14,14,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Mar 19,away,Roane State,W,5-3,5,5,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Mar 19,away,Roane State,W,11-4,11,11,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Mar 20,away,Roane State,W,7-0,7,7,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Mar 23,away,University of the Cumberlands JV,L,7-4,7,7,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Mar 23,away,University of the Cumberlands JV,W,10-6,10,10,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Mar 25,home,Motlow State,L,13-2,13,13,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Mar 26,home,Motlow State,L,11-8,11,11,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Mar 26,home,Motlow State,W,4-3,4,4,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Mar 28,away,Carson-Newman University,W,6-5,6,6,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Apr 1,home,Chattanooga State,L,6-5,6,6,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Apr 2,home,Chattanooga State,L,3-1,3,3,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Apr 2,home,Chattanooga State,L,18-8,18,18,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Apr 6,home,Wallace State,L,11-8,11,11,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Apr 8,away,Columbia State,L,10-3,10,10,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
Apr 9,away,Columbia State,W,3-2,3,3,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cleveland State,clevelandstatecommunitycollege,daytonwisleypde9,Dayton Wisley
