date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Nov 3  #,home,ASA Miami,,,,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Broward,browardcollege,zachursoqjdt,Zach Urso
Nov 4  #,home,ASA Miami,,,,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Broward,browardcollege,zachursoqjdt,Zach Urso
Jan 27,home,Florida Memorial University,W,3-2,3,3,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Broward,browardcollege,zachursoqjdt,Zach Urso
Jan 27,home,Florida Memorial University,W,4-2,4,4,1,0,0,,,,0,1,1,,,,,,0,0,,,,,2,2018,2017-18,div1,Broward,browardcollege,zachursoqjdt,Zach Urso
Jan 28,away,Polk State,W,14-1,14,14,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Broward,browardcollege,zachursoqjdt,Zach Urso
Jan 30,home,Polk State,W,10-2,10,10,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Broward,browardcollege,zachursoqjdt,Zach Urso
Feb 2,home,ASA Miami,W,9-1,9,9,2,0,0,,,,0,,1,,,,,,0,0,,,,,2,2018,2017-18,div1,Broward,browardcollege,zachursoqjdt,Zach Urso
Feb 3,home,ASA Miami,W,9-1,9,9,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Broward,browardcollege,zachursoqjdt,Zach Urso
Feb 5,home,Florida SouthWestern State,W,8-3,8,8,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2018,2017-18,div1,Broward,browardcollege,zachursoqjdt,Zach Urso
Feb 6,home,State College of Florida,W,10-1,10,10,4,1,2,,,,0,,1,1,,,,1,2,0,,,,,5,2018,2017-18,div1,Broward,browardcollege,zachursoqjdt,Zach Urso
Feb 7,away,Florida SouthWestern State,W,10-8,10,10,1,1,1,,,,0,,,,,,,,1,0,,,,,1,2018,2017-18,div1,Broward,browardcollege,zachursoqjdt,Zach Urso
