date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 29,home,Wharton County,L,9-3,9,3,6.0,win,20210129_o9u3,2,1,0,,,,0,1,1,,,,,,0,0,,,,,3,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Jan 30,home,Wharton County,L,3-1,3,1,2.0,win,20210130_x2g6,3,0,1,,,,0,,1,2,,,,,1,0,,,,,3,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Jan 30,home,Wharton County,W,7-3,7,3,4.0,win,20210130_ymey,4,1,2,,,,0,1,1,,,,,,2,0,,,,,5,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Feb 6,home,Hill,L,8-5,8,5,3.0,win,20210206_16m4,4,2,3,2,,1,4,,1,,,,,,8,3,,,,,4,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Feb 6,home,Hill,L,15-11,15,11,4.0,win,20210206_si6w,3,3,1,,,1,2,1,2,1,,1,,,4,1,,,,,5,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Feb 23,home,Baton Rouge,,,,,4.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Feb 24,home,Paris,W,15-5,15,5,10.0,win,20210224_5att,4,3,1,,,,0,2,1,1,,,,,1,0,,,,,6,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Feb 24,home,Paris,W,15-13,15,13,2.0,win,20210224_l82p,7,0,1,1,,,0,,3,,,,,,2,1,,,,,7,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Feb 25,home,Tyler,L,13-2,13,2,11.0,win,20210225_ybhc,3,0,0,,,,0,,2,,,,,,0,0,,,,,3,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Feb 28,home,Tyler,L,18-10,18,10,8.0,win,20210228_s21e,4,3,2,,,,0,2,,3,,,,,2,0,,,,,6,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Feb 28,home,Tyler,,,,,8.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Mar 3,home,Centenary College JV,W,7-1,7,1,6.0,win,20210303_yct8,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,0,,,4,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Mar 3,home,Centenary College JV,W,3-2,3,2,1.0,win,20210303_z7az,3,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,,0,,,4,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Mar 5,home,Navarro,L,8-0,8,0,8.0,win,20210305_ta42,4,0,1,,,,0,,,,,,,,1,0,,,,,4,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Mar 6,home,Navarro,L,10-0,10,0,10.0,win,20210306_da80,1,0,0,,,,0,1,,,,,,,0,0,,,,,2,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Mar 6,home,Navarro,L,14-6,14,6,8.0,win,20210306_e8s3,4,2,2,,,,0,,1,,,,,,2,0,,,,,4,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Mar 11,home,Northeast Texas,W,10-9,10,9,1.0,win,20210311_8048,4,1,2,,,,0,,1,,,,,1,2,0,,,,,5,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Mar 13,home,Northeast Texas,W,9-7,9,7,2.0,win,20210313_27yo,3,1,1,1,,,2,1,,1,,,,,2,1,,,,,4,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Mar 13,home,Northeast Texas,L,11-3,11,3,8.0,win,20210313_ptq9,3,1,1,,,,0,1,,,,,,,1,0,1,,,,4,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Mar 16,home,Baton Rouge,L,14-3,14,3,11.0,win,20210316_t10a,2,0,0,,,,0,1,1,,,,,,0,0,,,,,3,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Mar 18,home,Panola,W,8-2,8,2,6.0,win,20210318_xqjm,2,2,2,,,,0,3,,1,,,,,2,0,,,,,5,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Mar 19,home,Champion Christian College,W,5-4,5,4,1.0,win,20210319_enks,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,,3,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Mar 19,home,Champion Christian College,W,10-2,10,2,8.0,win,20210319_y2qy,3,2,1,1,0,0,0,1,1,0,0,0,0,0,2,1,,0,,,4,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Mar 20,home,Panola,L,12-1,12,1,11.0,win,20210320_lgjm,3,0,1,1,,,1,,,,,,,,2,1,1,,,,3,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Mar 20,home,Panola,W,5-2,5,2,3.0,win,20210320_4wni,3,0,0,,,,1,1,,1,,,1,,0,0,,,,,5,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Mar 23,home,Delgado,,,,,3.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Mar 26,home,Paris,L,6-5,6,5,1.0,win,20210326_yb86,2,1,0,,,,1,1,1,1,,,1,,0,0,,,,,4,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Mar 26,home,Paris,L,11-2,11,2,9.0,win,20210326_to8o,4,0,1,,,,0,,1,,,,,,1,0,,,,,4,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Mar 29,home,Paris,W,5-4,5,4,1.0,win,20210329_d2rx,4,0,1,,,,0,,,,1,,,,1,0,,,,,4,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Mar 29,home,Paris,W,12-11,12,11,1.0,win,20210329_8t80,5,1,2,,1,,1,1,,1,,,,,4,1,,,,,6,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Mar 30,home,Champion Christian College,,,,,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Mar 30,home,Champion Christian College,,,,,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Mar 30,home,Champion Christian College,,,,,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Mar 30,home,Champion Christian College,,,,,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Apr 5,home,Henderson State JV,W,7-3,7,3,4.0,win,20210405_vc28,3,1,2,0,0,0,2,1,0,1,0,0,0,0,2,0,,0,,,4,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Apr 5,home,Henderson State JV,L,5-3,5,3,2.0,win,20210405_klu6,2,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,,0,,,4,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Apr 8,home,Tyler,L,6-2,6,2,4.0,win,20210408_v1ut,2,1,1,,,,0,2,1,1,,,,,1,0,,,,,4,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Apr 8,home,Tyler,L,13-0,13,0,13.0,win,20210408_30yn,3,0,1,,,,0,,,,,,,,1,0,,,,,3,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Apr 10,home,Tyler,W,10-7,10,7,3.0,win,20210410_0tnb,6,0,0,,,,2,,,,,,,,0,0,,,,,6,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Apr 10,home,Tyler,L,5-4,5,4,1.0,win,20210410_mwfg,4,0,2,,,,2,,1,1,1,,,,2,0,,,,,4,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Apr 15,home,Navarro,,,,,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Apr 19,home,Henderson State JV,W,13-2,13,2,11.0,win,20210419_iyje,4,1,1,1,0,0,2,1,1,0,0,0,0,0,2,1,,0,,,5,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Apr 19,home,Henderson State JV,,,,,11.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Apr 20,home,Navarro,,,,,11.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Apr 20,home,Navarro,,,,,11.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Apr 20,home,Navarro,,,,,11.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Apr 20,home,Navarro,,,,,11.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Apr 22,home,Northeast Texas,W,5-2,5,2,3.0,win,20210422_13mc,4,2,1,,,,0,1,,1,,,,,1,0,,,,,5,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Apr 25,home,Northeast Texas,L,7-6,7,6,1.0,win,20210425_0aqu,4,1,2,,,,0,,,,,,,,2,0,,,,,4,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Apr 25,home,Northeast Texas,L,7-4,7,4,3.0,win,20210425_i2qx,5,2,4,1,,,0,,,,1,,,,5,1,,,,,5,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Apr 27,home,UA Rich Mountain,W,11-0,11,0,11.0,win,20210427_7xpb,2,0,0,,,,0,2,1,,1,,,,0,0,,,,,4,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
Apr 29,home,Panola,W,7-5,7,5,2.0,win,20210429_3kb6,3,1,0,,,,0,2,1,1,,,,,0,0,,,,,5,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
May 1,home,Panola,,,,,2.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Bossier Parish,bossierparishcommunitycollege,garrettfelixpqlx,Garrett Felix
