date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Sep 10  #,home,Rend Lake Community College,,,,,,,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2018,2017-18,div1,Fort Scott,fortscottcommunitycollege,owenwilsoneief,Owen Wilson
Sep 14  #,home,Evangel University,,,,,,,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2018,2017-18,div1,Fort Scott,fortscottcommunitycollege,owenwilsoneief,Owen Wilson
Mar 1,home,Independence,W,10-6,10,6,4,win,20180301_vwbh,3,2,2,,,1,2,,,1,,4.0,win,20180301_vwbh,1,,,5,1,,,,,4,2018,2017-18,div1,Fort Scott,fortscottcommunitycollege,owenwilsoneief,Owen Wilson
Mar 1,home,Independence,W,13-3,13,3,10,win,20180301_k8rn,2,1,1,1,,,1,,,,,10.0,win,20180301_k8rn,,,,2,1,,,,,2,2018,2017-18,div1,Fort Scott,fortscottcommunitycollege,owenwilsoneief,Owen Wilson
Mar 5,home,Baker University JV,W,10-0,10,0,10,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2018,2017-18,div1,Fort Scott,fortscottcommunitycollege,owenwilsoneief,Owen Wilson
Mar 5,home,Baker University JV,W,12-0,12,0,12,win,20180305_618g,2,1,1,,,,0,1,,,,12.0,win,20180305_618g,1,,,1,0,,,,,4,2018,2017-18,div1,Fort Scott,fortscottcommunitycollege,owenwilsoneief,Owen Wilson
Mar 8,home,Labette,W,9-1,9,1,8,win,20180308_a0c7,3,2,1,,,,1,1,,,,8.0,win,20180308_a0c7,,,,1,0,,,,,4,2018,2017-18,div1,Fort Scott,fortscottcommunitycollege,owenwilsoneief,Owen Wilson
Mar 8,home,Labette,L,18-2,18,2,16,win,20180308_arur,4,0,1,,,,0,,,,,16.0,win,20180308_arur,,,,1,0,,,,,4,2018,2017-18,div1,Fort Scott,fortscottcommunitycollege,owenwilsoneief,Owen Wilson
Mar 17,home,Highland (KS),W,12-1,12,1,11,win,20180317_uxb1,1,3,1,,,1,2,2,,1,,11.0,win,20180317_uxb1,,,1,4,1,,,,,4,2018,2017-18,div1,Fort Scott,fortscottcommunitycollege,owenwilsoneief,Owen Wilson
Mar 17,home,Highland (KS),W,16-7,16,7,9,win,20180317_bpd6,5,0,0,,,,1,,1,,,9.0,win,20180317_bpd6,,,,0,0,,,,,5,2018,2017-18,div1,Fort Scott,fortscottcommunitycollege,owenwilsoneief,Owen Wilson
Mar 22,home,Allen County,W,9-4,9,4,5,win,20180322_aoth,4,2,3,,,,2,,,1,,5.0,win,20180322_aoth,,,,3,0,,,,,4,2018,2017-18,div1,Fort Scott,fortscottcommunitycollege,owenwilsoneief,Owen Wilson
Mar 22,home,Allen County,W,11-3,11,3,8,win,20180322_5wys,4,0,0,,,,0,,2,2,,8.0,win,20180322_5wys,1,,,0,0,,,,,5,2018,2017-18,div1,Fort Scott,fortscottcommunitycollege,owenwilsoneief,Owen Wilson
Mar 31,home,Neosho County,W,9-2,9,2,7,win,20180331_5u3u,2,2,1,1,,,0,1,1,,,7.0,win,20180331_5u3u,,,,2,1,,,,,3,2018,2017-18,div1,Fort Scott,fortscottcommunitycollege,owenwilsoneief,Owen Wilson
Mar 31,home,Neosho County,W,13-1,13,1,12,win,20180331_kpv7,4,1,1,,,,1,,1,,,12.0,win,20180331_kpv7,,,,1,0,,,,,4,2018,2017-18,div1,Fort Scott,fortscottcommunitycollege,owenwilsoneief,Owen Wilson
Apr 7,home,Kansas City Kansas,W,7-6,7,6,1,win,20180407_38cd,4,1,3,1,3,,3,,,,,1.0,win,20180407_38cd,,,,10,4,,,,,4,2018,2017-18,div1,Fort Scott,fortscottcommunitycollege,owenwilsoneief,Owen Wilson
Apr 7,home,Kansas City Kansas,W,15-13,15,13,2,win,20180407_1wap,5,2,1,1,,,3,1,1,1,,2.0,win,20180407_1wap,,,,2,1,,,,,6,2018,2017-18,div1,Fort Scott,fortscottcommunitycollege,owenwilsoneief,Owen Wilson
Apr 10,home,Crowder,L,16-1,16,1,15,win,20180410_9uya,4,0,1,1,,,1,,1,,,15.0,win,20180410_9uya,,,,2,1,,,,,4,2018,2017-18,div1,Fort Scott,fortscottcommunitycollege,owenwilsoneief,Owen Wilson
Apr 12,home,Johnson County,L,19-2,19,2,17,win,20180412_xwju,3,0,1,,,,0,,1,,,17.0,win,20180412_xwju,,,,1,0,,,1,,3,2018,2017-18,div1,Fort Scott,fortscottcommunitycollege,owenwilsoneief,Owen Wilson
Apr 12,home,Johnson County,W,10-9,10,9,1,win,20180412_wu99,4,1,1,,,,0,,,,,1.0,win,20180412_wu99,,,1,1,0,,,,,5,2018,2017-18,div1,Fort Scott,fortscottcommunitycollege,owenwilsoneief,Owen Wilson
Apr 19,home,Cowley,W,5-1,5,1,4,win,20180419_jhb5,4,1,1,,,,0,,1,,,4.0,win,20180419_jhb5,,,,1,0,,,,,4,2018,2017-18,div1,Fort Scott,fortscottcommunitycollege,owenwilsoneief,Owen Wilson
Apr 19,home,Cowley,L,18-5,18,5,13,win,20180419_x4gd,2,0,1,,,,0,,1,,,13.0,win,20180419_x4gd,,,,1,0,,,,,2,2018,2017-18,div1,Fort Scott,fortscottcommunitycollege,owenwilsoneief,Owen Wilson
Apr 28,home,Coffeyville,W,12-8,12,8,4,win,20180428_u9te,4,2,2,,,1,5,,1,1,,4.0,win,20180428_u9te,,,,5,1,,,,,4,2018,2017-18,div1,Fort Scott,fortscottcommunitycollege,owenwilsoneief,Owen Wilson
Apr 28,home,Coffeyville,W,10-8,10,8,2,win,20180428_ruh3,5,1,1,,,1,2,,3,,,2.0,win,20180428_ruh3,,,,4,1,,,,,5,2018,2017-18,div1,Fort Scott,fortscottcommunitycollege,owenwilsoneief,Owen Wilson
May 4,home,Seward County,L,9-1,9,1,8,win,20180504_l4ix,4,0,0,,,,0,,1,,,8.0,win,20180504_l4ix,,,,0,0,,,,,4,2018,2017-18,div1,Fort Scott,fortscottcommunitycollege,owenwilsoneief,Owen Wilson
May 5,home,Seward County,L,17-7,17,7,10,win,20180505_6ye0,3,1,1,,,1,1,1,1,,,10.0,win,20180505_6ye0,,,,4,1,,,,,4,2018,2017-18,div1,Fort Scott,fortscottcommunitycollege,owenwilsoneief,Owen Wilson
