date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 18,away,San Jacinto,L,12-5,12,12,4,0,1,,,,0,,3,,,,,,1,0,,,,,4,2020,2019-20,div1,Monroe College,monroecollege,josephcabazkwo,Joseph Caba
Feb 18,home,vs. Alvin,W,10-8,10,10,5,1,1,,,1,1,,4,,,,,,4,1,,,,,5,2020,2019-20,div1,Monroe College,monroecollege,josephcabazkwo,Joseph Caba
Feb 19,away,LSU-Alexandria,W,11-6,11,11,1,1,0,,,,1,2,1,,,,,,0,0,,,,,3,2020,2019-20,div1,Monroe College,monroecollege,josephcabazkwo,Joseph Caba
Feb 20,away,LSU-Alexandria,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Monroe College,monroecollege,josephcabazkwo,Joseph Caba
Feb 21,away,LSU Eunice,L,12-0,12,12,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Monroe College,monroecollege,josephcabazkwo,Joseph Caba
Feb 22,away,LSU Eunice,L,13-3,13,13,3,0,2,1,,,0,,,,,,,,3,1,,,1,,3,2020,2019-20,div1,Monroe College,monroecollege,josephcabazkwo,Joseph Caba
Feb 23,away,LSU Eunice,L,6-2,6,6,3,0,1,1,,,0,,2,,1,1,,,2,1,,,,,4,2020,2019-20,div1,Monroe College,monroecollege,josephcabazkwo,Joseph Caba
Feb 29,home,Potomac State,L,8-3,8,8,3,1,0,,,,0,1,,,,,,,0,0,1,2,1,2.00,4,2020,2019-20,div1,Monroe College,monroecollege,josephcabazkwo,Joseph Caba
Feb 29,away,Florence-Darlington Tech,W,5-4,5,5,4,0,1,,,,0,,1,,,,,,1,0,1,1,1,1.00,4,2020,2019-20,div1,Monroe College,monroecollege,josephcabazkwo,Joseph Caba
Mar 1,home,vs. Potomac State,L,10-4,10,10,3,0,1,,,,2,,,,,,,,1,0,,,2,,3,2020,2019-20,div1,Monroe College,monroecollege,josephcabazkwo,Joseph Caba
Mar 1,away,Florence-Darlington Tech,L,5-1,5,5,3,0,0,,,,0,,1,,,,,,0,0,,2,,,3,2020,2019-20,div1,Monroe College,monroecollege,josephcabazkwo,Joseph Caba
Mar 4,away,Mercer County,W,7-4,7,7,2,0,0,,,,0,,1,,,,,,0,0,,,1,,2,2020,2019-20,div1,Monroe College,monroecollege,josephcabazkwo,Joseph Caba
