date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 12,home,Clarke University,W,11-9,11,9,2,win,20240312_tixz,2,0,0,,,,0,,,,,,,,0,0,,,,,2,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,kevinfloresmbhz,Kevin Flores
Mar 13,home,Spoon River,W,13-5,13,5,8,win,20240313_zgjn,3,0,1,,,,0,2,1,,,,,,1,0,,,,,5,2024,2023-24,div2,Highland (IL),highlandcommunitycollegeillinois,kevinfloresmbhz,Kevin Flores
