date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 5,home,Northeast Texas,W,4-2,4,2,2.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div2,Southwestern,southwesterncommunitycollege,miltonperez8u4x,Milton Perez
Feb 5,home,Northeast Texas,W,3-0,3,0,3.0,win,20160205_qva7,3,0,0,,,,0,,2,,,,,,0,0,,,,,3,2016,2015-16,div2,Southwestern,southwesterncommunitycollege,miltonperez8u4x,Milton Perez
Feb 6,home,Northeast Texas,L,8-7,8,7,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div2,Southwestern,southwesterncommunitycollege,miltonperez8u4x,Milton Perez
Feb 6,home,Northeast Texas,W,6-3,6,3,3.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div2,Southwestern,southwesterncommunitycollege,miltonperez8u4x,Milton Perez
Feb 7,home,Coffeyville,L,13-0,13,0,13.0,win,20160207_yfix,2,0,0,,,,0,,,,,,,,0,0,,,,,2,2016,2015-16,div2,Southwestern,southwesterncommunitycollege,miltonperez8u4x,Milton Perez
Feb 20,home,Northern Oklahoma Enid,L,4-0,4,0,4.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div2,Southwestern,southwesterncommunitycollege,miltonperez8u4x,Milton Perez
Feb 20,home,Northern Oklahoma Enid,L,11-1,11,1,10.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div2,Southwestern,southwesterncommunitycollege,miltonperez8u4x,Milton Perez
Feb 21,home,Northern Oklahoma Enid,L,11-10,11,10,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div2,Southwestern,southwesterncommunitycollege,miltonperez8u4x,Milton Perez
Feb 21,home,Northern Oklahoma Enid,L,12-4,12,4,8.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div2,Southwestern,southwesterncommunitycollege,miltonperez8u4x,Milton Perez
Mar 4,home,Northeastern Oklahoma A&M,W,9-4,9,4,5.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div2,Southwestern,southwesterncommunitycollege,miltonperez8u4x,Milton Perez
Mar 4,home,Northeastern Oklahoma A&M,L,8-2,8,2,6.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div2,Southwestern,southwesterncommunitycollege,miltonperez8u4x,Milton Perez
Mar 5,home,Northeastern Oklahoma A&M,L,16-9,16,9,7.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div2,Southwestern,southwesterncommunitycollege,miltonperez8u4x,Milton Perez
Mar 5,home,Northeastern Oklahoma A&M,L,11-10,11,10,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div2,Southwestern,southwesterncommunitycollege,miltonperez8u4x,Milton Perez
Mar 13,home,Iowa Western,W,10-9,10,9,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div2,Southwestern,southwesterncommunitycollege,miltonperez8u4x,Milton Perez
Mar 13,home,Iowa Western,L,8-1,8,1,7.0,win,20160313_upbj,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2016,2015-16,div2,Southwestern,southwesterncommunitycollege,miltonperez8u4x,Milton Perez
Mar 14,home,Iowa Western,L,7-6,7,6,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div2,Southwestern,southwesterncommunitycollege,miltonperez8u4x,Milton Perez
Mar 14,home,Iowa Western,L,10-0,10,0,10.0,win,20160314_gdlh,2,0,0,,,,0,,2,,,,,,0,0,,,,,2,2016,2015-16,div2,Southwestern,southwesterncommunitycollege,miltonperez8u4x,Milton Perez
Mar 20,home,Marshalltown,L,10-3,10,3,7.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div2,Southwestern,southwesterncommunitycollege,miltonperez8u4x,Milton Perez
Mar 20,home,Marshalltown,L,10-0,10,0,10.0,win,20160320_vkvk,2,0,0,,,,0,1,1,,,,,,0,0,,,,,3,2016,2015-16,div2,Southwestern,southwesterncommunitycollege,miltonperez8u4x,Milton Perez
Mar 22,home,Johnson County,L,9-3,9,3,6.0,win,20160322_j6wk,0,0,0,,,,0,1,,,,,,,0,0,,,,,1,2016,2015-16,div2,Southwestern,southwesterncommunitycollege,miltonperez8u4x,Milton Perez
Mar 25,home,Iowa Lakes,L,10-9,10,9,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div2,Southwestern,southwesterncommunitycollege,miltonperez8u4x,Milton Perez
Mar 25,home,Iowa Lakes,W,11-5,11,5,6.0,win,20160325_k3dh,3,1,2,1,,,2,1,,,,,,,3,1,,,,,4,2016,2015-16,div2,Southwestern,southwesterncommunitycollege,miltonperez8u4x,Milton Perez
