date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 3,home,Mineral Area,W,13-7,13,7,6.0,win,20170203_btnf,2,1,0,,,,0,,2,,,6.0,win,20170203_btnf,2,,,0,0,,,,,4,2017,2016-17,div1,Coastal Alabama - Brewton,jeffersondaviscommunitycollege,hunterworleybg4n,Hunter Worley
Feb 10,home,Faulkner University,W,10-8,10,8,2.0,win,20170210_2xxf,1,0,0,,,,0,,,,,2.0,win,20170210_2xxf,,,1,0,0,,,,,2,2017,2016-17,div1,Coastal Alabama - Brewton,jeffersondaviscommunitycollege,hunterworleybg4n,Hunter Worley
Feb 10,home,Faulkner University,L,11-8,11,8,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2017,2016-17,div1,Coastal Alabama - Brewton,jeffersondaviscommunitycollege,hunterworleybg4n,Hunter Worley
Feb 19,home,Central Alabama,W,3-2,3,2,1.0,win,20170219_16dz,2,1,0,,,,0,,1,,,1.0,win,20170219_16dz,1,,,0,0,,,,,3,2017,2016-17,div1,Coastal Alabama - Brewton,jeffersondaviscommunitycollege,hunterworleybg4n,Hunter Worley
Feb 19,home,Central Alabama,W,10-1,10,1,9.0,win,,,,,,,,,,,,,9.0,win,,,,,,,,,,,,2017,2016-17,div1,Coastal Alabama - Brewton,jeffersondaviscommunitycollege,hunterworleybg4n,Hunter Worley
Feb 22,home,Pensacola State,T,0-0,0,0,0.0,tie,,,,,,,,,,,,,0.0,tie,,,,,,,,,,,,2017,2016-17,div1,Coastal Alabama - Brewton,jeffersondaviscommunitycollege,hunterworleybg4n,Hunter Worley
Feb 28,home,Lawson State,L,14-4,14,4,10.0,win,20170228_qdtu,1,0,0,,,,0,,1,,,10.0,win,20170228_qdtu,,,,0,0,,,,,1,2017,2016-17,div1,Coastal Alabama - Brewton,jeffersondaviscommunitycollege,hunterworleybg4n,Hunter Worley
Mar 9,home,Bishop State,W,7-6,7,6,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2017,2016-17,div1,Coastal Alabama - Brewton,jeffersondaviscommunitycollege,hunterworleybg4n,Hunter Worley
Mar 9,home,Bishop State,W,11-10,11,10,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2017,2016-17,div1,Coastal Alabama - Brewton,jeffersondaviscommunitycollege,hunterworleybg4n,Hunter Worley
Mar 18,home,Coastal Alabama - Bay Minette,L,8-7,8,7,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2017,2016-17,div1,Coastal Alabama - Brewton,jeffersondaviscommunitycollege,hunterworleybg4n,Hunter Worley
Mar 18,home,Coastal Alabama - Bay Minette,L,10-1,10,1,9.0,win,,,,,,,,,,,,,9.0,win,,,,,,,,,,,,2017,2016-17,div1,Coastal Alabama - Brewton,jeffersondaviscommunitycollege,hunterworleybg4n,Hunter Worley
Mar 23,home,Wallace-Dothan,L,7-3,7,3,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2017,2016-17,div1,Coastal Alabama - Brewton,jeffersondaviscommunitycollege,hunterworleybg4n,Hunter Worley
Mar 23,home,Wallace-Dothan,L,7-6,7,6,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2017,2016-17,div1,Coastal Alabama - Brewton,jeffersondaviscommunitycollege,hunterworleybg4n,Hunter Worley
Apr 1,home,Chattahoochee Valley,L,6-3,6,3,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2017,2016-17,div1,Coastal Alabama - Brewton,jeffersondaviscommunitycollege,hunterworleybg4n,Hunter Worley
Apr 1,home,Chattahoochee Valley,L,6-5,6,5,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2017,2016-17,div1,Coastal Alabama - Brewton,jeffersondaviscommunitycollege,hunterworleybg4n,Hunter Worley
Apr 7,home,Coastal Alabama - Monroeville,W,12-2,12,2,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2017,2016-17,div1,Coastal Alabama - Brewton,jeffersondaviscommunitycollege,hunterworleybg4n,Hunter Worley
Apr 7,home,Coastal Alabama - Monroeville,L,7-2,7,2,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2017,2016-17,div1,Coastal Alabama - Brewton,jeffersondaviscommunitycollege,hunterworleybg4n,Hunter Worley
Apr 15,home,Enterprise State,W,5-4,5,4,1.0,win,20170415_1g75,1,1,0,,,,0,1,1,,,1.0,win,20170415_1g75,,,1,0,0,,,,,3,2017,2016-17,div1,Coastal Alabama - Brewton,jeffersondaviscommunitycollege,hunterworleybg4n,Hunter Worley
Apr 15,home,Enterprise State,L,7-5,7,5,2.0,win,20170415_8isc,3,0,0,,,,0,,,,,2.0,win,20170415_8isc,,,,0,0,,,,,3,2017,2016-17,div1,Coastal Alabama - Brewton,jeffersondaviscommunitycollege,hunterworleybg4n,Hunter Worley
