date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 17,home,Cayuga,W,11-3,11,3,8,win,20230317_fyqm,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,div2,Monroe CC,monroecommunitycollege,willrussottiu46z,Will Russotti
Apr 20,home,Erie,W,5-3,5,3,2,win,20230420_wze6,2,1,1,,,,0,,1,,,1,,,1,0,,,,,3,2023,2022-23,div2,Monroe CC,monroecommunitycollege,willrussottiu46z,Will Russotti
