date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 27,home,Blinn,W,8-1,8,1,7,win,20230127_9xui,4,0,0,,,,0,2,4,,,,,,0,0,,,,,6,2023,2022-23,div1,Weatherford,weatherfordcollege,daytontockeyb3bw,Dayton Tockey
Jan 28,home,Blinn,W,4-3,4,3,1,win,20230128_16nb,1,0,0,,,,1,1,1,,,1,,,0,0,,,,,3,2023,2022-23,div1,Weatherford,weatherfordcollege,daytontockeyb3bw,Dayton Tockey
Feb 4,home,Tyler,W,1-0,1,0,1,win,20230204_8nez,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2023,2022-23,div1,Weatherford,weatherfordcollege,daytontockeyb3bw,Dayton Tockey
Feb 6,home,Tyler,W,8-3,8,3,5,win,20230206_cccq,2,1,0,,,,1,2,,,,,,,0,0,,,,,4,2023,2022-23,div1,Weatherford,weatherfordcollege,daytontockeyb3bw,Dayton Tockey
Feb 10,home,Lamar,W,9-3,9,3,6,win,20230210_un19,2,1,0,,,,0,2,2,,1,,,,0,0,,,,,4,2023,2022-23,div1,Weatherford,weatherfordcollege,daytontockeyb3bw,Dayton Tockey
Feb 11,home,Lamar,W,17-2,17,2,15,win,20230211_s0fd,1,3,1,,,,1,2,,1,,1,,,1,0,,,,,4,2023,2022-23,div1,Weatherford,weatherfordcollege,daytontockeyb3bw,Dayton Tockey
Feb 24,home,Amarillo College,W,5-1,5,1,4,win,20230224_o28b,2,1,0,,,,0,1,1,,,,,,0,0,,,,,3,2023,2022-23,div1,Weatherford,weatherfordcollege,daytontockeyb3bw,Dayton Tockey
Feb 25,home,Amarillo College,W,7-1,7,1,6,win,20230225_8kvb,4,1,2,2,,,0,,,,,,,,4,2,,,,,4,2023,2022-23,div1,Weatherford,weatherfordcollege,daytontockeyb3bw,Dayton Tockey
Mar 4,home,Western Texas,W,14-5,14,5,9,win,20230304_pjsb,5,1,2,2,,,3,,1,,,,,,4,2,,,,,5,2023,2022-23,div1,Weatherford,weatherfordcollege,daytontockeyb3bw,Dayton Tockey
Mar 4,home,Western Texas,W,7-5,7,5,2,win,20230304_pm8j,3,0,0,,,,0,2,,,,,,,0,0,,,,,5,2023,2022-23,div1,Weatherford,weatherfordcollege,daytontockeyb3bw,Dayton Tockey
Mar 8,home,Hill,W,11-1,11,1,10,win,20230308_6smk,3,1,1,,,1,2,,2,,,,,,4,1,,,,,3,2023,2022-23,div1,Weatherford,weatherfordcollege,daytontockeyb3bw,Dayton Tockey
Mar 11,home,Hill,W,12-4,12,4,8,win,20230311_9di2,2,0,0,,,,0,,,,,,,,0,0,,,,,2,2023,2022-23,div1,Weatherford,weatherfordcollege,daytontockeyb3bw,Dayton Tockey
Mar 18,home,McLennan,W,2-1,2,1,1,win,20230318_h4js,3,0,2,2,,,0,,,,,,,,4,2,,,,,3,2023,2022-23,div1,Weatherford,weatherfordcollege,daytontockeyb3bw,Dayton Tockey
Mar 20,home,Northeast Texas,W,18-9,18,9,9,win,20230320_ngd7,4,1,1,1,,,0,1,,,,,,,2,1,,,,,5,2023,2022-23,div1,Weatherford,weatherfordcollege,daytontockeyb3bw,Dayton Tockey
Mar 22,home,TCS Post Grad,W,3-0,3,0,3,win,20230322_t3f4,3,1,1,,,1,1,,,,,,,,4,1,,,,,3,2023,2022-23,div1,Weatherford,weatherfordcollege,daytontockeyb3bw,Dayton Tockey
Mar 22,home,TCS Post Grad,W,10-3,10,3,7,win,20230322_b9ff,4,0,1,1,,,1,,1,,,1,,,2,1,,,,,5,2023,2022-23,div1,Weatherford,weatherfordcollege,daytontockeyb3bw,Dayton Tockey
Mar 29,home,Vernon,W,19-4,19,4,15,win,20230329_zvbz,1,1,0,,,,2,3,1,,,,1,,0,0,,,,,5,2023,2022-23,div1,Weatherford,weatherfordcollege,daytontockeyb3bw,Dayton Tockey
Apr 1,home,Vernon,W,11-3,11,3,8,win,20230401_d4qc,2,1,0,,,,0,1,1,,,1,,,0,0,,,,,4,2023,2022-23,div1,Weatherford,weatherfordcollege,daytontockeyb3bw,Dayton Tockey
