date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 5,home,Motlow State,L,4-2,4,2,2.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Feb 6,home,Volunteer State,W,2-1,2,1,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Feb 6,home,Volunteer State,W,7-4,7,4,3.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Feb 7,home,Volunteer State,L,4-2,4,2,2.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Feb 7,home,Volunteer State,W,5-4,5,4,1.0,win,20160207_1w8r,2,2,1,,,,0,1,,,,,,,1,0,,1,,,3,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Feb 13,home,Wabash Valley,W,3-2,3,2,1.0,win,20160213_nxr2,4,1,1,,,,0,1,,,,,,,1,0,,,,,5,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Feb 13,home,Wabash Valley,L,7-1,7,1,6.0,win,20160213_gysa,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Feb 14,home,Wabash Valley,L,7-5,7,5,2.0,win,20160214_6ned,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Feb 14,home,Wabash Valley,L,6-0,6,0,6.0,win,20160214_cbtn,3,0,1,,,,0,,2,,1,,,,1,0,,,,,3,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Feb 19,home,Southeastern,L,4-3,4,3,1.0,win,20160219_5ybb,1,0,1,,,,0,,,,,,,,1,0,,,,,1,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Feb 19,home,Coastal Alabama - Bay Minette,W,9-1,9,1,8.0,win,20160219_mg5p,2,1,0,,,,0,1,,,,,,,0,0,,,,,3,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Feb 20,home,Coastal Alabama - Bay Minette,W,5-3,5,3,2.0,win,20160220_8c7b,0,0,0,,,,0,1,,,,,,1,0,0,,,,,2,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Feb 20,home,Baton Rouge,W,9-5,9,5,4.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Feb 26,home,Coastal Alabama - Bay Minette,W,14-9,14,9,5.0,win,20160226_e90a,1,0,0,,,,0,,,,,1,,,0,0,,,,,2,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Feb 27,home,Coastal Alabama - Bay Minette,W,8-6,8,6,2.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Feb 27,home,Coastal Alabama - Bay Minette,W,11-4,11,4,7.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Mar 2,home,Columbia State,L,7-5,7,5,2.0,win,20160302_9uca,3,0,0,,,,0,,2,,,,,,0,0,,,,,3,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Mar 2,home,Columbia State,W,6-2,6,2,4.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Mar 5,home,Hinds,W,5-1,5,1,4.0,win,20160305_137t,2,0,0,,,,1,1,,,,,,,0,0,,,,,3,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Mar 8,home,Georgia Highlands,W,4-2,4,2,2.0,win,20160308_0sra,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,,0,,,3,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Mar 8,home,Georgia Highlands,L,6-3,6,3,3.0,win,20160308_7jzp,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,,0,,,4,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Mar 9,home,Northeast Mississippi,L,7-2,7,2,5.0,win,20160309_wh4h,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,2,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Mar 9,home,Northeast Mississippi,W,4-1,4,1,3.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Mar 15,home,Motlow State,W,12-5,12,5,7.0,win,20160315_evvu,5,0,3,1,,,2,,,,1,,,,4,1,,,,,5,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Mar 17,home,Calhoun,W,5-2,5,2,3.0,win,20160317_gpxe,3,0,0,,,,0,,,,,1,,,0,0,,,,,4,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Mar 17,home,Calhoun,W,8-6,8,6,2.0,win,20160317_agp7,2,0,0,,,,0,2,,,,,,,0,0,,,,,4,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Mar 19,home,Calhoun,W,10-2,10,2,8.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Mar 19,home,Calhoun,W,2-1,2,1,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Mar 24,home,Lawson State,W,7-3,7,3,4.0,win,20160324_bb7b,4,1,1,,,,1,,2,,,,,,1,0,,,,,4,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
Mar 24,home,Lawson State,L,11-1,11,1,10.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,krisfranklin0im0,Kris Franklin
