date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 26,home,ASA Miami,W,2-1,2,1,1.0,win,20180126_getq,3,1,2,1,,,0,1,,,1,,,,3,1,,,1,,4,2018,2017-18,div1,Florida SouthWestern State,floridasouthwesternstatecollege,leekay8ypi,Lee Kay
Jan 27,home,ASA Miami,W,1-0,1,0,1.0,win,20180127_qu5q,0,0,0,,,,0,2,,,,,,1,0,0,,1,,,3,2018,2017-18,div1,Florida SouthWestern State,floridasouthwesternstatecollege,leekay8ypi,Lee Kay
Jan 27,home,ASA Miami,W,3-2,3,2,1.0,win,20180127_i0t0,3,0,1,,,,0,,,,,,,1,1,0,,2,,,4,2018,2017-18,div1,Florida SouthWestern State,floridasouthwesternstatecollege,leekay8ypi,Lee Kay
Jan 30,home,Palm Beach State,L,9-4,9,4,5.0,win,20180130_wr5o,4,2,2,,,,0,1,1,,,,,,2,0,,,1,,5,2018,2017-18,div1,Florida SouthWestern State,floridasouthwesternstatecollege,leekay8ypi,Lee Kay
Feb 2,home,Miami Dade,L,7-2,7,2,5.0,win,20180202_0q9e,3,1,1,1,,,0,1,1,,,,,,2,1,,,,,4,2018,2017-18,div1,Florida SouthWestern State,floridasouthwesternstatecollege,leekay8ypi,Lee Kay
Feb 3,home,Miami Dade,L,5-4,5,4,1.0,win,20180203_tvmn,4,1,2,,,,0,,,,,,,1,2,0,,,,,5,2018,2017-18,div1,Florida SouthWestern State,floridasouthwesternstatecollege,leekay8ypi,Lee Kay
Feb 5,home,Broward,L,8-3,8,3,5.0,win,20180205_wqhf,3,1,1,1,,,0,2,,,,,,,2,1,,,,,5,2018,2017-18,div1,Florida SouthWestern State,floridasouthwesternstatecollege,leekay8ypi,Lee Kay
Feb 7,home,Broward,L,10-8,10,8,2.0,win,20180207_s7fl,7,0,1,,,,1,,1,,,,,,1,0,,,,,7,2018,2017-18,div1,Florida SouthWestern State,floridasouthwesternstatecollege,leekay8ypi,Lee Kay
Feb 9,home,Central Alabama,W,8-2,8,2,6.0,win,20180209_c97s,4,1,2,1,,,2,,1,,,,1,,3,1,,,,,5,2018,2017-18,div1,Florida SouthWestern State,floridasouthwesternstatecollege,leekay8ypi,Lee Kay
Feb 10,home,Central Alabama,W,6-4,6,4,2.0,win,20180210_kfkb,4,0,2,,,,2,,,,,,,,2,0,,,,,4,2018,2017-18,div1,Florida SouthWestern State,floridasouthwesternstatecollege,leekay8ypi,Lee Kay
