date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 6,home,LeTourneau,W,6-0,6,0,6,win,20230206_7n4e,2,0,0,,,,0,1,,,1,,,,0,0,,,,,3,2023,2022-23,div3,Dallas College - Eastfield,dallascollegeeastfield,griffintartereqje,Griffin Tarter
Feb 10,home,DFW Post Grad,W,10-0,10,0,10,win,20230210_d5rm,2,1,0,,,,0,1,1,1,,,,,0,0,,,,,3,2023,2022-23,div3,Dallas College - Eastfield,dallascollegeeastfield,griffintartereqje,Griffin Tarter
Feb 11,home,DFW Post Grad,W,9-0,9,0,9,win,20230211_3b0n,2,1,1,,,,0,1,1,,1,,,,1,0,,,,,3,2023,2022-23,div3,Dallas College - Eastfield,dallascollegeeastfield,griffintartereqje,Griffin Tarter
Feb 12,home,North Arkansas,W,3-2,3,2,1,win,20230212_2aaz,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2023,2022-23,div3,Dallas College - Eastfield,dallascollegeeastfield,griffintartereqje,Griffin Tarter
Feb 12,home,North Arkansas,W,12-2,12,2,10,win,20230212_l9dd,3,1,1,,,,1,1,1,,,,,,1,0,,,,,4,2023,2022-23,div3,Dallas College - Eastfield,dallascollegeeastfield,griffintartereqje,Griffin Tarter
Feb 24,home,Dallas College - Mountain View,W,23-2,23,2,21,win,20230224_bwi5,3,1,1,,,,1,,1,,,,,,1,0,,,,,3,2023,2022-23,div3,Dallas College - Eastfield,dallascollegeeastfield,griffintartereqje,Griffin Tarter
Mar 3,home,Dallas College - Richland,W,8-3,8,3,5,win,20230303_5q4a,1,0,0,,,,0,1,,,,,,1,0,0,,,,,3,2023,2022-23,div3,Dallas College - Eastfield,dallascollegeeastfield,griffintartereqje,Griffin Tarter
Mar 4,home,Dallas College - Richland,W,13-12,13,12,1,win,20230304_5pyn,3,0,0,,,,1,1,1,,,,1,,0,0,,,,,5,2023,2022-23,div3,Dallas College - Eastfield,dallascollegeeastfield,griffintartereqje,Griffin Tarter
Mar 6,home,Northeast Texas,W,18-14,18,14,4,win,20230306_d1k2,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,div3,Dallas College - Eastfield,dallascollegeeastfield,griffintartereqje,Griffin Tarter
Mar 10,home,Dallas College - Cedar Valley,W,15-0,15,0,15,win,20230310_1eld,2,0,1,,,,1,2,,1,,,,,1,0,,,,,4,2023,2022-23,div3,Dallas College - Eastfield,dallascollegeeastfield,griffintartereqje,Griffin Tarter
Mar 11,home,Dallas College - Cedar Valley,W,8-3,8,3,5,win,20230311_e1kq,4,0,2,,,,0,,,,,,,,2,0,,,,,4,2023,2022-23,div3,Dallas College - Eastfield,dallascollegeeastfield,griffintartereqje,Griffin Tarter
Mar 20,home,Dallas Christian,W,8-1,8,1,7,win,20230320_an4e,3,1,2,,,,0,,,,,,,,2,0,,,,,3,2023,2022-23,div3,Dallas College - Eastfield,dallascollegeeastfield,griffintartereqje,Griffin Tarter
Mar 22,home,Dallas College - Brookhaven,W,7-5,7,5,2,win,20230322_hqgm,2,1,0,,,,1,2,,,,,,,0,0,,,,,4,2023,2022-23,div3,Dallas College - Eastfield,dallascollegeeastfield,griffintartereqje,Griffin Tarter
Mar 24,home,Dallas College - Brookhaven,W,10-9,10,9,1,win,20230324_bucx,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,div3,Dallas College - Eastfield,dallascollegeeastfield,griffintartereqje,Griffin Tarter
Mar 25,home,Dallas College - Brookhaven,W,22-0,22,0,22,win,20230325_yaoj,2,1,0,,,,1,1,1,,,,,,0,0,,,,,3,2023,2022-23,div3,Dallas College - Eastfield,dallascollegeeastfield,griffintartereqje,Griffin Tarter
Mar 29,home,Dallas College - North Lake,W,5-0,5,0,5,win,20230329_qhym,4,1,1,,,,1,,1,,,,,,1,0,,,,,4,2023,2022-23,div3,Dallas College - Eastfield,dallascollegeeastfield,griffintartereqje,Griffin Tarter
