date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 18,home,North Arkansas,W,7-2,7,2,5,win,20230218_rdkg,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,div2,Moberly Area,moberlyareacommunitycollege,jddunnab3x,JD Dunn
Mar 4,home,John Wood,W,4-0,4,0,4,win,20230304_vy1t,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,div2,Moberly Area,moberlyareacommunitycollege,jddunnab3x,JD Dunn
