date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 30,home,Florida State Jacksonville,W,9-2,9,2,7.0,win,20160130_u2jh,4,0,2,,,,2,,,,,7.0,win,20160130_u2jh,,,,2,0,,,,,4,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,johncaprat1nr,John Capra
Jan 30,home,Florida State Jacksonville,W,5-4,5,4,1.0,win,20160130_x0h1,4,0,1,,,,1,,1,1,,1.0,win,20160130_x0h1,,,,1,0,,,,,4,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,johncaprat1nr,John Capra
Feb 2,home,Palm Beach State,W,6-2,6,2,4.0,win,20160202_zhu0,3,1,1,,,,0,,1,1,,4.0,win,20160202_zhu0,1,,,1,0,,,,,4,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,johncaprat1nr,John Capra
Feb 8,home,Daytona State,W,12-7,12,7,5.0,win,20160208_ej8j,3,1,2,,,,0,2,,,,5.0,win,20160208_ej8j,,,,2,0,,,,,5,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,johncaprat1nr,John Capra
Feb 13,home,Central Florida,L,7-2,7,2,5.0,win,20160213_u6lo,4,1,1,,,,1,,2,,,5.0,win,20160213_u6lo,,1,,1,0,,,,,5,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,johncaprat1nr,John Capra
Feb 16,home,Polk State,L,5-3,5,3,2.0,win,20160216_k9xk,5,1,1,,,,0,,1,,,2.0,win,20160216_k9xk,,,,1,0,,,,,5,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,johncaprat1nr,John Capra
Feb 19,home,CCBC Catonsville,W,11-1,11,1,10.0,win,20160219_j6vh,4,1,1,,,,1,1,,1,,10.0,win,20160219_j6vh,,,,1,0,,,,,5,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,johncaprat1nr,John Capra
Feb 22,home,Lake-Sumter State,W,8-4,8,4,4.0,win,20160222_2x23,3,2,1,,,,0,1,,,,4.0,win,20160222_2x23,,,,1,0,,,,,4,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,johncaprat1nr,John Capra
Feb 24,home,Seminole State (FL),,,,,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,johncaprat1nr,John Capra
Feb 25,home,Broward,L,5-4,5,4,1.0,win,20160225_b8zv,4,0,1,,,,0,1,1,,,1.0,win,20160225_b8zv,,,,1,0,,,,,5,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,johncaprat1nr,John Capra
Feb 28,home,Hillsborough,W,14-0,14,0,14.0,win,20160228_v7yu,3,1,1,,,,0,1,,,,14.0,win,20160228_v7yu,,,1,1,0,,,,,5,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,johncaprat1nr,John Capra
Mar 1,home,Indian River State,W,8-2,8,2,6.0,win,20160301_nnzp,4,1,2,,,,1,,1,,,6.0,win,20160301_nnzp,,,,2,0,,,,,4,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,johncaprat1nr,John Capra
Mar 7,home,Macomb,L,5-3,5,3,2.0,win,20160307_2uuy,2,1,1,,,,0,,,,,2.0,win,20160307_2uuy,,,,1,0,,,,,2,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,johncaprat1nr,John Capra
