date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 16,away,Rose State,L,7-4,7,7,2,2,0,,,,0,,1,,,1,,,0,0,,,,,3,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,christiancox8qy7,Christian Cox
Feb 16,away,Rose State,W,5-3,5,5,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,christiancox8qy7,Christian Cox
Feb 23,away,Kansas City Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,christiancox8qy7,Christian Cox
Feb 23,away,Kansas City Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,christiancox8qy7,Christian Cox
Feb 23,away,Kansas City Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,christiancox8qy7,Christian Cox
Feb 23,away,Kansas City Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,christiancox8qy7,Christian Cox
Feb 24,away,Kansas City Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,christiancox8qy7,Christian Cox
Feb 24,away,Kansas City Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,christiancox8qy7,Christian Cox
Feb 24,away,Kansas City Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,christiancox8qy7,Christian Cox
Feb 24,away,Kansas City Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,christiancox8qy7,Christian Cox
Mar 3,home,Dodge City,L,6-4,6,6,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,christiancox8qy7,Christian Cox
Mar 3,home,Dodge City,W,9-1,9,9,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,christiancox8qy7,Christian Cox
