date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 1,home,vs. Community Christian (CA),W,10-0,10,10,3,0,0,,,,0,1,1,,,,,,0,0,,1,1,1.00,4,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Feb 1,home,vs. Community Christian (CA),W,16-1,16,16,3,2,2,,,1,4,,,,,1,,,5,1,,,1,,4,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Feb 2,home,vs. Community Christian (CA),W,18-10,18,18,3,3,1,1,,,0,2,,,,,,,2,1,,1,1,1.00,5,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Feb 2,home,vs. Community Christian (CA),W,8-7,8,8,3,1,1,,,,2,,1,,,1,,,1,0,,1,,,4,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Feb 3,home,vs. Cochise,W,5-1,5,5,3,1,2,,,,1,2,,,,,,,2,0,,,,,5,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Feb 4,home,vs. Cochise,L,5-4,5,5,3,1,0,,,,0,1,1,,,,,,0,0,,,,,4,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Feb 4,home,vs. Cochise,W,9-7,9,9,3,1,1,,,,2,,1,,,,,,1,0,,,,,3,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Feb 5,home,vs. Cochise,W,8-5,8,8,3,1,1,,1,,1,1,1,1,,,,,3,1,,,,,4,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Feb 18,home,vs. Dawson,W,9-0,9,9,2,1,2,2,,,2,2,,,,,,,4,2,,,,,4,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Feb 18,home,vs. Dawson,L,9-5,9,9,3,1,0,,,,0,1,1,1,,,,,0,0,,,,,4,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Feb 19,home,vs. Dawson,W,11-1,11,11,2,3,1,,,,1,2,,,,,,,1,0,,,,,4,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Feb 19,home,vs. Dawson,W,15-5,15,15,1,3,0,,,,0,3,,,,,,,0,0,,,,,4,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Feb 26,home,Treasure Valley,W,11-1,11,11,1,2,0,,,,0,4,,,,,,,0,0,,1,,,5,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Feb 26,home,Treasure Valley,W,6-0,6,6,1,1,1,,,,2,2,,,1,,,,1,0,,,,,3,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Mar 3,away,Utah State Eastern,W,16-6,16,16,4,2,2,,,,1,2,,,,,,,2,0,,2,,,6,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Mar 4,away,Utah State Eastern,W,3-0,3,3,3,1,1,1,,,0,1,2,,,,,,2,1,,,,,4,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Mar 5,away,Utah State Eastern,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Mar 5,away,Utah State Eastern,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Mar 5,away,Utah State Eastern,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Mar 5,away,Utah State Eastern,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Mar 10,away,Southern Nevada,L,5-2,5,5,4,0,1,,,,1,1,1,,,,,,1,0,,1,1,1.00,5,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Mar 11,away,Southern Nevada,W,3-2,3,3,3,1,1,,,,1,1,,1,,,,,1,0,,,2,,4,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Mar 11,away,Southern Nevada,L,7-3,7,7,4,0,1,,,,0,,,,,,,,1,0,,3,,,4,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Mar 12,away,Southern Nevada,L,6-3,6,6,2,1,1,,,,0,1,,,,1,,,1,0,,,1,,4,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Mar 17,away,Salt Lake,L,5-2,5,5,4,0,1,,,,0,,2,,,,,,1,0,,,1,,4,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Mar 18,away,Salt Lake,L,3-2,3,3,3,0,2,,,,0,,,,,,,,2,0,,1,,,3,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Mar 18,away,Salt Lake,L,5-3,5,5,1,0,1,,,,0,3,,,,,,,1,0,,,,,4,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Mar 19,away,Salt Lake,W,4-2,4,4,4,1,2,1,,,1,1,,,,,,,3,1,,2,,,5,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Mar 24,away,Community Christian (CA),W,15-4,15,15,1,4,1,,,,0,3,,1,,,,,1,0,,,,,4,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Mar 25,away,Community Christian (CA),W,10-3,10,10,4,2,2,,,2,5,,,,,1,,,8,2,,2,,,5,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Mar 25,away,Community Christian (CA),L,8-0,8,8,2,0,1,,,,0,1,,,,,,,1,0,,,1,,3,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Mar 26,away,Community Christian (CA),W,6-5,6,6,3,0,1,,,,1,2,1,,1,,,,1,0,,1,,,5,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
Mar 31,home,Colorado Northwestern,W,10-0,10,10,3,1,0,,,,0,1,,1,,,,,0,0,,2,1,2.00,4,2022,2021-22,div1,Southern Idaho,collegeofsouthernidaho,tategambill3r5n,Tate Gambill
