date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 9,home,Carl Albert State,W,8-4,8,4,4.0,win,20220209_wy4y,3,1,1,,,,0,,1,,,4.0,win,20220209_wy4y,,,,1,0,,,,,3,2022,2021-22,div1,Rose State,rosestatecollege,jacobbrunswmul,Jacob Bruns
Feb 9,home,Carl Albert State,L,11-1,11,1,10.0,win,20220209_vqpg,2,0,0,,,,0,,2,,,10.0,win,20220209_vqpg,,,,0,0,,,,,2,2022,2021-22,div1,Rose State,rosestatecollege,jacobbrunswmul,Jacob Bruns
Feb 11,home,Barton,L,14-9,14,9,5.0,win,20220211_tunp,3,0,1,,,,3,,2,,,5.0,win,20220211_tunp,1,,,1,0,,,,,4,2022,2021-22,div1,Rose State,rosestatecollege,jacobbrunswmul,Jacob Bruns
Feb 12,home,Barton,L,4-2,4,2,2.0,win,20220212_lswr,3,0,0,,,,0,,2,,,2.0,win,20220212_lswr,,,,0,0,,,,,3,2022,2021-22,div1,Rose State,rosestatecollege,jacobbrunswmul,Jacob Bruns
Feb 18,home,Hutchinson,W,7-2,7,2,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2022,2021-22,div1,Rose State,rosestatecollege,jacobbrunswmul,Jacob Bruns
Feb 19,home,Hutchinson,L,17-0,17,0,17.0,win,20220219_6ojz,2,0,0,,,,0,,1,,,17.0,win,20220219_6ojz,,,,0,0,,,,,2,2022,2021-22,div1,Rose State,rosestatecollege,jacobbrunswmul,Jacob Bruns
Feb 19,home,Hutchinson,L,14-2,14,2,12.0,win,20220219_alos,4,0,0,,,,0,,,,,12.0,win,20220219_alos,,,,0,0,,,,,4,2022,2021-22,div1,Rose State,rosestatecollege,jacobbrunswmul,Jacob Bruns
Mar 3,home,Seminole State (OK),L,18-9,18,9,9.0,win,20220303_3kga,4,1,2,,1,,3,,2,,,9.0,win,20220303_3kga,,,,4,1,,,,,4,2022,2021-22,div1,Rose State,rosestatecollege,jacobbrunswmul,Jacob Bruns
Mar 8,home,Western Oklahoma State,W,5-4,5,4,1.0,win,20220308_h8pm,3,1,1,,,,0,,2,,,1.0,win,20220308_h8pm,,,1,1,0,,,,,4,2022,2021-22,div1,Rose State,rosestatecollege,jacobbrunswmul,Jacob Bruns
Mar 12,home,Eastern Oklahoma State,L,11-6,11,6,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2022,2021-22,div1,Rose State,rosestatecollege,jacobbrunswmul,Jacob Bruns
Mar 12,home,Eastern Oklahoma State,L,17-5,17,5,12.0,win,,,,,,,,,,,,,12.0,win,,,,,,,,,,,,2022,2021-22,div1,Rose State,rosestatecollege,jacobbrunswmul,Jacob Bruns
Mar 24,home,Connors State,L,5-4,5,4,1.0,win,20220324_1pi0,4,1,2,1,,,0,,1,,,1.0,win,20220324_1pi0,,,,3,1,,,,,4,2022,2021-22,div1,Rose State,rosestatecollege,jacobbrunswmul,Jacob Bruns
Mar 25,home,Northern Oklahoma Enid,L,7-6,7,6,1.0,win,20220325_g6pn,2,0,0,,,,0,1,1,,,1.0,win,20220325_g6pn,,,,0,0,,,,,3,2022,2021-22,div1,Rose State,rosestatecollege,jacobbrunswmul,Jacob Bruns
