date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 17,away,USC Sumter,L,13-3,13,13,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Feb 17,away,USC Sumter,W,5-1,5,5,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Feb 18,away,USC Sumter,W,7-5,7,7,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Feb 18,away,USC Sumter,L,8-2,8,8,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Feb 25,home,Mercer County,W,14-0,14,14,3,1,0,,,,1,1,2,,,,,,0,0,,,1,,4,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Feb 25,home,Mercer County,W,7-5,7,7,2,1,1,,,1,1,1,,,,,,,4,1,,1,,,3,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Feb 27,home,Monroe College,L,3-1,3,3,3,0,0,,,,0,,3,,,,,,0,0,,,,,3,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Feb 27,home,Monroe College,W,12-5,12,12,0,0,0,,,,0,3,,,1,1,,,0,0,,,,,4,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Mar 4,away,Bryant & Stratton (VA),L,9-8,9,9,4,2,2,,,1,2,,1,,,,,,5,1,,1,,,4,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Mar 4,away,Bryant & Stratton (VA),W,14-3,14,14,3,2,1,,,1,1,1,2,,,,,,4,1,,,,,4,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Mar 6,home,Delaware County,W,22-1,22,22,2,1,1,,,1,2,,1,,,,1,,4,1,,,1,,3,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Mar 7,home,Prince George's,,,,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Mar 8,home,Cecil,,,,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Mar 9,home,Penn State Mont Alto,W,16-7,16,16,2,2,2,,,1,1,,,,,1,,,5,1,,,,,3,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Mar 10,away,Southern Maryland,W,12-1,12,12,4,1,1,,,1,2,,1,,,,,,4,1,,,2,,4,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Mar 10,away,Southern Maryland,W,15-0,15,15,1,3,1,1,,,0,2,,,,,,,2,1,,,,,3,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Mar 15,away,CCBC Dundalk,L,6-1,6,6,4,0,0,,,,0,,1,,,,,,0,0,1,1,1,1.00,4,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Mar 16,home,Penn State-Schuylkill,W,12-2,12,12,2,3,1,,,1,3,1,,2,,,,1,4,1,,,1,,4,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Mar 18,home,Montgomery,W,9-3,9,9,4,0,0,,,,1,,3,,,,,,0,0,,1,,,4,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Mar 18,home,Montgomery,W,14-1,14,14,4,2,2,2,,,3,,1,1,,,,,4,2,,,1,,4,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Mar 24,home,Frederick,W,8-1,8,8,3,1,0,,,,0,1,2,,,,,,0,0,,,1,,4,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Mar 24,home,Frederick,W,12-0,12,12,2,2,1,,,,0,1,1,,,,,,1,0,,,,,3,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Mar 25,home,Erie,W,14-4,14,14,3,0,0,,,,0,1,2,,,,,,0,0,,,1,,4,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Mar 25,home,Erie,W,16-6,16,16,1,1,0,,,,0,,1,,,1,,,0,0,,,,,2,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Mar 26,home,Erie,W,10-0,10,10,4,1,0,,,,1,1,2,1,,,,,0,0,,,,,5,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Mar 29,home,CCBC Dundalk,W,14-3,14,14,4,2,1,,,1,3,1,2,,1,,,,4,1,,,,,5,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Mar 30,away,Chesapeake,L,4-3,4,4,2,1,0,,,,0,1,2,,,,,,0,0,,,,,3,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Mar 30,away,Chesapeake,W,11-1,11,11,4,0,0,,,,0,,3,,,,,,0,0,,,1,,4,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Mar 31,home,Garrett,W,13-3,13,13,4,1,3,1,1,,3,1,1,,,,,,6,2,,,,,5,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Mar 31,home,Garrett,W,15-0,15,15,3,2,3,1,,,1,,,1,,,,,4,1,,,,,3,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
Apr 3,away,Prince George's,W,13-2,13,13,3,1,0,,,,0,1,2,,,,,,0,0,,,1,,4,2018,2017-18,div1,Harford,harfordcommunitycollege,spencersmith4v4h,Spencer Smith
