date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 28,home,Kaskaskia,,,,,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,Triton,tritoncollege,jamesbattleymd78,James Battley
Mar 7,away,Heartland,,,,,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,Triton,tritoncollege,jamesbattleymd78,James Battley
Mar 7,away,Heartland,,,,,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,Triton,tritoncollege,jamesbattleymd78,James Battley
Mar 7,away,Heartland,,,,,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,Triton,tritoncollege,jamesbattleymd78,James Battley
Mar 7,away,Heartland,,,,,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,Triton,tritoncollege,jamesbattleymd78,James Battley
Mar 13,home,vs. RCSJ Cumberland,W,7-2,7,7,4,3,2,,,1,2,1,,,,,,,5,1,,,,,5,2015,2014-15,div1,Triton,tritoncollege,jamesbattleymd78,James Battley
Mar 14,home,vs. Mercer County,W,5-1,5,5,4,1,2,,1,,1,,1,,,,,,4,1,,,,,4,2015,2014-15,div1,Triton,tritoncollege,jamesbattleymd78,James Battley
Mar 14,home,vs. Morris,W,3-2,3,3,2,0,0,,,,0,,1,,,1,,,0,0,,,,,3,2015,2014-15,div1,Triton,tritoncollege,jamesbattleymd78,James Battley
Mar 15,home,vs. Camden County,W,14-2,14,14,2,1,1,,,,0,1,1,1,1,,,,1,0,,,,,3,2015,2014-15,div1,Triton,tritoncollege,jamesbattleymd78,James Battley
Mar 15,home,vs. Lackawanna,L,6-3,6,6,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,Triton,tritoncollege,jamesbattleymd78,James Battley
Mar 16,home,vs. Delaware Tech-Owens,W,8-7,8,8,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,Triton,tritoncollege,jamesbattleymd78,James Battley
Mar 16,home,Bergen,L,6-3,6,6,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,Triton,tritoncollege,jamesbattleymd78,James Battley
