date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 5,home,UConn Avery Point,W,3-2,3,2,1,win,20230305_ite5,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,div3,Northern Essex,northernessexcommunitycollege,jairovazquezhlf9,Jairo Vazquez
Mar 14,home,Oakton,W,6-1,6,1,5,win,20230314_8wui,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,div3,Northern Essex,northernessexcommunitycollege,jairovazquezhlf9,Jairo Vazquez
Mar 24,home,Roxbury,W,18-0,18,0,18,win,20230324_j33o,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,div3,Northern Essex,northernessexcommunitycollege,jairovazquezhlf9,Jairo Vazquez
Apr 3,home,Holyoke,W,10-0,10,0,10,win,20230403_obm0,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,div3,Northern Essex,northernessexcommunitycollege,jairovazquezhlf9,Jairo Vazquez
Apr 11,home,NHTI,W,17-5,17,5,12,win,20230411_59cj,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,div3,Northern Essex,northernessexcommunitycollege,jairovazquezhlf9,Jairo Vazquez
Apr 20,home,Quinsigamond,W,13-0,13,0,13,win,20230420_mlxw,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,div3,Northern Essex,northernessexcommunitycollege,jairovazquezhlf9,Jairo Vazquez
Apr 27,home,Massasoit,W,12-2,12,2,10,win,20230427_d9d0,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,div3,Northern Essex,northernessexcommunitycollege,jairovazquezhlf9,Jairo Vazquez
May 5,home,Quincy College,W,6-0,6,0,6,win,20230505_jok5,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,div3,Northern Essex,northernessexcommunitycollege,jairovazquezhlf9,Jairo Vazquez
May 13,home,Rhode Island,W,11-9,11,9,2,win,20230513_8r4m,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,div3,Northern Essex,northernessexcommunitycollege,jairovazquezhlf9,Jairo Vazquez
May 19,home,Kingsborough,W,5-2,5,2,3,win,20230519_76d4,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,div3,Northern Essex,northernessexcommunitycollege,jairovazquezhlf9,Jairo Vazquez
May 28,home,(4) Joliet,W,1-0,1,0,1,win,20230528_ze8x,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,div3,Northern Essex,northernessexcommunitycollege,jairovazquezhlf9,Jairo Vazquez
