date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 6,home,vs. Northeastern Oklahoma A&M,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,St. Louis,stlouiscommunitycollege,blanebessexnxw,Blane Besse
Feb 6,home,vs. Northeastern Oklahoma A&M,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,St. Louis,stlouiscommunitycollege,blanebessexnxw,Blane Besse
Feb 6,home,vs. Northeastern Oklahoma A&M,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,St. Louis,stlouiscommunitycollege,blanebessexnxw,Blane Besse
Feb 6,home,vs. Northeastern Oklahoma A&M,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,St. Louis,stlouiscommunitycollege,blanebessexnxw,Blane Besse
Feb 13,away,Baton Rouge,L,9-2,9,9,4,0,0,,,,0,,3,,,,,,0,0,,,,,4,2021,2020-21,div1,St. Louis,stlouiscommunitycollege,blanebessexnxw,Blane Besse
Feb 13,away,Baton Rouge,L,10-3,10,10,5,1,1,,,,0,,3,,,,,,1,0,,,,,5,2021,2020-21,div1,St. Louis,stlouiscommunitycollege,blanebessexnxw,Blane Besse
Feb 20,home,vs. Nunez,W,8-3,8,8,3,1,1,,,,2,1,,,,1,,,1,0,,,,,5,2021,2020-21,div1,St. Louis,stlouiscommunitycollege,blanebessexnxw,Blane Besse
Feb 20,home,vs. Nunez,L,9-2,9,9,3,0,1,,,,0,,1,,,,,,1,0,,,,,3,2021,2020-21,div1,St. Louis,stlouiscommunitycollege,blanebessexnxw,Blane Besse
Feb 21,home,vs. Nunez,W,9-3,9,9,3,1,1,,,,1,1,,,1,,,,1,0,,,,,4,2021,2020-21,div1,St. Louis,stlouiscommunitycollege,blanebessexnxw,Blane Besse
Feb 21,home,vs. Nunez,W,9-4,9,9,2,0,0,,,,0,2,1,,,,,,0,0,,,,,4,2021,2020-21,div1,St. Louis,stlouiscommunitycollege,blanebessexnxw,Blane Besse
