date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 10,home,Garrett,W,13-1,13,1,12.0,win,,,,,,,,,,,,,12.0,win,,,,,,,,,,,,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,anthonyswendab69i,Anthony Swenda
Mar 10,home,Garrett,W,6-3,6,3,3.0,win,20210310_t1mq,2,1,0,,,,1,1,1,,,3.0,win,20210310_t1mq,,,,0,0,,,1,,3,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,anthonyswendab69i,Anthony Swenda
Mar 20,home,Christendom,W,12-4,12,4,8.0,win,,,,,,,,,,,,,8.0,win,,,,,,,,,,,,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,anthonyswendab69i,Anthony Swenda
Mar 20,home,Christendom,W,7-2,7,2,5.0,win,20210320_s0a3,2,0,0,,,,0,,,,,5.0,win,20210320_s0a3,,,1,0,0,,1,2,0.50,3,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,anthonyswendab69i,Anthony Swenda
Mar 21,home,Scotland,W,10-0,10,0,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,anthonyswendab69i,Anthony Swenda
Mar 21,home,Scotland,W,20-0,20,0,20.0,win,20210321_u5ju,1,3,1,1,,,1,2,,,,20.0,win,20210321_u5ju,,,,2,1,,,,,3,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,anthonyswendab69i,Anthony Swenda
Mar 23,home,Westmoreland,W,9-1,9,1,8.0,win,20210323_qrzx,2,1,2,1,,,0,,,,,8.0,win,20210323_qrzx,,,,3,1,,,,,2,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,anthonyswendab69i,Anthony Swenda
Mar 23,home,Westmoreland,W,11-10,11,10,1.0,win,20210323_jo7l,3,1,0,,,,1,1,1,,,1.0,win,20210323_jo7l,1,,,0,0,,1,1,1.00,5,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,anthonyswendab69i,Anthony Swenda
Mar 27,home,Scotland Prep,W,14-4,14,4,10.0,win,20210327_zk8p,1,2,0,,,,0,2,,,,10.0,win,20210327_zk8p,1,,,0,0,,,1,,4,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,anthonyswendab69i,Anthony Swenda
Mar 27,home,Scotland Prep,L,5-3,5,3,2.0,win,20210327_ljin,3,0,0,,,,0,,2,,,2.0,win,20210327_ljin,1,,,0,0,,,1,,4,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,anthonyswendab69i,Anthony Swenda
