date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 13,home,Centenary,W,7-2,7,2,5,win,20230313_z5tn,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,div1,Panola,panolacollege,aidananthonywfw6,Aidan Anthony
Mar 18,home,Bossier Parish,W,8-7,8,7,1,win,20230318_i041,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,div1,Panola,panolacollege,aidananthonywfw6,Aidan Anthony
