date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 11,home,Dawson,W,10-9,10,9,1,win,20230211_a131,3,2,2,,,,0,1,,2,,,,,2,0,,,,,4,2023,2022-23,div1,Northeastern,northeasternjuniorcollege,joshmoore35y3,Josh Moore
Feb 12,home,Dawson,W,7-3,7,3,4,win,20230212_wavg,2,2,1,,,,2,1,,,,,,,1,0,,,,,3,2023,2022-23,div1,Northeastern,northeasternjuniorcollege,joshmoore35y3,Josh Moore
Feb 19,home,Miles,W,11-5,11,5,6,win,20230219_3v1y,3,2,1,,,,1,1,,,,,,,1,0,,,,,4,2023,2022-23,div1,Northeastern,northeasternjuniorcollege,joshmoore35y3,Josh Moore
Feb 26,home,McCook,W,8-7,8,7,1,win,20230226_zdu1,4,3,3,1,,,0,,,1,,,,,4,1,,,,,4,2023,2022-23,div1,Northeastern,northeasternjuniorcollege,joshmoore35y3,Josh Moore
Feb 26,home,McCook,W,16-4,16,4,12,win,20230226_60g2,4,1,0,,,,1,1,2,,,,,,0,0,,,,,5,2023,2022-23,div1,Northeastern,northeasternjuniorcollege,joshmoore35y3,Josh Moore
Mar 5,home,Lamar,W,22-18,22,18,4,win,20230305_86e9,5,2,2,,,1,1,,1,,,,,,5,1,,,,,5,2023,2022-23,div1,Northeastern,northeasternjuniorcollege,joshmoore35y3,Josh Moore
Mar 5,home,Lamar,W,24-13,24,13,11,win,20230305_tzv0,5,3,2,,,,1,1,1,,,,,,2,0,,,,,6,2023,2022-23,div1,Northeastern,northeasternjuniorcollege,joshmoore35y3,Josh Moore
Mar 11,home,Adams State University JV,W,16-3,16,3,13,win,20230311_3gra,3,1,3,,,,1,,,,,,,,3,0,,,,,3,2023,2022-23,div1,Northeastern,northeasternjuniorcollege,joshmoore35y3,Josh Moore
Mar 19,home,Trinidad State,W,3-0,3,0,3,win,20230319_df17,3,0,1,1,,,0,,2,,,,,,2,1,,,,,3,2023,2022-23,div1,Northeastern,northeasternjuniorcollege,joshmoore35y3,Josh Moore
Mar 24,home,Otero,W,11-5,11,5,6,win,20230324_igrd,4,1,1,,,,1,,1,,,,,,1,0,,,,,4,2023,2022-23,div1,Northeastern,northeasternjuniorcollege,joshmoore35y3,Josh Moore
Mar 24,home,Otero,W,16-0,16,0,16,win,20230324_v0i8,1,1,1,,,,0,,,,,,,,1,0,,,,,1,2023,2022-23,div1,Northeastern,northeasternjuniorcollege,joshmoore35y3,Josh Moore
Mar 25,home,Otero,W,17-10,17,10,7,win,20230325_puan,6,1,1,1,,,1,,2,1,,,,,2,1,,,,,6,2023,2022-23,div1,Northeastern,northeasternjuniorcollege,joshmoore35y3,Josh Moore
Mar 25,home,Otero,W,4-2,4,2,2,win,20230325_lsqy,2,0,1,1,,,0,1,,,,,,,2,1,,,,,3,2023,2022-23,div1,Northeastern,northeasternjuniorcollege,joshmoore35y3,Josh Moore
Mar 30,home,Western Nebraska,W,8-6,8,6,2,win,20230330_r765,2,1,2,1,,,4,1,,,,,1,,3,1,,,,,4,2023,2022-23,div1,Northeastern,northeasternjuniorcollege,joshmoore35y3,Josh Moore
Apr 2,home,Luna,W,9-0,9,0,9,win,20230402_5o0e,4,0,0,,,,0,,1,,,,,,0,0,,,,,4,2023,2022-23,div1,Northeastern,northeasternjuniorcollege,joshmoore35y3,Josh Moore
Apr 2,home,Luna,W,14-6,14,6,8,win,20230402_v45t,5,1,2,,,,2,,,,,,,,2,0,,,,,5,2023,2022-23,div1,Northeastern,northeasternjuniorcollege,joshmoore35y3,Josh Moore
Apr 3,home,Luna,W,9-0,9,0,9,win,20230403_4qdf,2,1,0,,,,0,1,1,,,,,,0,0,,,,,3,2023,2022-23,div1,Northeastern,northeasternjuniorcollege,joshmoore35y3,Josh Moore
Apr 11,home,CSU Club,W,14-7,14,7,7,win,20230411_g9jy,5,2,2,1,,,1,1,,,,,,,3,1,,,,,6,2023,2022-23,div1,Northeastern,northeasternjuniorcollege,joshmoore35y3,Josh Moore
Apr 16,home,Western Nebraska,W,11-10,11,10,1,win,20230416_ouyu,3,0,2,,,,1,1,,,,1,1,,2,0,,,,,6,2023,2022-23,div1,Northeastern,northeasternjuniorcollege,joshmoore35y3,Josh Moore
Apr 23,home,McCook,W,17-7,17,7,10,win,20230423_574g,1,1,0,,,,1,1,,,,,1,,0,0,,,,,3,2023,2022-23,div1,Northeastern,northeasternjuniorcollege,joshmoore35y3,Josh Moore
Apr 29,home,Southeast,W,12-11,12,11,1,win,20230429_htkn,0,0,0,,,,0,1,,,,,,,0,0,,,,,1,2023,2022-23,div1,Northeastern,northeasternjuniorcollege,joshmoore35y3,Josh Moore
May 5,home,Otero,W,10-5,10,5,5,win,20230505_ew11,0,0,0,,,,0,,,,,1,,,0,0,,,,,1,2023,2022-23,div1,Northeastern,northeasternjuniorcollege,joshmoore35y3,Josh Moore
