date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 7,home,Pasco-Hernando State,L,8-6,8,6,2,win,20200207_j5v0,1,1,0,,,,1,3,1,1,,1,,,0,0,,,,,5,2020,2019-20,div1,Shelton State,sheltonstatecommunitycollege,garrettsheffieldz0aq,Garrett Sheffield
Feb 8,home,Tallahassee,L,7-4,7,4,3,win,20200208_82do,4,1,1,1,,,0,1,1,,,,,,2,1,,,,,5,2020,2019-20,div1,Shelton State,sheltonstatecommunitycollege,garrettsheffieldz0aq,Garrett Sheffield
Feb 8,home,Tallahassee,W,4-0,4,0,4,win,20200208_8p2d,2,0,1,,,,0,1,,1,,,,,1,0,,,,,3,2020,2019-20,div1,Shelton State,sheltonstatecommunitycollege,garrettsheffieldz0aq,Garrett Sheffield
Feb 15,home,East Mississippi,W,8-6,8,6,2,win,20200215_34hm,5,1,3,,,,2,,,1,,,,,3,0,,,,,5,2020,2019-20,div1,Shelton State,sheltonstatecommunitycollege,garrettsheffieldz0aq,Garrett Sheffield
Feb 15,home,East Mississippi,W,10-1,10,1,9,win,20200215_u4b5,3,1,1,1,,,1,,1,,,,,,2,1,,,,,3,2020,2019-20,div1,Shelton State,sheltonstatecommunitycollege,garrettsheffieldz0aq,Garrett Sheffield
Feb 16,home,East Central (MS),W,4-1,4,1,3,win,20200216_6ifz,3,1,1,,,,0,,1,,,1,,,1,0,,,,,4,2020,2019-20,div1,Shelton State,sheltonstatecommunitycollege,garrettsheffieldz0aq,Garrett Sheffield
Feb 16,home,East Central (MS),W,8-4,8,4,4,win,20200216_ek0i,3,0,0,,,,0,,2,,,,,1,0,0,,,,,4,2020,2019-20,div1,Shelton State,sheltonstatecommunitycollege,garrettsheffieldz0aq,Garrett Sheffield
Feb 21,home,Gulf Coast State,W,5-3,5,3,2,win,20200221_eswg,1,0,1,,,,0,,,,,,,,1,0,,,,,1,2020,2019-20,div1,Shelton State,sheltonstatecommunitycollege,garrettsheffieldz0aq,Garrett Sheffield
Feb 21,home,Wallace-Dothan,W,8-7,8,7,1,win,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Shelton State,sheltonstatecommunitycollege,garrettsheffieldz0aq,Garrett Sheffield
Feb 22,home,Gulf Coast State,W,6-1,6,1,5,win,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Shelton State,sheltonstatecommunitycollege,garrettsheffieldz0aq,Garrett Sheffield
Feb 22,home,Gulf Coast State,W,7-6,7,6,1,win,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Shelton State,sheltonstatecommunitycollege,garrettsheffieldz0aq,Garrett Sheffield
Feb 27,home,Northwest Florida State,L,4-3,4,3,1,win,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Shelton State,sheltonstatecommunitycollege,garrettsheffieldz0aq,Garrett Sheffield
