date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 10,home,Alexandria Technical & Community College,W,11-1,11,1,10,win,20230310_htsh,3,0,0,,,,0,1,2,,,,,,0,0,,,1,,4,2023,2022-23,div3,Oakton,oaktoncommunitycollege,michaelperryxv9x,MICHAEL PERRY
Mar 11,home,Minnesota North College - Itasca,W,11-1,11,1,10,win,20230311_e2ya,3,1,2,,,,1,,,1,,,,,2,0,,1,,,3,2023,2022-23,div3,Oakton,oaktoncommunitycollege,michaelperryxv9x,MICHAEL PERRY
Mar 15,home,RCSJ Cumberland,W,5-1,5,1,4,win,20230315_spbh,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2023,2022-23,div3,Oakton,oaktoncommunitycollege,michaelperryxv9x,MICHAEL PERRY
Mar 30,home,Milwaukee Area Tech,W,11-1,11,1,10,win,20230330_24kk,3,0,2,1,,,2,,1,,,,1,,3,1,,,1,,4,2023,2022-23,div3,Oakton,oaktoncommunitycollege,michaelperryxv9x,MICHAEL PERRY
Apr 5,home,McHenry County,W,15-5,15,5,10,win,20230405_hwy6,4,3,4,,1,,3,,,1,,,,,6,1,,,,,4,2023,2022-23,div3,Oakton,oaktoncommunitycollege,michaelperryxv9x,MICHAEL PERRY
Apr 7,home,DuPage,W,6-3,6,3,3,win,20230407_reup,4,1,0,,,,0,,1,,,,,,0,0,,2,1,2.00,4,2023,2022-23,div3,Oakton,oaktoncommunitycollege,michaelperryxv9x,MICHAEL PERRY
Apr 11,home,Lake County,W,7-0,7,0,7,win,20230411_rl5d,3,2,2,1,,1,4,,,,,1,,,6,2,,,1,,4,2023,2022-23,div3,Oakton,oaktoncommunitycollege,michaelperryxv9x,MICHAEL PERRY
Apr 14,home,Rock Valley,W,8-3,8,3,5,win,20230414_j4pt,2,1,1,,,,0,1,,,,,,,1,0,,1,,,3,2023,2022-23,div3,Oakton,oaktoncommunitycollege,michaelperryxv9x,MICHAEL PERRY
Apr 15,home,Prairie State,W,22-7,22,7,15,win,20230415_bn24,5,2,3,1,,,1,,1,1,,,,,4,1,,1,,,5,2023,2022-23,div3,Oakton,oaktoncommunitycollege,michaelperryxv9x,MICHAEL PERRY
Apr 15,home,Prairie State,W,7-3,7,3,4,win,20230415_tsfy,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2023,2022-23,div3,Oakton,oaktoncommunitycollege,michaelperryxv9x,MICHAEL PERRY
Apr 21,home,Highland (IL),W,9-8,9,8,1,win,20230421_wcjk,0,1,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,div3,Oakton,oaktoncommunitycollege,michaelperryxv9x,MICHAEL PERRY
Apr 21,home,Highland (IL),W,10-9,10,9,1,win,20230421_5bgb,0,1,0,,,,0,,,1,,,,,0,0,,,,,0,2023,2022-23,div3,Oakton,oaktoncommunitycollege,michaelperryxv9x,MICHAEL PERRY
May 3,home,Bryant & Stratton College (WI),W,5-3,5,3,2,win,20230503_vy2i,2,0,0,,,,0,,1,,,,,1,0,0,,1,,,3,2023,2022-23,div3,Oakton,oaktoncommunitycollege,michaelperryxv9x,MICHAEL PERRY
May 4,home,Olive-Harvey,W,4-3,4,3,1,win,20230504_7e2d,3,0,0,,,,0,,2,,,,,,0,0,,,1,,3,2023,2022-23,div3,Oakton,oaktoncommunitycollege,michaelperryxv9x,MICHAEL PERRY
May 5,home,Kankakee,W,5-3,5,3,2,win,20230505_8k0b,2,0,2,,,,0,,,,2,,,,2,0,,,,,2,2023,2022-23,div3,Oakton,oaktoncommunitycollege,michaelperryxv9x,MICHAEL PERRY
