date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 3,home,Phoenix,W,8-3,8,3,5.0,win,20150203_h9ye,4,1,1,,,1,1,,2,,,5.0,win,20150203_h9ye,,,,4,1,,,1,,4,2015,2014-15,div1,Central Arizona,centralarizonacollege,mjhubbs9zyi,MJ Hubbs
Feb 6,home,Southern Nevada,L,3-2,3,2,1.0,win,20150206_3m3i,2,1,1,,1,,1,1,1,1,,1.0,win,20150206_3m3i,,,,3,1,,,,,3,2015,2014-15,div1,Central Arizona,centralarizonacollege,mjhubbs9zyi,MJ Hubbs
Feb 6,home,Southern Nevada,W,9-2,9,2,7.0,win,20150206_4ojk,5,0,2,1,,,1,,1,,,7.0,win,20150206_4ojk,,,,3,1,,1,1,1.00,5,2015,2014-15,div1,Central Arizona,centralarizonacollege,mjhubbs9zyi,MJ Hubbs
Feb 7,home,El Paso,W,7-1,7,1,6.0,win,20150207_7a5a,4,0,3,2,,,3,,,,,6.0,win,20150207_7a5a,,,,5,2,,,1,,4,2015,2014-15,div1,Central Arizona,centralarizonacollege,mjhubbs9zyi,MJ Hubbs
Feb 7,home,El Paso,W,4-3,4,3,1.0,win,20150207_3il8,4,2,3,1,,,0,1,,1,1,1.0,win,20150207_3il8,,,,4,1,,1,,,5,2015,2014-15,div1,Central Arizona,centralarizonacollege,mjhubbs9zyi,MJ Hubbs
Feb 11,home,Okanogan,W,11-1,11,1,10.0,win,20150211_chxy,2,2,1,,,,0,1,1,2,,10.0,win,20150211_chxy,1,,,1,0,,,,,4,2015,2014-15,div1,Central Arizona,centralarizonacollege,mjhubbs9zyi,MJ Hubbs
Feb 11,home,Okanogan,W,19-2,19,2,17.0,win,,,,,,,,,,,,,17.0,win,,,,,,,,,,,,2015,2014-15,div1,Central Arizona,centralarizonacollege,mjhubbs9zyi,MJ Hubbs
Feb 17,home,South Mountain,L,4-3,4,3,1.0,win,20150217_ayz9,5,0,1,,,,1,,1,,,1.0,win,20150217_ayz9,,,,1,0,,2,1,2.00,5,2015,2014-15,div1,Central Arizona,centralarizonacollege,mjhubbs9zyi,MJ Hubbs
Feb 24,home,Cochise,L,2-1,2,1,1.0,win,20150224_pgzj,3,0,1,1,,,0,1,1,,,1.0,win,20150224_pgzj,,,,2,1,,,1,,4,2015,2014-15,div1,Central Arizona,centralarizonacollege,mjhubbs9zyi,MJ Hubbs
Feb 24,home,Cochise,L,10-5,10,5,5.0,win,20150224_ba0w,4,1,1,,,1,3,,2,,,5.0,win,20150224_ba0w,,1,,4,1,,,1,,5,2015,2014-15,div1,Central Arizona,centralarizonacollege,mjhubbs9zyi,MJ Hubbs
Feb 25,home,"Aoyama University, Japan",W,3-1,3,1,2.0,win,20150225_ov50,4,1,1,1,,,0,,3,,,2.0,win,20150225_ov50,,,,2,1,,,,,4,2015,2014-15,div1,Central Arizona,centralarizonacollege,mjhubbs9zyi,MJ Hubbs
Feb 28,home,Eastern Arizona,W,5-0,5,0,5.0,win,20150228_b167,1,1,0,,,,1,1,1,,,5.0,win,20150228_b167,,1,,0,0,,,,,3,2015,2014-15,div1,Central Arizona,centralarizonacollege,mjhubbs9zyi,MJ Hubbs
Feb 28,home,Eastern Arizona,W,9-1,9,1,8.0,win,20150228_3dvg,4,2,2,,,1,2,,2,,,8.0,win,20150228_3dvg,,1,,5,1,,,,,5,2015,2014-15,div1,Central Arizona,centralarizonacollege,mjhubbs9zyi,MJ Hubbs
Mar 7,home,Glendale,W,3-0,3,0,3.0,win,20150307_qm4y,3,0,1,1,,,1,,1,,,3.0,win,20150307_qm4y,,,,2,1,,1,,,3,2015,2014-15,div1,Central Arizona,centralarizonacollege,mjhubbs9zyi,MJ Hubbs
Mar 7,home,Glendale,W,14-5,14,5,9.0,win,20150307_0jkw,4,2,2,,1,,3,1,1,,,9.0,win,20150307_0jkw,,,,4,1,,,1,,5,2015,2014-15,div1,Central Arizona,centralarizonacollege,mjhubbs9zyi,MJ Hubbs
Mar 12,home,Douglas,W,3-1,3,1,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,Central Arizona,centralarizonacollege,mjhubbs9zyi,MJ Hubbs
Mar 13,home,Northeastern,W,5-4,5,4,1.0,win,20150313_9g0e,5,0,1,,,,0,,,,,1.0,win,20150313_9g0e,,,,1,0,,2,2,1.00,5,2015,2014-15,div1,Central Arizona,centralarizonacollege,mjhubbs9zyi,MJ Hubbs
Mar 14,home,Monroe CC,W,9-1,9,1,8.0,win,20150314_lcr9,3,0,2,,,,2,,1,,,8.0,win,20150314_lcr9,1,,,2,0,,,,,4,2015,2014-15,div1,Central Arizona,centralarizonacollege,mjhubbs9zyi,MJ Hubbs
