date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 31,away,Coastal Alabama - Monroeville,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,evangilliam6vft,Evan Gilliam
Feb 1,away,Coastal Alabama - Monroeville,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,evangilliam6vft,Evan Gilliam
Feb 1,away,Coastal Alabama - Monroeville,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,evangilliam6vft,Evan Gilliam
Feb 1,away,Coastal Alabama - Monroeville,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,evangilliam6vft,Evan Gilliam
Feb 1,away,Coastal Alabama - Monroeville,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,evangilliam6vft,Evan Gilliam
Feb 2,away,Coastal Alabama - Monroeville,W,18-11,18,18,5,3,3,1,,,2,1,2,1,,,,,4,1,,,,,6,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,evangilliam6vft,Evan Gilliam
Feb 3,away,Coastal Alabama - Monroeville,W,9-3,9,9,3,1,1,,,,2,2,1,,,,,,1,0,,,,,5,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,evangilliam6vft,Evan Gilliam
Feb 3,away,Coastal Alabama - Monroeville,W,5-4,5,5,4,2,1,1,,,0,,,,,,,,2,1,,,,,4,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,evangilliam6vft,Evan Gilliam
Feb 7,away,Jones,W,9-5,9,9,5,1,2,1,,,0,,1,,,,,,3,1,,,2,,5,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,evangilliam6vft,Evan Gilliam
Feb 8,away,Jones,W,10-4,10,10,4,1,1,,,,2,1,1,,,,,,1,0,,1,1,1.00,5,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,evangilliam6vft,Evan Gilliam
Feb 8,away,Jones,L,5-3,5,5,4,0,0,,,,0,,2,,,,,,0,0,,1,1,1.00,4,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,evangilliam6vft,Evan Gilliam
Feb 14,away,Southern Union State,W,20-10,20,20,6,5,5,0,2,0,1,0,0,0,0,0,0,0,9,2,,0,,,6,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,evangilliam6vft,Evan Gilliam
Feb 14,home,vs. John A. Logan,L,3-1,3,3,4,0,0,,,,0,,1,,,,,,0,0,,,,,4,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,evangilliam6vft,Evan Gilliam
Feb 15,home,vs. Spartanburg Methodist,W,9-8,9,9,4,2,2,,,,0,1,,,,,,,2,0,,1,1,1.00,5,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,evangilliam6vft,Evan Gilliam
Feb 21,away,Chipola,L,7-5,7,7,3,1,1,,,,0,,1,,,,,1,1,0,,,,,4,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,evangilliam6vft,Evan Gilliam
Feb 21,home,vs. Gordon State,L,9-4,9,9,4,0,1,,,,0,,1,,,,,,1,0,,,,,4,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,evangilliam6vft,Evan Gilliam
Feb 22,away,Wallace-Dothan,W,8-5,8,8,5,1,2,1,,,1,,,,,,,,3,1,,,,,5,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,evangilliam6vft,Evan Gilliam
Feb 23,home,vs. Wabash Valley,W,6-4,6,6,3,0,0,,,,0,1,1,,,,,,0,0,,,,,4,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,evangilliam6vft,Evan Gilliam
Feb 29,home,Columbia State,L,8-2,8,8,4,0,2,,,,0,,,,,,,,2,0,,2,,,4,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,evangilliam6vft,Evan Gilliam
Feb 29,home,Columbia State,W,4-3,4,4,4,1,3,2,,,1,,,,,,,,5,2,,,1,,4,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,evangilliam6vft,Evan Gilliam
Mar 1,home,Columbia State,W,7-5,7,7,4,1,1,,,,0,1,1,,,,,,1,0,1,2,,,5,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,evangilliam6vft,Evan Gilliam
