date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 1,home,New Mexico Military,W,10-3,10,3,7,win,20200201_3aq6,3,2,1,,,,1,1,1,,,,,,1,0,,,,,4,2020,2019-20,div1,Otero,oterojuniorcollege,betofraireie0q,Beto Fraire
Feb 2,home,New Mexico Military,L,7-6,7,6,1,win,20200202_lpi3,3,0,0,,,,0,,1,,,,,,0,0,,,,,3,2020,2019-20,div1,Otero,oterojuniorcollege,betofraireie0q,Beto Fraire
Feb 6,home,Frank Phillips,W,7-3,7,3,4,win,20200206_tfh3,4,0,1,,,,0,,2,,,,,,1,0,,,,,4,2020,2019-20,div1,Otero,oterojuniorcollege,betofraireie0q,Beto Fraire
Feb 9,home,Frank Phillips,L,1-0,1,0,1,win,20200209_21an,2,0,1,,,,0,1,1,,,1,,,1,0,,,,,4,2020,2019-20,div1,Otero,oterojuniorcollege,betofraireie0q,Beto Fraire
Feb 11,home,Colby,L,8-7,8,7,1,win,20200211_nklh,0,0,0,,,,1,,,,,1,,,0,0,,,,,1,2020,2019-20,div1,Otero,oterojuniorcollege,betofraireie0q,Beto Fraire
Feb 16,home,Luna,W,14-4,14,4,10,win,20200216_r4os,4,3,1,,,1,4,1,2,1,,,,,4,1,,,,,5,2020,2019-20,div1,Otero,oterojuniorcollege,betofraireie0q,Beto Fraire
Feb 17,home,Luna,L,6-5,6,5,1,win,20200217_lw8v,2,0,0,,,,0,,,,,,,,0,0,,,,,2,2020,2019-20,div1,Otero,oterojuniorcollege,betofraireie0q,Beto Fraire
Feb 17,home,Luna,W,16-5,16,5,11,win,20200217_0dfj,5,2,1,,,,0,,,,,,,,1,0,,,,,5,2020,2019-20,div1,Otero,oterojuniorcollege,betofraireie0q,Beto Fraire
Feb 22,home,Northeastern,W,3-2,3,2,1,win,20200222_mu6m,3,0,1,,,,1,,,,,,,,1,0,,,,,3,2020,2019-20,div1,Otero,oterojuniorcollege,betofraireie0q,Beto Fraire
Feb 22,home,Northeastern,L,4-0,4,0,4,win,20200222_14p1,3,0,0,,,,0,,,,,,,,0,0,,,,,3,2020,2019-20,div1,Otero,oterojuniorcollege,betofraireie0q,Beto Fraire
Feb 26,home,Colby,L,17-6,17,6,11,win,20200226_tnxi,5,1,1,,,,0,,3,,,,,,1,0,,,,,5,2020,2019-20,div1,Otero,oterojuniorcollege,betofraireie0q,Beto Fraire
Feb 29,home,McCook,L,6-5,6,5,1,win,20200229_ascs,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2020,2019-20,div1,Otero,oterojuniorcollege,betofraireie0q,Beto Fraire
Feb 29,home,McCook,L,6-1,6,1,5,win,20200229_veo2,1,0,0,,,,0,2,,1,,,,,0,0,,,,,3,2020,2019-20,div1,Otero,oterojuniorcollege,betofraireie0q,Beto Fraire
Mar 1,home,McCook,W,14-6,14,6,8,win,20200301_opfm,6,2,3,,,1,3,,1,,,,,,6,1,,,,,6,2020,2019-20,div1,Otero,oterojuniorcollege,betofraireie0q,Beto Fraire
Mar 4,home,Trinidad State,L,10-0,10,0,10,win,20200304_dqy0,1,0,0,,,,0,1,,,,1,,,0,0,,,,,3,2020,2019-20,div1,Otero,oterojuniorcollege,betofraireie0q,Beto Fraire
Mar 7,home,Southeast,W,11-8,11,8,3,win,20200307_17lr,5,1,2,,,1,3,1,,,,,,,5,1,,,,,6,2020,2019-20,div1,Otero,oterojuniorcollege,betofraireie0q,Beto Fraire
Mar 7,home,Southeast,L,4-2,4,2,2,win,20200307_a2zf,3,0,0,,,,0,1,1,,,,,,0,0,,,,,4,2020,2019-20,div1,Otero,oterojuniorcollege,betofraireie0q,Beto Fraire
Mar 10,home,Garden City,W,7-6,7,6,1,win,20200310_ruia,5,1,2,,,,2,1,1,1,,,,,2,0,,,,,6,2020,2019-20,div1,Otero,oterojuniorcollege,betofraireie0q,Beto Fraire
