date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 28,home,El Paso,L,6-3,6,3,3,win,20220128_bkb7,2,0,1,,,,1,,,,,,,,1,0,,,,,2,2022,2021-22,div2,Paradise Valley,paradisevalleycommunitycollege,robbieliddingtongzrd,Robbie Liddington
Jan 28,home,Lamar,W,12-2,12,2,10,win,20220128_n4ye,4,1,1,1,,,1,1,1,,,,,,2,1,,,,,5,2022,2021-22,div2,Paradise Valley,paradisevalleycommunitycollege,robbieliddingtongzrd,Robbie Liddington
Jan 29,home,New Mexico,L,11-6,11,6,5,win,20220129_4nqm,5,1,2,1,1,,0,,,,,,,,5,2,,,,,5,2022,2021-22,div2,Paradise Valley,paradisevalleycommunitycollege,robbieliddingtongzrd,Robbie Liddington
Jan 29,home,Colorado Northwestern,W,8-5,8,5,3,win,20220129_fnuq,2,0,1,1,,,1,,,,,,,,2,1,,,,,2,2022,2021-22,div2,Paradise Valley,paradisevalleycommunitycollege,robbieliddingtongzrd,Robbie Liddington
Feb 2,home,Ottawa University JV,W,7-3,7,3,4,win,20220202_ku1c,2,0,1,1,,,0,,,,,,,,2,1,,,,,2,2022,2021-22,div2,Paradise Valley,paradisevalleycommunitycollege,robbieliddingtongzrd,Robbie Liddington
Feb 4,home,Colorado Northwestern,W,7-2,7,2,5,win,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div2,Paradise Valley,paradisevalleycommunitycollege,robbieliddingtongzrd,Robbie Liddington
Feb 4,home,Colorado Northwestern,W,3-1,3,1,2,win,20220204_9ajn,3,0,1,,,,2,,,,,,,,1,0,,,,,3,2022,2021-22,div2,Paradise Valley,paradisevalleycommunitycollege,robbieliddingtongzrd,Robbie Liddington
Feb 5,home,Colorado Northwestern,L,11-4,11,4,7,win,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div2,Paradise Valley,paradisevalleycommunitycollege,robbieliddingtongzrd,Robbie Liddington
Feb 5,home,Colorado Northwestern,W,3-2,3,2,1,win,20220205_dqhq,4,0,1,,,,0,,,1,,,,,1,0,,,,,4,2022,2021-22,div2,Paradise Valley,paradisevalleycommunitycollege,robbieliddingtongzrd,Robbie Liddington
Feb 7,home,Arizona Christian University JV,W,6-5,6,5,1,win,20220207_lxg4,5,1,2,2,,,0,,1,,,,,,4,2,,,,,5,2022,2021-22,div2,Paradise Valley,paradisevalleycommunitycollege,robbieliddingtongzrd,Robbie Liddington
Feb 9,home,South Mountain,W,8-6,8,6,2,win,20220209_2of9,1,2,1,,,1,2,2,,,1,1,1,,4,1,,,,,5,2022,2021-22,div2,Paradise Valley,paradisevalleycommunitycollege,robbieliddingtongzrd,Robbie Liddington
Feb 11,home,GateWay (AZ),L,12-6,12,6,6,win,20220211_gy5e,4,1,0,,,,1,1,1,1,,,1,,0,0,,,,,6,2022,2021-22,div2,Paradise Valley,paradisevalleycommunitycollege,robbieliddingtongzrd,Robbie Liddington
Feb 12,home,GateWay (AZ),W,12-2,12,2,10,win,20220212_cwuz,0,1,0,,,,0,,,,,,,,0,0,,,,,0,2022,2021-22,div2,Paradise Valley,paradisevalleycommunitycollege,robbieliddingtongzrd,Robbie Liddington
Feb 15,home,Scottsdale,L,5-2,5,2,3,win,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div2,Paradise Valley,paradisevalleycommunitycollege,robbieliddingtongzrd,Robbie Liddington
Feb 16,home,Scottsdale,L,11-4,11,4,7,win,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div2,Paradise Valley,paradisevalleycommunitycollege,robbieliddingtongzrd,Robbie Liddington
Feb 17,home,Grand Canyon University Club,W,7-5,7,5,2,win,20220217_bd8d,3,2,0,,,,0,2,,,,,,,0,0,1,,,,5,2022,2021-22,div2,Paradise Valley,paradisevalleycommunitycollege,robbieliddingtongzrd,Robbie Liddington
Feb 19,home,Arizona Christian University JV,W,14-1,14,1,13,win,20220219_n5x0,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2022,2021-22,div2,Paradise Valley,paradisevalleycommunitycollege,robbieliddingtongzrd,Robbie Liddington
Feb 22,home,Glendale,W,5-1,5,1,4,win,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div2,Paradise Valley,paradisevalleycommunitycollege,robbieliddingtongzrd,Robbie Liddington
Feb 23,home,Glendale,,,,,4,win,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div2,Paradise Valley,paradisevalleycommunitycollege,robbieliddingtongzrd,Robbie Liddington
Feb 25,home,Chandler-Gilbert,W,6-5,6,5,1,win,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div2,Paradise Valley,paradisevalleycommunitycollege,robbieliddingtongzrd,Robbie Liddington
Feb 26,home,Chandler-Gilbert,L,8-2,8,2,6,win,20220226_bfkr,2,0,0,,,,0,,2,,,,,,0,0,,,,,2,2022,2021-22,div2,Paradise Valley,paradisevalleycommunitycollege,robbieliddingtongzrd,Robbie Liddington
Mar 1,home,Phoenix,W,6-2,6,2,4,win,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div2,Paradise Valley,paradisevalleycommunitycollege,robbieliddingtongzrd,Robbie Liddington
Mar 2,home,Phoenix,L,5-4,5,4,1,win,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div2,Paradise Valley,paradisevalleycommunitycollege,robbieliddingtongzrd,Robbie Liddington
Mar 4,home,Mesa,W,12-1,12,1,11,win,20220304_kat6,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2022,2021-22,div2,Paradise Valley,paradisevalleycommunitycollege,robbieliddingtongzrd,Robbie Liddington
Mar 5,home,Mesa,W,4-2,4,2,2,win,20220305_ou03,0,0,0,,,,0,,,,,1,,,0,0,,,,,1,2022,2021-22,div2,Paradise Valley,paradisevalleycommunitycollege,robbieliddingtongzrd,Robbie Liddington
