date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 8,home,Southwestern,L,12-2,12,2,10.0,win,20180208_9z3r,1,0,1,,,,0,,,,,10.0,win,20180208_9z3r,,,,1,0,,,,,1,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Feb 8,home,Southwestern,W,11-9,11,9,2.0,win,20180208_7wpm,2,0,0,,,,0,,1,,,2.0,win,20180208_7wpm,,,,0,0,,,,,2,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Feb 9,home,Southwestern,W,11-1,11,1,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Feb 9,home,Southwestern,W,9-2,9,2,7.0,win,,,,,,,,,,,,,7.0,win,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Feb 12,home,Ottawa University JV,W,10-0,10,0,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Feb 12,home,Ottawa University JV,W,11-1,11,1,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Feb 21,home,Bryant & Stratton College (WI),,,,,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Feb 21,home,Bryant & Stratton College (WI),,,,,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Feb 21,home,Bryant & Stratton College (WI),,,,,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Feb 21,home,Bryant & Stratton College (WI),,,,,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Feb 26,home,North Central Missouri,L,14-10,14,10,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Feb 26,home,North Central Missouri,W,8-3,8,3,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Feb 27,home,North Central Missouri,W,16-6,16,6,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Feb 27,home,North Central Missouri,W,18-8,18,8,10.0,win,20180227_vbco,3,2,2,1,,,0,1,,,1,10.0,win,20180227_vbco,,,,3,1,,,1,,4,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Mar 1,home,Labette,W,7-3,7,3,4.0,win,20180301_3cfk,3,1,1,,,,0,,1,,,4.0,win,20180301_3cfk,,,,1,0,,,1,,3,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Mar 1,home,Labette,W,6-2,6,2,4.0,win,20180301_2abr,1,1,0,,,,1,1,1,,1,4.0,win,20180301_2abr,1,2,,0,0,,,,,5,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Mar 10,home,Highland (KS),W,7-4,7,4,3.0,win,20180310_o8vk,3,1,1,,,,0,,,,,3.0,win,20180310_o8vk,,,,1,0,,1,,,3,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Mar 10,home,Highland (KS),L,5-2,5,2,3.0,win,20180310_pi4x,4,0,2,,,,0,,1,,,3.0,win,20180310_pi4x,,,,2,0,,1,,,4,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Mar 15,home,Neosho County,W,14-4,14,4,10.0,win,20180315_k0nu,4,1,3,,1,,1,,,,,10.0,win,20180315_k0nu,,,,5,1,,1,,,4,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Mar 15,home,Neosho County,L,28-13,28,13,15.0,win,20180315_77ab,4,1,1,,,,0,,1,,,15.0,win,20180315_77ab,,,,1,0,,,1,,4,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Mar 24,home,Fort Scott,L,13-0,13,0,13.0,win,,,,,,,,,,,,,13.0,win,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Mar 24,home,Fort Scott,W,6-5,6,5,1.0,win,20180324_8yvt,4,1,0,,,,0,,1,,,1.0,win,20180324_8yvt,1,,,0,0,,2,1,2.00,5,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Mar 30,home,Kansas City Kansas,L,12-0,12,0,12.0,win,20180330_logi,2,0,0,,,,0,,1,,,12.0,win,20180330_logi,,,,0,0,,1,,,2,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Mar 30,home,Kansas City Kansas,W,12-6,12,6,6.0,win,,,,,,,,,,,,,6.0,win,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Apr 4,home,Ottawa University JV,W,10-2,10,2,8.0,win,20180404_6llo,3,0,0,,,,0,,,,,8.0,win,20180404_6llo,,,,0,0,,1,2,0.50,3,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Apr 4,home,Ottawa University JV,L,13-10,13,10,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Apr 7,home,Johnson County,W,4-1,4,1,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Apr 7,home,Johnson County,L,7-0,7,0,7.0,win,,,,,,,,,,,,,7.0,win,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Apr 12,home,Cowley,L,25-2,25,2,23.0,win,,,,,,,,,,,,,23.0,win,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Apr 12,home,Cowley,L,10-8,10,8,2.0,win,20180412_gppa,2,2,2,,,,0,3,,,,2.0,win,20180412_gppa,,,,2,0,,,,,5,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Apr 16,home,Oklahoma Wesleyan JV,W,7-0,7,0,7.0,win,20180416_0qv3,3,2,2,1,1,,0,,,,,7.0,win,20180416_0qv3,,,,5,2,,1,,,3,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
Apr 16,home,Oklahoma Wesleyan JV,W,13-3,13,3,10.0,win,20180416_h122,2,0,1,1,,,2,,1,,,10.0,win,20180416_h122,,,1,2,1,,,,,3,2018,2017-18,div1,Allen County,allencountycommunitycollege,tonydougancyav,Tony Dougan
