date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 9,home,Highland (KS),W,10-0,10,0,10.0,win,20180209_zybr,2,0,1,,,,1,,,,,10.0,win,20180209_zybr,,1,,1,0,,1,1,1.00,3,2018,2017-18,div1,Butler,butlercommunitycollegeks,joshuacoxghpd,Joshua Cox
Feb 9,home,Highland (KS),W,8-6,8,6,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2018,2017-18,div1,Butler,butlercommunitycollegeks,joshuacoxghpd,Joshua Cox
Feb 13,home,McPherson College JV,W,11-1,11,1,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2018,2017-18,div1,Butler,butlercommunitycollegeks,joshuacoxghpd,Joshua Cox
Feb 13,home,McPherson College JV,W,16-3,16,3,13.0,win,20180213_nhwj,3,1,0,,,,1,1,2,,,13.0,win,20180213_nhwj,,1,,0,0,,,2,,5,2018,2017-18,div1,Butler,butlercommunitycollegeks,joshuacoxghpd,Joshua Cox
Feb 18,home,Coffeyville,W,4-1,4,1,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2018,2017-18,div1,Butler,butlercommunitycollegeks,joshuacoxghpd,Joshua Cox
Feb 18,home,Coffeyville,W,21-7,21,7,14.0,win,20180218_rnxr,4,1,2,,,,1,1,1,1,,14.0,win,20180218_rnxr,,,,2,0,,1,,,5,2018,2017-18,div1,Butler,butlercommunitycollegeks,joshuacoxghpd,Joshua Cox
Feb 25,home,Southeast,L,2-0,2,0,2.0,win,20180225_xbgr,3,0,1,,,,0,,1,1,,2.0,win,20180225_xbgr,,,,1,0,,,1,,3,2018,2017-18,div1,Butler,butlercommunitycollegeks,joshuacoxghpd,Joshua Cox
Feb 25,home,Independence,W,4-0,4,0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2018,2017-18,div1,Butler,butlercommunitycollegeks,joshuacoxghpd,Joshua Cox
Mar 3,home,Dodge City,W,10-3,10,3,7.0,win,,,,,,,,,,,,,7.0,win,,,,,,,,,,,,2018,2017-18,div1,Butler,butlercommunitycollegeks,joshuacoxghpd,Joshua Cox
Mar 3,home,Dodge City,L,16-9,16,9,7.0,win,20180303_olzs,2,1,0,,,,1,,1,1,,7.0,win,20180303_olzs,,,,0,0,,,,,2,2018,2017-18,div1,Butler,butlercommunitycollegeks,joshuacoxghpd,Joshua Cox
Mar 8,home,Garden City,W,5-4,5,4,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2018,2017-18,div1,Butler,butlercommunitycollegeks,joshuacoxghpd,Joshua Cox
Mar 8,home,Garden City,W,12-11,12,11,1.0,win,20180308_pq2f,2,0,0,,,,0,,1,,,1.0,win,20180308_pq2f,,,1,0,0,1,2,,,3,2018,2017-18,div1,Butler,butlercommunitycollegeks,joshuacoxghpd,Joshua Cox
Mar 17,home,Hutchinson,W,5-4,5,4,1.0,win,20180317_tpro,3,2,2,,,1,1,,,1,,1.0,win,20180317_tpro,,,,5,1,,,1,,3,2018,2017-18,div1,Butler,butlercommunitycollegeks,joshuacoxghpd,Joshua Cox
Mar 17,home,Hutchinson,L,5-4,5,4,1.0,win,20180317_dzga,4,1,1,,,,0,,1,1,,1.0,win,20180317_dzga,,,,1,0,1,2,,,4,2018,2017-18,div1,Butler,butlercommunitycollegeks,joshuacoxghpd,Joshua Cox
Mar 24,home,Pratt,W,5-4,5,4,1.0,win,20180324_tz14,3,0,0,,,,1,,1,1,,1.0,win,20180324_tz14,,,,0,0,,2,,,3,2018,2017-18,div1,Butler,butlercommunitycollegeks,joshuacoxghpd,Joshua Cox
Mar 24,home,Pratt,W,7-5,7,5,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2018,2017-18,div1,Butler,butlercommunitycollegeks,joshuacoxghpd,Joshua Cox
Mar 31,home,Seward County,W,2-1,2,1,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2018,2017-18,div1,Butler,butlercommunitycollegeks,joshuacoxghpd,Joshua Cox
Mar 31,home,Seward County,W,14-7,14,7,7.0,win,,,,,,,,,,,,,7.0,win,,,,,,,,,,,,2018,2017-18,div1,Butler,butlercommunitycollegeks,joshuacoxghpd,Joshua Cox
Apr 7,home,Colby,W,5-4,5,4,1.0,win,20180407_l7ic,3,1,1,,,1,2,,,,,1.0,win,20180407_l7ic,,,,4,1,,1,1,1.00,3,2018,2017-18,div1,Butler,butlercommunitycollegeks,joshuacoxghpd,Joshua Cox
Apr 7,home,Colby,W,14-6,14,6,8.0,win,20180407_dgyo,4,1,1,,,,1,,2,1,,8.0,win,20180407_dgyo,,,,1,0,,1,,,4,2018,2017-18,div1,Butler,butlercommunitycollegeks,joshuacoxghpd,Joshua Cox
Apr 10,home,Cowley,L,13-6,13,6,7.0,win,20180410_zmab,4,1,3,,,1,1,,,,,7.0,win,20180410_zmab,,,,6,1,,1,,,4,2018,2017-18,div1,Butler,butlercommunitycollegeks,joshuacoxghpd,Joshua Cox
Apr 15,home,Cloud County,W,8-2,8,2,6.0,win,20180415_kfnb,1,3,1,,,,0,2,,1,,6.0,win,20180415_kfnb,,,,1,0,,,,,3,2018,2017-18,div1,Butler,butlercommunitycollegeks,joshuacoxghpd,Joshua Cox
Apr 15,home,Cloud County,W,9-3,9,3,6.0,win,20180415_ox52,4,1,3,1,1,1,2,1,,1,,6.0,win,20180415_ox52,,,,9,3,,,1,,5,2018,2017-18,div1,Butler,butlercommunitycollegeks,joshuacoxghpd,Joshua Cox
Apr 18,home,Sterling JV,W,18-3,18,3,15.0,win,20180418_yxt6,4,1,2,,,1,2,,,,,15.0,win,20180418_yxt6,,,,5,1,,1,1,1.00,4,2018,2017-18,div1,Butler,butlercommunitycollegeks,joshuacoxghpd,Joshua Cox
Apr 20,home,MCC-Longview,W,6-5,6,5,1.0,win,20180420_26d7,2,0,1,,,,0,1,,,1,1.0,win,20180420_26d7,,,,1,0,,,1,,3,2018,2017-18,div1,Butler,butlercommunitycollegeks,joshuacoxghpd,Joshua Cox
Apr 20,home,MCC-Longview,W,10-0,10,0,10.0,win,20180420_1cw7,4,1,2,,,,1,,,1,,10.0,win,20180420_1cw7,,,,2,0,,,1,,4,2018,2017-18,div1,Butler,butlercommunitycollegeks,joshuacoxghpd,Joshua Cox
