date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 18,away,Union College JV,W,11-0,11,11,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Feb 18,away,Union College JV,L,8-3,8,8,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Feb 25,away,University of the Cumberlands  JV,W,7-5,7,7,4,1,1,1,,,0,,3,,,,,,2,1,,,,,4,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Feb 25,away,University of the Cumberlands JV,W,22-3,22,22,2,1,1,,,,1,,,,,,,,1,0,,,,,2,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Mar 1,home,vs. Garrett,W,17-1,17,17,2,0,0,,,,0,,2,,,,,,0,0,,,,,2,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Mar 1,home,vs. Garrett,W,6-2,6,6,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Mar 2,home,vs. Penn State Mount Alto,W,9-2,9,9,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Mar 2,home,vs. Kankakee,W,9-1,9,9,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Mar 3,home,vs. Chesapeake,L,8-5,8,8,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Mar 3,home,vs. Kankakee,W,10-4,10,10,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Mar 4,home,vs. DuPage,W,12-2,12,12,0,1,0,,,,0,,,,,1,,,0,0,,,,,1,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Mar 11,away,Kaskaskia,L,10-0,10,10,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Mar 17,home,Lake Land,W,4-0,4,4,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Mar 17,home,Lake Land,W,4-1,4,4,3,0,0,,,,0,,1,,,,,,0,0,,,,,3,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Mar 19,away,Kentucky Wesleyan JV,W,13-5,13,13,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Mar 21,away,Shawnee,W,17-6,17,17,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Mar 23,home,Shawnee,W,12-1,12,12,1,0,1,,,,1,,,,,,,,1,0,,,,,1,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Mar 23,home,Shawnee,W,14-0,14,14,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Mar 26,away,Vincennes,W,7-0,7,7,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Mar 27,home,Rend Lake,W,5-2,5,5,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Mar 28,away,Rose Hulman JV,L,4-2,4,4,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Apr 2,away,Rend Lake,W,3-2,3,3,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Apr 2,away,Rend Lake,W,7-4,7,7,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Apr 6,home,Southeastern Illinois,W,12-5,12,12,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Apr 6,home,Southeastern Illinois,W,12-3,12,12,1,0,1,1,,,0,,,,,,,,2,1,,,,,1,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Apr 9,home,Kaskaskia,W,13-5,13,13,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Apr 9,home,Kaskaskia,L,2-1,2,2,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Apr 11,away,John A. Logan,L,10-7,10,10,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Apr 16,home,Wabash Valley,L,12-11,12,12,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Apr 17,away,Lincoln Trail,W,11-5,11,11,5,1,1,1,,,1,,3,,,,,,2,1,,,,,5,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Apr 17,away,Lincoln Trail,L,10-5,10,10,4,0,1,1,,,0,,1,,,,,,2,1,,,,,4,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Apr 22,away,Millikin JV,W,18-3,18,18,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Apr 22,away,Millikin JV,W,9-5,9,9,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
Apr 23,away,Wabash Valley,L,11-1,11,11,,,,,,,,,,,,,,,,,,,,,,2019,2018-19,div1,Olney Central,olneycentralcollege,noahwagyvlvg,Noah Wagy
