date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 27  #,home,Lindsey Wilson College,L,4-2,4,4,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Jan 27  #,home,Lindsey Wilson College,W,11-3,11,11,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Feb 13,home,Wallace State,L,6-2,6,6,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Feb 13,home,Wallace State,L,5-3,5,5,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Feb 19,home,Motlow State,W,9-4,9,9,0,0,0,,,,0,1,,,,,,,0,0,,,,,1,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Feb 20,away,Wallace State,W,8-0,8,8,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Feb 20,away,Wallace State,W,6-3,6,6,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Feb 24,home,Cumberland University JV,W,20-4,20,20,1,2,0,,,,1,,,,,1,,,0,0,,,,,2,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Feb 24,home,Cumberland University JV,W,14-0,14,14,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Feb 28,home,Grand Rapids,W,8-5,8,8,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Mar 3,away,Dyersburg State,L,6-5,6,6,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Mar 4,away,Dyersburg State,L,5-2,5,5,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Mar 4,away,Dyersburg State,L,7-2,7,7,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Mar 4,away,Cumberland University JV,W,13-6,13,13,1,0,1,,,,2,1,,,,1,,,1,0,,,,,3,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Mar 8,home,Roane State,W,9-3,9,9,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Mar 9,home,Roane State,W,12-1,12,12,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Mar 9,home,Roane State,L,5-0,5,5,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Mar 12,away,Calhoun,,,,,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Mar 12,away,Calhoun,,,,,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Mar 12,away,Calhoun,,,,,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Mar 12,away,Calhoun,,,,,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Mar 14,away,Martin Methodist JV,W,10-1,10,10,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Mar 14,away,Martin Methodist JV,W,12-4,12,12,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Mar 15,away,Volunteer State,W,16-5,16,16,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Mar 16,away,Volunteer State,W,5-2,5,5,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Mar 16,away,Volunteer State,L,7-5,7,7,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Mar 20,home,Wallace State,W,5-4,5,5,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Mar 20,home,Wallace State,L,6-5,6,6,1,0,0,,,,1,,1,,,,1,,0,0,,,1,,2,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Mar 22,home,Motlow State,W,2-1,2,2,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Mar 23,home,Motlow State,L,4-3,4,4,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Mar 23,home,Motlow State,L,7-5,7,7,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Mar 26,home,Joliet,W,7-6,7,7,3,0,0,,,,1,,,,,,,,0,0,,3,,,3,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Mar 26,home,Joliet,W,2-1,2,2,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Mar 28,away,Walters State,L,11-7,11,11,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
Mar 29,away,Walters State,L,5-3,5,5,,,,,,,,,,,,,,,,,,,,,,2013,2012-13,div1,Columbia State,columbiastatecommunitycollege,chasehowellh24s,Chase Howell
