date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 26,home,USC Sumter,L,10-6,10,6,4.0,win,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Potomac State,wvupotomacstatecollege,dylanperryqh7p,Dylan Perry
Feb 26,home,Walters State,W,1-0,1,0,1.0,win,20220226_0ifm,2,0,0,,,,0,1,2,,,,,,0,0,,,,,3,2022,2021-22,div1,Potomac State,wvupotomacstatecollege,dylanperryqh7p,Dylan Perry
Feb 27,home,USC Sumter,L,4-1,4,1,3.0,win,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Potomac State,wvupotomacstatecollege,dylanperryqh7p,Dylan Perry
Feb 27,home,Walters State,L,5-0,5,0,5.0,win,20220227_rfjm,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2022,2021-22,div1,Potomac State,wvupotomacstatecollege,dylanperryqh7p,Dylan Perry
Mar 5,home,Louisburg,L,3-0,3,0,3.0,win,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Potomac State,wvupotomacstatecollege,dylanperryqh7p,Dylan Perry
Mar 5,home,Louisburg,L,2-1,2,1,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Potomac State,wvupotomacstatecollege,dylanperryqh7p,Dylan Perry
Mar 6,home,Louisburg,W,4-3,4,3,1.0,win,20220306_lzcn,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,0,,,2,2022,2021-22,div1,Potomac State,wvupotomacstatecollege,dylanperryqh7p,Dylan Perry
Mar 6,home,Louisburg,L,13-4,13,4,9.0,win,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Potomac State,wvupotomacstatecollege,dylanperryqh7p,Dylan Perry
Mar 12,home,CC of Allegheny County,,,,,9.0,win,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Potomac State,wvupotomacstatecollege,dylanperryqh7p,Dylan Perry
Mar 12,home,CC of Allegheny County,,,,,9.0,win,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Potomac State,wvupotomacstatecollege,dylanperryqh7p,Dylan Perry
Mar 12,home,CC of Allegheny County,,,,,9.0,win,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Potomac State,wvupotomacstatecollege,dylanperryqh7p,Dylan Perry
Mar 12,home,CC of Allegheny County,,,,,9.0,win,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Potomac State,wvupotomacstatecollege,dylanperryqh7p,Dylan Perry
Mar 15,home,Washington & Jefferson,W,5-2,5,2,3.0,win,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Potomac State,wvupotomacstatecollege,dylanperryqh7p,Dylan Perry
