date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 16,home,Southwestern Illinois,W,7-2,7,2,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
Feb 19,home,Thomas University JV,L,12-11,12,11,1.0,win,20140219_lm1v,1,0,0,,,,0,1,1,,,1.0,win,20140219_lm1v,,,,0,0,,,,,2,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
Feb 22,home,Lurleen B. Wallace,W,8-2,8,2,6.0,win,20140222_ruqi,3,0,2,,,,3,,1,,1,6.0,win,20140222_ruqi,,,,2,0,,,,,3,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
Feb 26,home,Chattahoochee Valley,,,,,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
Feb 27,home,brewton parker college jv,W,10-1,10,1,9.0,win,20140227_hd26,1,2,0,,,,0,2,,,,9.0,win,20140227_hd26,,,,0,0,,,,,3,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
Feb 27,home,brewton parker college jv,W,5-4,5,4,1.0,win,20140227_jynk,4,0,0,,,,0,,1,,,1.0,win,20140227_jynk,,,,0,0,,,,,4,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
Mar 1,home,Gulf Coast State,L,12-1,12,1,11.0,win,,,,,,,,,,,,,11.0,win,,,,,,,,,,,,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
Mar 1,home,Gulf Coast State,L,7-4,7,4,3.0,win,20140301_u85h,4,1,3,1,,,0,,,,,3.0,win,20140301_u85h,,,,4,1,,,,,4,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
Mar 8,home,West Georgia Tech,W,5-4,5,4,1.0,win,20140308_mnhs,2,0,0,,,,0,1,1,,,1.0,win,20140308_mnhs,,,,0,0,,,,,3,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
Mar 8,home,West Georgia Tech,W,10-1,10,1,9.0,win,20140308_pvhe,2,1,0,,,,1,2,,,,9.0,win,20140308_pvhe,,,,0,0,,,,,4,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
Mar 9,home,West Georgia Tech,W,16-13,16,13,3.0,win,20140309_yiiw,6,1,3,,,,5,,,,,3.0,win,20140309_yiiw,,,,3,0,,,,,6,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
Mar 11,home,Gordon State,L,7-3,7,3,4.0,win,20140311_05wr,1,1,1,,,,0,3,,,,4.0,win,20140311_05wr,,,1,1,0,,,,,5,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
Mar 21,home,Georgia Highlands,L,15-6,15,6,9.0,win,20140321_gpuf,4,1,1,1,,,2,,1,,,9.0,win,20140321_gpuf,1,,,2,1,,,,,5,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
Mar 22,home,Georgia Highlands,L,6-1,6,1,5.0,win,20140322_nege,3,0,0,,,,0,,,,,5.0,win,20140322_nege,,,,0,0,,,,,3,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
Mar 22,home,Georgia Highlands,W,4-2,4,2,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
Mar 27,home,South Georgia State,L,8-2,8,2,6.0,win,20140327_6ott,4,0,2,,,,0,,,,,6.0,win,20140327_6ott,,,,2,0,,,,,4,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
Mar 30,home,South Georgia State,L,8-2,8,2,6.0,win,20140330_tr6x,3,0,1,,,,1,,,,,6.0,win,20140330_tr6x,,,,1,0,,,,,3,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
Mar 30,home,South Georgia State,L,8-2,8,2,6.0,win,20140330_tr6x,3,0,1,,,,1,,,,,6.0,win,20140330_pdop,,,,2,1,,,,,3,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
Mar 30,home,South Georgia State,L,8-2,8,2,6.0,win,20140330_pdop,3,0,1,1,,,0,,,,,6.0,win,20140330_tr6x,,,,1,0,,,,,3,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
Mar 30,home,South Georgia State,L,8-2,8,2,6.0,win,20140330_pdop,3,0,1,1,,,0,,,,,6.0,win,20140330_pdop,,,,2,1,,,,,3,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
Apr 2,home,Georgia Perimeter,L,4-2,4,2,2.0,win,20140402_o1zx,4,0,1,1,,,2,,,,,2.0,win,20140402_o1zx,,,,2,1,,,,,4,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
Apr 9,home,Darton State,L,10-0,10,0,10.0,win,20140409_q93v,3,0,0,,,,0,,1,,,10.0,win,20140409_q93v,,,,0,0,,,,,3,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
Apr 18,home,Middle Georgia State,,,,,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
Apr 21,home,Middle Georgia State,L,4-0,4,0,4.0,win,20140421_k032,2,0,1,,,,0,,1,,,4.0,win,20140421_k032,,,,1,0,,,,,2,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
Apr 21,home,Middle Georgia State,L,5-2,5,2,3.0,win,20140421_cbwq,3,0,0,,,,0,,,,,3.0,win,20140421_cbwq,,,,0,0,,,,,3,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
Apr 23,home,Abraham Baldwin,L,13-9,13,9,4.0,win,20140423_yu71,5,1,2,,,,1,,1,1,,4.0,win,20140423_yu71,,,,2,0,,,2,,5,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
May 2,home,East Georgia State,,,,,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
May 3,home,East Georgia State,W,3-1,3,1,2.0,win,20140503_agox,2,0,0,,,,0,1,1,,,2.0,win,20140503_agox,,,,0,0,,,,,3,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
May 3,home,East Georgia State,L,12-5,12,5,7.0,win,20140503_myag,2,0,1,1,,,0,1,1,,,7.0,win,20140503_myag,1,,,2,1,,,,,4,2014,2013-14,div1,Andrew,andrewcollege,joshgarlandtv6v,Josh Garland
