date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 17,home,Ottawa University,W,17-2,17,17,3,4,2,,1,1,3,,,,,1,,,7,2,,,,,4,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Feb 17,home,Ottawa University,W,17-0,17,17,4,3,3,2,,,4,,,,,,,,5,2,,1,,,4,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Feb 20,home,Brown Mackie,W,13-3,13,13,4,3,3,,,1,2,,,,,,,,6,1,,,1,,4,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Feb 20,home,Brown Mackie,W,11-3,11,11,2,2,1,,,,1,,,1,,2,,,1,0,,,1,,4,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Feb 21,home,Brown Mackie,W,8-2,8,8,4,0,0,,,,0,,1,,,,,,0,0,1,2,1,2.00,4,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Feb 21,home,Brown Mackie,W,10-0,10,10,4,2,3,1,,1,2,,,,,,,,7,2,,,1,,4,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Feb 27,home,North Central Missouri,W,25-14,25,25,5,4,4,1,1,1,4,,,,,,,,10,3,,,,,5,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Feb 27,home,North Central Missouri,W,8-7,8,8,3,3,0,,,,0,,2,,,2,,,0,0,,,,,5,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Feb 28,home,North Central Missouri,W,15-5,15,15,3,3,2,2,,,1,,,,,1,,,4,2,,1,,,4,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Feb 28,home,North Central Missouri,W,14-1,14,14,4,1,2,,,,4,,1,,,,,,2,0,,,,,4,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Mar 3,away,Labette,L,9-8,9,9,2,2,2,,,,1,1,,,,2,,,2,0,,,,,5,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Mar 3,away,Labette,W,5-3,5,5,4,1,2,1,,,1,1,,,,,,,3,1,,,2,,5,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Mar 5,home,Labette,W,19-16,19,19,4,4,3,2,,1,4,,,,,,,,8,3,,,1,,4,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Mar 6,home,Labette,W,11-7,11,11,6,3,5,1,,2,4,,,,,,,,12,3,,1,,,6,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Mar 10,home,Johnson County,W,7-2,7,7,4,1,1,,,,0,,,,,,,,1,0,,1,1,1.00,4,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Mar 10,home,Johnson County,W,5-2,5,5,4,1,2,,,,0,,,,,1,,,2,0,,2,,,5,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Mar 12,away,Johnson County,L,7-2,7,7,2,1,0,,,,0,1,1,,,,,,0,0,,,1,,3,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Mar 12,away,Johnson County,W,7-1,7,7,4,2,1,,1,,2,1,,,,,,,3,1,,,,,5,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Mar 15,home,Crowder,W,22-7,22,22,4,4,3,2,,,4,2,,,,,,,5,2,,,,,6,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Mar 17,home,Highland (KS),W,10-6,10,10,3,1,2,,,1,4,1,,,,,,,5,1,,,1,,4,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Mar 17,home,Highland (KS),W,7-3,7,7,5,0,2,1,,,2,,1,,,,,,3,1,,1,1,1.00,5,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Mar 20,away,Highland (KS),W,13-3,13,13,3,3,3,1,,1,4,2,,1,,,,,7,2,,,,,5,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Mar 20,away,Highland (KS),W,28-5,28,28,4,6,4,1,,1,5,1,,1,,1,,,8,2,,,,,6,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Mar 21,away,Baker University JV,W,11-1,11,11,3,2,0,,,,1,,,1,,1,,,0,0,,3,,,4,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Mar 21,away,Baker University JV,W,8-5,8,8,4,3,2,,1,,1,1,,,,,,,4,1,,1,,,5,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Mar 24,away,Cowley,L,4-2,4,4,3,0,2,,,,0,,,,,1,,,2,0,,1,,,4,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Mar 24,away,Cowley,L,11-9,11,11,6,2,4,1,,1,4,,1,,,,,,8,2,,,1,,6,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Mar 26,home,Cowley,W,9-8,9,9,4,1,3,,,1,4,1,,,,,,,6,1,,1,,,5,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Mar 26,home,Cowley,W,9-8,9,9,4,1,3,,,1,4,1,,,,,,,0,0,,,1,,4,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Mar 26,home,Cowley,W,9-8,9,9,2,0,0,,,,0,2,1,,,,,,6,1,,1,,,5,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Mar 26,home,Cowley,W,9-8,9,9,2,0,0,,,,0,2,1,,,,,,0,0,,,1,,4,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
Mar 29,home,Rockhurst JV,W,13-8,13,13,5,1,2,1,,,2,,,,,,,,3,1,,1,2,0.50,5,2016,2015-16,div1,Neosho County,neoshocountycommunitycollege,bryliewareok7u,Brylie Ware
