date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Oct 9,home,Community Christian (CA),,,,,,,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Feb 4,home,Northeastern,W,6-2,6,2,4,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Feb 4,home,Northeastern,W,10-0,10,0,10,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Feb 5,home,Northeastern,W,6-5,6,5,1,win,20220205_yiko,0,0,0,,,,0,,,,,1.0,win,20220205_yiko,,,,0,0,,,,,0,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Feb 5,home,Northeastern,W,11-4,11,4,7,win,,,,,,,,,,,,,7.0,win,,,,,,,,,,,,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Feb 12,home,South Mountain,W,7-2,7,2,5,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Feb 12,home,South Mountain,W,8-5,8,5,3,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Feb 19,home,Central Arizona,L,8-1,8,1,7,win,20220219_iaw1,0,0,0,,,,0,,,,,7.0,win,20220219_iaw1,,,,0,0,,,,,0,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Feb 19,home,Central Arizona,W,8-2,8,2,6,win,,,,,,,,,,,,,6.0,win,,,,,,,,,,,,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Feb 23,home,Scottsdale Post Grad,W,14-0,14,0,14,win,,,,,,,,,,,,,14.0,win,,,,,,,,,,,,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Feb 23,home,Scottsdale Post Grad,W,11-7,11,7,4,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Feb 26,home,Pima,W,2-0,2,0,2,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Feb 26,home,Pima,W,13-3,13,3,10,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Mar 1,home,Cochise,W,7-4,7,4,3,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Mar 1,home,Cochise,W,4-1,4,1,3,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Mar 4,home,Scottsdale Post Grad,W,15-5,15,5,10,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Mar 4,home,Scottsdale Post Grad,W,12-2,12,2,10,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Mar 12,home,Scottsdale,W,12-3,12,3,9,win,,,,,,,,,,,,,9.0,win,,,,,,,,,,,,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Mar 12,home,Scottsdale,W,5-1,5,1,4,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Mar 23,home,Langley Blaze,W,11-1,11,1,10,win,20220323_n0in,0,0,0,,,,0,,,,,10.0,win,20220323_n0in,,,,0,0,,,,,0,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Mar 23,home,Langley Blaze,W,6-3,6,3,3,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Mar 26,home,Paradise Valley,W,4-1,4,1,3,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Mar 26,home,Paradise Valley,W,8-1,8,1,7,win,,,,,,,,,,,,,7.0,win,,,,,,,,,,,,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Apr 2,home,Glendale,W,9-1,9,1,8,win,,,,,,,,,,,,,8.0,win,,,,,,,,,,,,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Apr 2,home,Glendale,W,18-6,18,6,12,win,,,,,,,,,,,,,12.0,win,,,,,,,,,,,,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Apr 12,home,Eastern Arizona,W,6-1,6,1,5,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Apr 12,home,Eastern Arizona,W,12-2,12,2,10,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Apr 19,home,Yavapai,L,4-1,4,1,3,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
Apr 19,home,Yavapai,L,17-5,17,5,12,win,20220419_ky0a,0,0,0,,,,0,,,,,12.0,win,20220419_ky0a,,,,0,0,,,,,0,2022,2021-22,div1,Arizona Western,arizonawesterncollege,rogerrangx1n0,Roger Rang
