date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 2,home,Emmanuel College JV,W,5-1,5,1,4.0,win,20220202_w6a2,3,0,0,,,,0,,,,,4.0,win,20220202_w6a2,,,,0,0,,1,1,1.00,3,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,zaydbrannigan8pvm,Zayd Brannigan
Feb 2,home,Emmanuel College JV,W,14-1,14,1,13.0,win,20220202_pqdy,3,1,1,,,1,4,,,,,13.0,win,20220202_pqdy,,,,4,1,,1,1,1.00,3,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,zaydbrannigan8pvm,Zayd Brannigan
Feb 4,home,Chattanooga State,W,13-7,13,7,6.0,win,20220204_be0p,4,0,1,,,,3,,1,,,6.0,win,20220204_be0p,1,,,1,0,,1,1,1.00,5,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,zaydbrannigan8pvm,Zayd Brannigan
Feb 5,home,Chattanooga State,W,15-0,15,0,15.0,win,20220205_4tn0,3,1,1,,1,,0,,1,,,15.0,win,20220205_4tn0,,,,3,1,,,1,,3,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,zaydbrannigan8pvm,Zayd Brannigan
Feb 5,home,Chattanooga State,W,4-2,4,2,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,zaydbrannigan8pvm,Zayd Brannigan
Feb 7,home,Point University,W,9-0,9,0,9.0,win,20220207_a3f5,3,1,2,,,1,3,,1,,,9.0,win,20220207_a3f5,,,,5,1,,,,,3,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,zaydbrannigan8pvm,Zayd Brannigan
Feb 7,home,Point University,W,10-5,10,5,5.0,win,20220207_bcjw,4,0,1,1,,,4,,1,,,5.0,win,20220207_bcjw,,,,2,1,,,2,,4,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,zaydbrannigan8pvm,Zayd Brannigan
Feb 10,home,Lincoln Trail,W,10-0,10,0,10.0,win,20220210_oj7z,3,2,2,,1,,2,,1,1,,10.0,win,20220210_oj7z,,,,4,1,,,,,3,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,zaydbrannigan8pvm,Zayd Brannigan
Feb 10,home,Lincoln Trail,W,5-0,5,0,5.0,win,20220210_h0me,3,0,0,,,,0,,2,,,5.0,win,20220210_h0me,,,,0,0,,,1,,3,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,zaydbrannigan8pvm,Zayd Brannigan
Feb 11,home,Lincoln Trail,W,8-6,8,6,2.0,win,20220211_fx6g,3,0,0,,,,0,,,,,2.0,win,20220211_fx6g,,,,0,0,,2,1,2.00,3,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,zaydbrannigan8pvm,Zayd Brannigan
Feb 15,home,Cleveland State,W,7-1,7,1,6.0,win,20220215_acsm,3,1,1,1,,,1,,2,,,6.0,win,20220215_acsm,1,,,2,1,,,,,4,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,zaydbrannigan8pvm,Zayd Brannigan
Feb 18,home,USC Salkehatchie,W,12-2,12,2,10.0,win,20220218_r97s,4,1,1,1,0,0,1,0,1,0,0,10.0,win,20220218_r97s,0,0,0,2,1,,0,,,4,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,zaydbrannigan8pvm,Zayd Brannigan
Feb 19,home,USC Salkehatchie,W,15-3,15,3,12.0,win,20220219_ma31,4,0,0,0,0,0,0,0,1,0,0,12.0,win,20220219_ma31,0,0,0,0,0,,0,,,4,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,zaydbrannigan8pvm,Zayd Brannigan
Feb 19,home,USC Salkehatchie,W,12-1,12,1,11.0,win,20220219_fyj6,2,1,1,0,0,1,2,1,0,0,0,11.0,win,20220219_fyj6,0,0,0,4,1,,0,,,3,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,zaydbrannigan8pvm,Zayd Brannigan
Feb 21,home,Point University,W,3-0,3,0,3.0,win,20220221_u1cs,3,0,1,,,,0,,,,,3.0,win,20220221_u1cs,,,,1,0,,,2,,3,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,zaydbrannigan8pvm,Zayd Brannigan
