season,njcaa_division,team,team_id,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2022,div1,ASA New York,asabrooklynavengers,1536,1148.0,880.0,212.0,252.0,45.0,11.0,15.0,176.0,61.0,17.0,193.0,218.0,364.0,45.0,17.0,13.0,71.0,20.0,251.0,182.0,1.379,0.286,0.427,0.494,0.921,95.0,0.359,0.415,0.013,0.19,0.168,0.022,0.885
2022,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,1650,2062.0,1681.0,423.0,499.0,114.0,15.0,60.0,361.0,148.0,18.0,260.0,397.0,823.0,95.0,2.0,24.0,189.0,1.0,0.0,0.0,,0.297,0.414,0.602,1.016,104.0,0.352,0.457,0.029,0.193,0.126,0.067,0.655
2022,div1,Allen County,allencountycommunitycollege,2444,1739.0,1434.0,350.0,447.0,113.0,14.0,34.0,311.0,71.0,22.0,186.0,328.0,690.0,76.0,27.0,16.0,161.0,33.0,61.0,55.0,1.109,0.312,0.408,0.593,1.001,103.0,0.38,0.468,0.02,0.189,0.107,0.082,0.567
2022,div1,Alvin,alvincommunitycollege,1925,1986.0,1654.0,375.0,516.0,92.0,11.0,35.0,315.0,66.0,14.0,225.0,389.0,735.0,56.0,29.0,22.0,138.0,13.0,81.0,71.0,1.141,0.312,0.401,0.528,0.929,95.0,0.384,0.446,0.018,0.196,0.113,0.083,0.578
2022,div1,Andrew,andrewcollege,2471,1884.0,1568.0,304.0,474.0,80.0,9.0,17.0,258.0,95.0,7.0,243.0,379.0,623.0,50.0,23.0,0.0,106.0,28.0,0.0,0.0,,0.302,0.407,0.465,0.872,90.0,0.39,0.383,0.009,0.201,0.129,0.072,0.641
2022,div1,Angelina,angelinacollege,2122,1973.0,1655.0,363.0,495.0,80.0,14.0,33.0,306.0,116.0,36.0,221.0,394.0,702.0,61.0,16.0,20.0,127.0,0.0,0.0,0.0,,0.299,0.394,0.501,0.895,92.0,0.37,0.444,0.017,0.2,0.112,0.088,0.561
2022,div1,Arizona Western,arizonawesterncollege,1770,2130.0,1692.0,480.0,536.0,120.0,24.0,55.0,436.0,114.0,16.0,283.0,495.0,869.0,103.0,23.0,29.0,199.0,24.0,25.0,27.0,0.926,0.317,0.433,0.631,1.064,109.0,0.411,0.49,0.026,0.232,0.133,0.099,0.572
2022,div1,Barton,bartoncommunitycollege,2720,2285.0,1856.0,541.0,605.0,156.0,32.0,55.0,484.0,153.0,28.0,275.0,410.0,990.0,101.0,17.0,36.0,243.0,23.0,193.0,288.0,0.67,0.326,0.429,0.664,1.093,112.0,0.385,0.525,0.024,0.179,0.12,0.059,0.671
2022,div1,Baton Rouge,batonrougecommunitycollege,2126,2038.0,1667.0,333.0,468.0,91.0,17.0,36.0,274.0,166.0,48.0,219.0,390.0,701.0,102.0,33.0,17.0,144.0,4.0,26.0,35.0,0.743,0.281,0.387,0.507,0.894,92.0,0.343,0.394,0.018,0.191,0.107,0.084,0.562
2022,div1,Bevill State,bevillstatecommunitycollege,2100,1626.0,1337.0,254.0,374.0,62.0,3.0,17.0,215.0,36.0,5.0,195.0,308.0,493.0,56.0,21.0,17.0,82.0,2.0,17.0,11.0,1.545,0.28,0.384,0.43,0.814,84.0,0.347,0.39,0.01,0.189,0.12,0.069,0.633
