season,njcaa_division,team,team_id,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2013,div1,ASA New York,asabrooklynavengers,1440,1742.0,1371.0,420.0,474.0,90.0,12.0,20.0,331.0,135.0,32.0,238.0,253.0,648.0,77.0,26.0,30.0,122.0,3.0,311.0,304.0,1.023,0.346,0.453,0.562,1.015,120.0,0.402,0.52,0.011,0.145,0.137,0.008,0.941
2013,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,256,731.0,621.0,118.0,182.0,26.0,7.0,3.0,107.0,18.0,7.0,70.0,122.0,231.0,18.0,13.0,9.0,36.0,0.0,0.0,0.0,,0.293,0.369,0.43,0.799,94.0,0.354,0.431,0.004,0.167,0.096,0.071,0.574
2013,div1,Allen County,allencountycommunitycollege,944,379.0,332.0,68.0,94.0,14.0,1.0,1.0,56.0,8.0,2.0,32.0,72.0,113.0,12.0,1.0,2.0,16.0,0.0,6.0,8.0,0.75,0.283,0.364,0.389,0.753,89.0,0.356,0.489,0.003,0.19,0.084,0.106,0.444
2013,div1,Alvin,alvincommunitycollege,1512,1735.0,1553.0,315.0,495.0,79.0,14.0,18.0,263.0,28.0,9.0,166.0,202.0,656.0,7.0,4.0,5.0,111.0,2.0,58.0,64.0,0.906,0.319,0.385,0.494,0.879,104.0,0.357,0.457,0.01,0.116,0.096,0.02,0.822
2013,div1,Andrew,andrewcollege,1450,1919.0,1688.0,256.0,458.0,93.0,12.0,16.0,221.0,72.0,7.0,146.0,357.0,623.0,26.0,32.0,27.0,121.0,0.0,0.0,0.0,,0.271,0.328,0.441,0.769,91.0,0.329,0.391,0.008,0.186,0.076,0.11,0.409
2013,div1,Angelina,angelinacollege,1692,1594.0,1400.0,213.0,394.0,73.0,4.0,14.0,182.0,48.0,21.0,95.0,214.0,517.0,55.0,27.0,17.0,91.0,0.0,8.0,9.0,0.889,0.281,0.341,0.434,0.775,91.0,0.32,0.375,0.009,0.134,0.06,0.074,0.444
2013,div1,Arizona Western,arizonawesterncollege,1430,1983.0,1663.0,261.0,419.0,59.0,14.0,6.0,230.0,62.0,13.0,197.0,323.0,524.0,81.0,32.0,10.0,79.0,9.0,294.0,239.0,1.23,0.252,0.351,0.363,0.714,84.0,0.307,0.369,0.003,0.163,0.099,0.064,0.61
2013,div1,Arkansas Baptist,arkansasbaptistcollege,1972,1685.0,1400.0,315.0,412.0,72.0,7.0,26.0,255.0,115.0,30.0,184.0,278.0,576.0,35.0,46.0,20.0,105.0,3.0,31.0,23.0,1.348,0.294,0.374,0.486,0.86,102.0,0.346,0.478,0.015,0.165,0.109,0.056,0.662
2013,div1,Barton,bartoncommunitycollege,2013,1573.0,1328.0,262.0,398.0,78.0,23.0,6.0,204.0,58.0,11.0,125.0,229.0,540.0,73.0,32.0,15.0,107.0,24.0,350.0,295.0,1.186,0.3,0.379,0.487,0.866,102.0,0.354,0.434,0.004,0.146,0.079,0.067,0.546
2013,div1,Baton Rouge,batonrougecommunitycollege,1947,2004.0,1761.0,258.0,471.0,73.0,10.0,22.0,192.0,78.0,31.0,124.0,314.0,630.0,97.0,14.0,8.0,105.0,9.0,87.0,98.0,0.888,0.267,0.345,0.417,0.762,90.0,0.313,0.352,0.011,0.157,0.062,0.095,0.395
2013,div1,Blinn,blinncollege,1653,1964.0,1651.0,338.0,493.0,103.0,18.0,21.0,303.0,79.0,25.0,187.0,349.0,694.0,69.0,35.0,22.0,142.0,3.0,45.0,51.0,0.882,0.299,0.381,0.507,0.888,105.0,0.362,0.435,0.011,0.178,0.095,0.083,0.536
