season,njcaa_division,team,team_id,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,1920,1671.0,1450.0,276.0,439.0,76.0,9.0,33.0,248.0,44.0,9.0,163.0,348.0,632.0,35.0,9.0,14.0,118.0,9.0,43.0,42.0,1.024,0.303,0.381,0.517,0.898,90.0,0.375,0.402,0.02,0.208,0.098,0.11,0.468
2021,div1,Allen County,allencountycommunitycollege,2091,1826.0,1473.0,394.0,474.0,99.0,16.0,48.0,364.0,89.0,28.0,242.0,324.0,749.0,79.0,5.0,27.0,163.0,18.0,18.0,16.0,1.125,0.322,0.435,0.619,1.054,106.0,0.378,0.463,0.026,0.177,0.133,0.044,0.747
2021,div1,Alvin,alvincommunitycollege,2343,1879.0,1565.0,277.0,431.0,91.0,15.0,30.0,240.0,83.0,10.0,221.0,401.0,637.0,65.0,19.0,9.0,136.0,27.0,54.0,55.0,0.982,0.275,0.382,0.497,0.879,88.0,0.351,0.36,0.016,0.213,0.118,0.095,0.551
2021,div1,Andrew,andrewcollege,2310,2342.0,1946.0,506.0,659.0,105.0,20.0,62.0,434.0,118.0,12.0,271.0,369.0,990.0,76.0,49.0,0.0,187.0,30.0,12.0,26.0,0.462,0.339,0.43,0.605,1.035,104.0,0.394,0.47,0.026,0.158,0.116,0.042,0.734
2021,div1,Arizona Western,arizonawesterncollege,1624,1843.0,1464.0,392.0,469.0,95.0,21.0,47.0,347.0,104.0,24.0,269.0,381.0,747.0,76.0,15.0,19.0,163.0,21.0,37.0,29.0,1.276,0.32,0.442,0.622,1.064,107.0,0.4,0.45,0.026,0.207,0.146,0.061,0.706
2021,div1,Barton,bartoncommunitycollege,2200,1904.0,1556.0,427.0,472.0,108.0,35.0,57.0,367.0,144.0,17.0,212.0,381.0,820.0,110.0,9.0,17.0,200.0,14.0,27.0,43.0,0.628,0.303,0.417,0.656,1.073,108.0,0.366,0.502,0.03,0.2,0.111,0.089,0.556
2021,div1,Baton Rouge,batonrougecommunitycollege,2060,1862.0,1509.0,383.0,455.0,77.0,9.0,54.0,351.0,148.0,50.0,210.0,300.0,711.0,107.0,15.0,21.0,140.0,1.0,29.0,27.0,1.074,0.302,0.415,0.565,0.98,99.0,0.341,0.458,0.029,0.161,0.113,0.048,0.7
2021,div1,Bishop State,bishopstatecommunitycollege,1543,1350.0,1156.0,238.0,333.0,66.0,7.0,25.0,198.0,67.0,21.0,146.0,248.0,488.0,30.0,3.0,15.0,98.0,1.0,4.0,5.0,0.8,0.288,0.377,0.507,0.884,89.0,0.343,0.44,0.019,0.184,0.108,0.076,0.589
2021,div1,Blinn,blinncollege,2360,1578.0,1297.0,211.0,325.0,52.0,7.0,20.0,160.0,56.0,14.0,185.0,340.0,451.0,53.0,28.0,15.0,79.0,22.0,30.0,37.0,0.811,0.251,0.357,0.409,0.766,77.0,0.32,0.352,0.013,0.215,0.117,0.098,0.544
2021,div1,Bossier Parish,bossierparishcommunitycollege,2294,1567.0,1297.0,296.0,385.0,78.0,10.0,48.0,264.0,71.0,13.0,203.0,348.0,627.0,47.0,7.0,13.0,136.0,19.0,0.0,0.0,,0.297,0.405,0.588,0.993,100.0,0.369,0.422,0.031,0.222,0.13,0.092,0.583
