season,njcaa_division,team,team_id,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2015,div1,ASA New York,asabrooklynavengers,1770,1523.0,1208.0,349.0,408.0,64.0,20.0,24.0,300.0,124.0,24.0,206.0,230.0,582.0,71.0,16.0,22.0,108.0,4.0,350.0,254.0,1.378,0.338,0.45,0.573,1.023,117.0,0.393,0.492,0.016,0.151,0.135,0.016,0.896
2015,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,1680,1939.0,1633.0,295.0,472.0,55.0,9.0,6.0,248.0,77.0,31.0,205.0,248.0,563.0,53.0,29.0,19.0,70.0,18.0,0.0,0.0,,0.289,0.376,0.388,0.764,87.0,0.333,0.399,0.003,0.128,0.106,0.022,0.827
2015,div1,Allen County,allencountycommunitycollege,1518,1501.0,1294.0,241.0,385.0,78.0,17.0,23.0,209.0,47.0,20.0,119.0,241.0,566.0,54.0,20.0,14.0,118.0,5.0,30.0,30.0,1.0,0.298,0.372,0.529,0.901,103.0,0.347,0.407,0.015,0.161,0.079,0.082,0.494
2015,div1,Alvin,alvincommunitycollege,1568,1874.0,1603.0,339.0,486.0,107.0,9.0,43.0,290.0,47.0,16.0,192.0,302.0,740.0,39.0,21.0,19.0,159.0,24.0,80.0,79.0,1.013,0.303,0.383,0.561,0.944,108.0,0.347,0.439,0.023,0.161,0.102,0.059,0.636
2015,div1,Andrew,andrewcollege,1414,1780.0,1527.0,199.0,404.0,63.0,6.0,5.0,175.0,90.0,11.0,173.0,273.0,494.0,40.0,27.0,13.0,74.0,40.0,0.0,0.0,,0.265,0.347,0.372,0.719,82.0,0.316,0.317,0.003,0.153,0.097,0.056,0.634
2015,div1,Angelina,angelinacollege,1512,1805.0,1511.0,233.0,418.0,68.0,9.0,22.0,197.0,50.0,31.0,171.0,260.0,570.0,55.0,56.0,12.0,99.0,3.0,22.0,28.0,0.786,0.277,0.357,0.443,0.8,91.0,0.319,0.339,0.012,0.144,0.095,0.049,0.658
2015,div1,Arizona Western,arizonawesterncollege,1705,2023.0,1692.0,303.0,492.0,81.0,14.0,30.0,286.0,27.0,8.0,232.0,335.0,691.0,63.0,29.0,7.0,125.0,41.0,442.0,339.0,1.304,0.291,0.389,0.482,0.871,100.0,0.346,0.361,0.015,0.166,0.115,0.051,0.693
2015,div1,Arkansas Baptist,arkansasbaptistcollege,1296,1420.0,1198.0,217.0,338.0,63.0,7.0,7.0,175.0,93.0,28.0,131.0,235.0,436.0,39.0,32.0,20.0,77.0,3.0,13.0,14.0,0.929,0.282,0.358,0.428,0.786,90.0,0.339,0.419,0.005,0.165,0.092,0.073,0.557
2015,div1,Barton,bartoncommunitycollege,1943,1864.0,1606.0,294.0,462.0,93.0,18.0,22.0,241.0,75.0,33.0,156.0,347.0,657.0,53.0,34.0,15.0,133.0,17.0,110.0,43.0,2.558,0.288,0.36,0.492,0.852,97.0,0.351,0.419,0.012,0.186,0.084,0.102,0.45
2015,div1,Baton Rouge,batonrougecommunitycollege,1911,1705.0,1438.0,315.0,445.0,85.0,14.0,24.0,267.0,30.0,11.0,183.0,254.0,630.0,40.0,23.0,21.0,123.0,31.0,291.0,305.0,0.954,0.309,0.392,0.524,0.916,105.0,0.356,0.452,0.014,0.149,0.107,0.042,0.72
2015,div1,Bishop State,bishopstatecommunitycollege,1377,1530.0,1337.0,154.0,293.0,39.0,1.0,2.0,116.0,2.0,0.0,141.0,264.0,339.0,42.0,6.0,4.0,42.0,0.0,0.0,0.0,,0.219,0.311,0.286,0.597,68.0,0.271,0.321,0.001,0.173,0.092,0.081,0.534
2015,div1,Blinn,blinncollege,1674,1943.0,1655.0,277.0,461.0,87.0,6.0,29.0,234.0,59.0,20.0,179.0,333.0,647.0,63.0,36.0,10.0,122.0,28.0,56.0,42.0,1.333,0.279,0.362,0.465,0.827,95.0,0.332,0.368,0.015,0.171,0.092,0.079,0.538
2015,div1,Bossier Parish,bossierparishcommunitycollege,1508,1519.0,1353.0,215.0,360.0,72.0,4.0,14.0,191.0,68.0,2.0,158.0,287.0,482.0,4.0,4.0,0.0,90.0,1.0,0.0,0.0,,0.266,0.344,0.423,0.767,88.0,0.329,0.396,0.009,0.189,0.104,0.085,0.551
2015,div1,Broward,browardcollege,1430,2044.0,1751.0,307.0,503.0,106.0,21.0,10.0,263.0,99.0,17.0,194.0,367.0,681.0,59.0,16.0,24.0,137.0,44.0,0.0,0.0,,0.287,0.37,0.467,0.837,96.0,0.353,0.398,0.005,0.18,0.095,0.085,0.529
2015,div1,Butler,butlercommunitycollegeks,2079,2100.0,1768.0,343.0,510.0,91.0,11.0,38.0,286.0,157.0,42.0,216.0,366.0,736.0,53.0,38.0,25.0,140.0,27.0,396.0,290.0,1.366,0.288,0.371,0.496,0.867,99.0,0.34,0.412,0.018,0.174,0.103,0.071,0.59
2015,div1,Calhoun,calhouncommunitycollege,1710,1391.0,1186.0,196.0,366.0,51.0,8.0,2.0,156.0,36.0,10.0,112.0,143.0,439.0,31.0,54.0,8.0,61.0,20.0,330.0,302.0,1.093,0.309,0.366,0.422,0.788,90.0,0.347,0.383,0.001,0.103,0.081,0.022,0.783
2015,div1,Central Alabama,centralalabamacommunitycollege,1300,1616.0,1373.0,208.0,337.0,59.0,5.0,4.0,177.0,58.0,19.0,148.0,256.0,418.0,39.0,39.0,17.0,68.0,23.0,0.0,0.0,,0.245,0.324,0.354,0.678,77.0,0.295,0.392,0.002,0.158,0.092,0.066,0.578
2015,div1,Central Arizona,centralarizonacollege,1826,2064.0,1733.0,365.0,540.0,97.0,22.0,26.0,327.0,92.0,21.0,194.0,296.0,759.0,81.0,29.0,27.0,145.0,28.0,397.0,450.0,0.882,0.312,0.395,0.522,0.917,105.0,0.357,0.43,0.013,0.143,0.094,0.049,0.655
2015,div1,Central Florida,collegeofcentralflorida,1325,1853.0,1616.0,296.0,503.0,89.0,12.0,28.0,272.0,35.0,28.0,150.0,243.0,700.0,45.0,14.0,28.0,129.0,33.0,0.0,0.0,,0.311,0.377,0.513,0.89,102.0,0.346,0.4,0.015,0.131,0.081,0.05,0.617
2015,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,1984,2295.0,1867.0,458.0,680.0,146.0,16.0,17.0,427.0,152.0,35.0,275.0,251.0,909.0,71.0,39.0,43.0,179.0,1.0,24.0,23.0,1.043,0.364,0.447,0.583,1.03,118.0,0.404,0.437,0.007,0.109,0.12,-0.011,1.096
2015,div1,Chattanooga State,chattanoogastatecommunitycollege,1272,1598.0,1346.0,292.0,422.0,81.0,13.0,16.0,264.0,78.0,18.0,177.0,215.0,577.0,36.0,19.0,20.0,110.0,12.0,130.0,116.0,1.121,0.314,0.397,0.51,0.907,104.0,0.358,0.446,0.01,0.135,0.111,0.024,0.823
2015,div1,Chesapeake,chesapeakecollege,1638,1338.0,1130.0,182.0,293.0,54.0,9.0,8.0,154.0,72.0,17.0,142.0,200.0,389.0,32.0,24.0,10.0,71.0,5.0,269.0,217.0,1.24,0.259,0.349,0.407,0.756,86.0,0.306,0.379,0.006,0.149,0.106,0.043,0.71
2015,div1,Chipola,chipolacollege,1300,1908.0,1624.0,347.0,512.0,95.0,12.0,32.0,304.0,73.0,25.0,187.0,271.0,727.0,51.0,11.0,35.0,139.0,35.0,21.0,23.0,0.913,0.315,0.393,0.533,0.926,106.0,0.354,0.439,0.017,0.142,0.098,0.044,0.69
2015,div1,Cisco,ciscocollege,2016,2021.0,1699.0,445.0,624.0,145.0,22.0,58.0,407.0,100.0,0.0,210.0,309.0,987.0,53.0,34.0,25.0,225.0,0.0,0.0,0.0,,0.367,0.439,0.713,1.152,132.0,0.417,0.467,0.029,0.153,0.104,0.049,0.68
2015,div1,Clarendon,clarendoncollege,1624,2079.0,1765.0,433.0,588.0,118.0,11.0,71.0,413.0,62.0,14.0,203.0,408.0,941.0,76.0,21.0,14.0,200.0,0.0,0.0,0.0,,0.333,0.417,0.646,1.063,121.0,0.398,0.455,0.034,0.196,0.098,0.098,0.498
2015,div1,Cleveland State,clevelandstatecommunitycollege,1472,1616.0,1386.0,294.0,426.0,99.0,9.0,46.0,272.0,28.0,17.0,156.0,264.0,681.0,28.0,23.0,23.0,154.0,27.0,345.0,333.0,1.036,0.307,0.377,0.602,0.979,112.0,0.346,0.44,0.028,0.163,0.097,0.066,0.591
2015,div1,Cloud County,cloudcountycommunitycollege,1500,1770.0,1510.0,288.0,439.0,92.0,16.0,12.0,249.0,37.0,10.0,172.0,308.0,599.0,48.0,23.0,17.0,120.0,3.0,0.0,0.0,,0.291,0.372,0.476,0.848,97.0,0.354,0.427,0.007,0.174,0.097,0.077,0.558
2015,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,2065,1811.0,1492.0,300.0,472.0,81.0,10.0,11.0,259.0,37.0,22.0,146.0,182.0,606.0,75.0,72.0,26.0,102.0,0.0,0.0,0.0,,0.316,0.383,0.475,0.858,98.0,0.348,0.424,0.006,0.1,0.081,0.019,0.802
2015,div1,Coastal Alabama - Brewton,jeffersondaviscommunitycollege,1326,1766.0,1472.0,242.0,393.0,95.0,4.0,6.0,196.0,59.0,34.0,205.0,207.0,514.0,36.0,37.0,16.0,105.0,1.0,0.0,0.0,,0.267,0.359,0.421,0.78,89.0,0.304,0.376,0.003,0.117,0.116,0.001,0.99
2015,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,1475,1848.0,1537.0,324.0,488.0,77.0,15.0,7.0,290.0,86.0,32.0,205.0,247.0,616.0,53.0,31.0,22.0,99.0,9.0,0.0,0.0,,0.318,0.404,0.465,0.869,99.0,0.369,0.429,0.004,0.134,0.111,0.023,0.83
2015,div1,Cochise,cochisecollege,1220,2270.0,1902.0,433.0,585.0,132.0,23.0,26.0,366.0,105.0,27.0,297.0,360.0,841.0,41.0,6.0,24.0,181.0,37.0,35.0,33.0,1.061,0.308,0.407,0.537,0.944,108.0,0.363,0.454,0.011,0.159,0.131,0.028,0.825
2015,div1,Coffeyville,coffeyvillecommunitycollege,2170,2287.0,1914.0,397.0,565.0,117.0,20.0,26.0,361.0,89.0,30.0,237.0,372.0,800.0,50.0,61.0,25.0,163.0,8.0,86.0,56.0,1.536,0.295,0.373,0.503,0.876,100.0,0.35,0.449,0.011,0.163,0.104,0.059,0.637
2015,div1,Colby,colbycommunitycollege,2079,1698.0,1415.0,266.0,377.0,51.0,13.0,18.0,208.0,64.0,27.0,154.0,309.0,508.0,64.0,49.0,16.0,82.0,24.0,45.0,30.0,1.5,0.266,0.35,0.417,0.767,88.0,0.325,0.43,0.011,0.182,0.091,0.091,0.498
2015,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,1316,1617.0,1367.0,203.0,343.0,61.0,15.0,3.0,179.0,39.0,16.0,153.0,273.0,443.0,33.0,44.0,20.0,79.0,12.0,436.0,321.0,1.358,0.251,0.327,0.382,0.709,81.0,0.306,0.38,0.002,0.169,0.095,0.074,0.56
2015,div1,Columbia State,columbiastatecommunitycollege,2166,1854.0,1463.0,352.0,452.0,61.0,16.0,33.0,319.0,81.0,27.0,247.0,321.0,644.0,102.0,23.0,19.0,110.0,24.0,271.0,296.0,0.916,0.309,0.432,0.515,0.947,108.0,0.371,0.415,0.018,0.173,0.133,0.04,0.769
2015,div1,Connors State,connorsstatecollege,1960,2000.0,1661.0,476.0,564.0,92.0,14.0,57.0,428.0,45.0,3.0,234.0,270.0,855.0,59.0,26.0,20.0,163.0,0.0,0.0,0.0,,0.34,0.428,0.613,1.041,119.0,0.374,0.524,0.028,0.135,0.117,0.018,0.867
2015,div1,Cowley,cowleycountycommunitycollege,1952,2400.0,1923.0,622.0,699.0,137.0,21.0,71.0,579.0,84.0,20.0,328.0,321.0,1091.0,57.0,55.0,37.0,229.0,17.0,104.0,75.0,1.387,0.363,0.452,0.686,1.138,130.0,0.401,0.544,0.03,0.134,0.137,-0.003,1.022
2015,div1,Crowder,crowdercollege,1700,1799.0,1515.0,307.0,477.0,85.0,11.0,23.0,271.0,52.0,10.0,192.0,271.0,653.0,38.0,35.0,19.0,119.0,3.0,25.0,9.0,2.778,0.315,0.393,0.51,0.903,103.0,0.366,0.415,0.013,0.151,0.107,0.044,0.708
2015,div1,Darton State,dartonstatecollege,1475,2175.0,1781.0,396.0,579.0,84.0,16.0,12.0,343.0,125.0,24.0,243.0,276.0,731.0,67.0,45.0,39.0,112.0,40.0,0.0,0.0,,0.325,0.409,0.473,0.882,101.0,0.37,0.438,0.006,0.127,0.112,0.015,0.88
2015,div1,Daytona State,daytonastatecollege,1170,1604.0,1377.0,219.0,387.0,62.0,1.0,10.0,202.0,48.0,22.0,127.0,247.0,480.0,41.0,45.0,14.0,73.0,29.0,0.0,0.0,,0.281,0.346,0.402,0.748,85.0,0.332,0.383,0.006,0.154,0.079,0.075,0.514
2015,div1,Delgado,delgadocommunitycollege,2223,1634.0,1368.0,349.0,472.0,101.0,19.0,31.0,308.0,47.0,16.0,165.0,245.0,704.0,54.0,15.0,32.0,151.0,10.0,226.0,300.0,0.753,0.345,0.423,0.625,1.048,120.0,0.392,0.482,0.019,0.15,0.101,0.049,0.673
2015,div1,Dodge City,dodgecitycommunitycollege,2108,2284.0,1958.0,439.0,617.0,106.0,25.0,48.0,382.0,68.0,20.0,211.0,338.0,917.0,56.0,37.0,22.0,179.0,14.0,229.0,199.0,1.151,0.315,0.387,0.56,0.947,108.0,0.357,0.468,0.021,0.148,0.092,0.056,0.624
2015,div1,Dyersburg State,dyersburgstatecommunitycollege,1504,1617.0,1297.0,287.0,388.0,65.0,3.0,19.0,236.0,34.0,12.0,181.0,249.0,516.0,94.0,24.0,21.0,87.0,29.0,299.0,295.0,1.014,0.299,0.41,0.465,0.875,100.0,0.351,0.416,0.012,0.154,0.112,0.042,0.727
2015,div1,East Georgia State,eastgeorgiacollege,1393,1556.0,1352.0,175.0,351.0,34.0,5.0,6.0,165.0,40.0,12.0,141.0,236.0,413.0,26.0,20.0,17.0,45.0,24.0,135.0,141.0,0.957,0.26,0.333,0.339,0.672,77.0,0.306,0.33,0.004,0.152,0.091,0.061,0.597
2015,div1,Eastern Arizona,easternarizonacollege,1508,1677.0,1426.0,219.0,406.0,73.0,17.0,5.0,198.0,55.0,20.0,154.0,287.0,528.0,32.0,51.0,14.0,95.0,0.0,0.0,0.0,,0.285,0.353,0.437,0.79,90.0,0.349,0.365,0.003,0.171,0.092,0.079,0.537
